OBJECTID,STATE,STUSAB,STATE_NAME,AREALAND,AREAWATER,TOTALPOP,POP_DEN,NUM_MINORITY,PCT_MINORITY,WHITE,PCT_WHITE,BLACK,PCT_BLACK,HISP,PCT_HISP,ASIAN,PCT_ASIAN,AMERIND,PCT_AMERIND,HAWPAC,PCT_HAWPAC,OTHER_RACE,PCT_OTHER_RACE,TWOMORE,PCT_TWOMORE,NHWHITE,PCT_NHWHITE,NHBLACK,PCT_NHBLACK,NHASIAN,PCT_NHASIAN,NHAMERIND,PCT_NHAMERIND,NHHAWPAC,PCT_NHHAWPAC,NHOTHER_RACE,PCT_NHOTHER_RACE,NHTWOMORE,PCT_NHTWOMORE,AGE_LT18,PCT_AGE_LT18,AGE_LT5,PCT_AGE_LT5,AGE_GT64,PCT_AGE_GT64,AGE_GT17,PCT_AGE_GT17,MALES,PCT_MALES,FEMALES,PCT_FEMALES,AGE_GT14,NEVER_MARRIED,PCT_NEVER_MARRIED,MARRIED,PCT_MARRIED,WIDOWED,PCT_WIDOWED,DIVORCED,PCT_DIVORCED,HSHOLDS,HSHLDS_PA,HSHOLD_MED_INC,FEMALE_HEAD_HH,PCT_FEMALE_HEAD_HH,PER_CAP_INC,INC_LT_15K,PCT_INC_LT_15K,INC_15_25K,PCT_INC_15_25K,INC_25_50K,PCT_INC_25_50K,INC_50_75K,PCT_INC_50_75K,INC_GT_75K,PCT_INC_GT_75K,POV_UNIVERSE,NUM_BPOV,PCT_BPOV,POV_UNIVERSE_FRT,LOWINC,PCT_LOWINC,HH_BPOV,PCT_HH_BPOV,EDU_UNIVERSE,EDU_NONE,PCT_EDU_NONE,EDU_LT5,PCT_EDU_LT5,EDU_5_6,PCT_EDU_5_6,EDU_7_8,PCT_EDU_7_8,EDU_LT9,PCT_EDU_LT9,EDU_9,PCT_EDU_9,EDU_10,PCT_EDU_10,EDU_11,PCT_EDU_11,EDU_12,PCT_EDU_12,EDU_HS,PCT_EDU_HS,EDU_LTHS,PCT_EDU_LTHS,EDU_HS_DG,PCT_EDU_HS_DG,EDU_COL_LT1,PCT_EDU_COL_LT1,EDU_COL_1_MORE,PCT_COL_1_MORE,EDU_COL,PCT_EDU_COL,EDU_COL_ASSC,PCT_EDU_COL_ASSC,EDU_COL_DG,PCT_EDU_COL_DG,EDU_COL_BACH_DG,PCT_EDU_COL_BACH_DG,EDU_COL_MAST_DG,PCT_EDU_COL_MAST_DG,EDU_PROF_DG,PCT_EDU_PROF_DG,EDU_COL_DR_DG,PCT_EDU_COL_DR_DG,LAN_UNIVERSE,LAN_ENG_ONLY,PCT_LAN_ENG_ONLY,LAN_NON_ENG,PCT_LAN_NON_ENG,LAN_ENG_VW,PCT_LAN_ENG_VW,LAN_ENG_W,PCT_LAN_ENG_W,LAN_ENG_NW,PCT_LAN_ENG_NW,LAN_ENG_NA,PCT_LAN_ENG_NA,LAN_ENG_LTW,PCT_LAN_ENG_LTW,LAN_ENG_LTVW,PCT_ENG_LTVW,HSHOLDS_LAN,LINGISO,PCT_LINGISO,HLI_ENGLISH,PCT_HLI_ENGLISH,HLI_SPANISH,PCT_HLI_SPANISH,HLI_SPANISH_LI,PCT_HLI_SPANISH_LI,HLI_SPANISH_NLI,PCT_HLI_SPANISH_NLI,HLI_IE,PCT_HLI_IE,HLI_IE_LI,PCT_HLI_IE_LI,HLI_IE_NLI,PCT_HLI_IE_NLI,HLI_API,PCT_HLI_API,HLI_API_LI,PCT_HLI_API_LI,HLI_API_NLI,PCT_HLI_API_NLI,HLI_OTHER,PCT_HLI_OTHER,HLI_OTHER_LI,PCT_HLI_OTHER_LI,HLI_OTHER_NLI,PCT_HLI_OTHER_NLI,LSP_UNIVERSE,ENGLISH,SPANISH,FRENCH,FR_CREOLE,ITALIAN,PORTUGUESE,GERMAN,YIDDISH,OTHER_WG,SCAN,GREEK,RUSSIAN,POLISH,SERBO_CROAT,OTHER_SLAV,ARMENIAN,PERSIAN,GUJARATHI,HINDI,URDU,OTHER_INDIC,OTHER_IE,CHINESE,JAPANESE,KOREAN,MK_CAMBODIAN,HMONG,THAI,LAOTIAN,VIETNAMESE,OTHER_ASIAN,TAGALOG,OTHER_PI,NAVAJO,OTHER_NATAM,HUNGARIAN,ARABIC,HEBREW,AFRICAN,OTHER,NON_ENGLISH,HSUNITS,HOME_PRE50,PCT_HOME_PRE50,HOME_PRE60,PCT_HOME_PRE60,HOME_PRE40,PCT_HOME_PRE40,HOME_40TO49,PCT_HOME_40TO49,HOME_50TO59,PCT_HOME_50TO59,HOME_60TO69,PCT_HOME_60TO69,HOME_70TO79,PCT_HOME_70TO79,HOME_80TO89,PCT_HOME_80TO89,HOME_90TO99,PCT_HOME_90TO99,HOME_00TO09,PCT_HOME_00TO09,HOME_AFTER09,PCT_HOME_AFTER09,OCCHU,PCT_OCCHU,OWNHU,PCT_OWNERS,RENTHU,PCT_RENTERS,EMP_STAT_UNIVERSE,EMP_STAT_IN_LF,PCT_EMP_STAT_IN_LF,EMP_STAT_IN_CIV_LF,PCT_EMP_STAT_IN_CIV_LF,EMP_STAT_EMPLOYED,PCT_EMP_STAT_EMPLOYED,EMP_STAT_UNEMPLOYED,PCT_EMP_STAT_UNEMPLOYED,EMP_STAT_IN_AF,PCT_EMP_STAT_IN_AF,EMP_STAT_NOT_IN_LF,PCT_EMP_STAT_NOT_IN_LF,Shape_Length,Shape_Area,FBPOP,EUROPE,ASIA,AFRICA,OCEANIA,AMERICAS
11,21,KY,Kentucky,1.02E+11,2393338940,4383272,111.0073058,622404,14.19952948,3845535,87.73206408,345035,7.871631056,139636,3.185656742,53448,1.219363069,9000,0.205326067,2109,0.048114742,41518,0.947191961,86627,1.976309022,3760868,85.80047052,340235,7.76212382,53004,1.20923365,7387,0.168527073,1933,0.044099476,4159,0.094883457,76050,1.735005265,1018350,23.23264447,277776,6.337183729,614496,14.01911631,3364922,76.76735553,2156251,49.19272635,2227021,50.80727365,3535619,978339,27.67093966,1857187,52.52791661,235547,6.662114894,464546,13.13902884,1702235,43006,43342,519807,45.82559005,23741,288423,16.94378273,220919,12.97817281,442815,26.01374076,300197,17.63546161,449881,26.42884208,4248233,803866,18.92236137,4248233,1690710,39.79795835,314818,18.4943912,2939709,32662,1.111062353,16873,0.573968376,31062,1.056635198,125269,4.261272119,205866,7.002938046,67647,2.301146134,87435,2.974273984,82927,2.820925473,42315,1.439428188,280324,9.535773779,486190,16.53871182,991520,33.7285085,194602,6.619770868,413002,14.04907765,821967,27.96082878,214363,7.291980261,640032,21.7719509,377949,12.85668071,188011,6.395565003,47619,1.61985421,26453,0.899850972,4105496,3899799,94.98971622,205697,5.010283776,118540,2.887349056,44437,1.082378353,32206,0.784460635,10514,0.256095731,42720,1.040556366,87157,2.12293472,1702235,19395,1.139384398,1605810,94.33538847,47311,2.779345977,10483,0.615837414,36828,2.163508564,26453,1.55401575,2994,0.175886408,23459,1.378129342,15709,0.922845553,4223,0.248085605,11486,0.674759948,6952,0.408404245,1695,0.099574971,5257,0.308829274,4105496,3899799,103832,7988,404,971,683,12705,156,5969,556,677,1918,567,5105,1565,153,1217,1742,2575,1269,4570,1363,8658,4688,3241,903,81,1010,572,4930,5687,2767,1150,16,769,305,7241,372,6735,587,205697,1938836,300238,15.48547685,486731,25.10428938,205877,10.61858765,94361,4.866889206,186493,9.618812525,216499,11.16644213,326600,16.84515864,254265,13.11431189,336206,17.34061055,296744,15.30526563,21791,1.123921776,1702235,87.79675022,1152012,59.41771248,550223,32.32356285,3476701,2079258,59.80548802,2063756,99.25444558,1870879,90.65407926,192877,9.345920739,15502,0.745554424,1397443,40.19451198,22.41862416,10.66848729,147809,21880,48408,12194,830,64497
12,24,MD,Maryland,25147575220,6983455225,5887776,606.5344253,2734692,46.44694363,3418336,58.058187,1737155,29.50443427,515724,8.759232688,344956,5.858850608,16429,0.279035751,2425,0.041187029,198969,3.379357503,169506,2.87894784,3153084,53.55305637,1710040,29.04390384,342626,5.819277092,12119,0.205833238,2173,0.036906975,12513,0.212525069,139497,2.369264727,1348976,22.91146946,367111,6.235138701,764057,12.97700524,4538800,77.08853054,2851238,48.42640073,3036538,51.57359927,4772468,1662131,34.82749387,2367349,49.60429279,275155,5.765465583,467833,9.802747761,2155983,55925,74149,682888,47.22871368,36670,183079,8.49167178,148500,6.887809412,386900,17.94541052,370377,17.17903156,1067127,49.49607673,5746140,573383,9.978576923,5746140,1336868,23.26549649,203320,9.430501075,3973193,40294,1.014146557,24234,0.60993765,46549,1.171576614,58859,1.481402993,169936,4.277063812,56002,1.40949609,75294,1.895050152,75381,1.897239827,60582,1.524768618,267259,6.726554688,437195,11.0036185,1022911,25.74531366,239458,6.026840378,539631,13.58179681,1031309,25.95668018,252220,6.348042997,1481778,37.29438766,805699,20.2783756,462118,11.63089737,116377,2.929054793,97584,2.456059899,5520665,4587997,83.10587583,932668,16.89412417,582704,10.55496032,186538,3.378904534,124637,2.257644686,38789,0.702614631,163426,2.960259317,349964,6.339163851,2155983,65142,3.021452396,1776938,82.41892445,138145,6.407518056,27704,1.284982303,110441,5.122535753,116439,5.400738318,13981,0.648474501,102458,4.752263817,82217,3.813434522,18857,0.874635839,63360,2.938798683,42244,1.959384652,4600,0.213359753,37644,1.746024899,5520665,4587997,388382,52418,12340,9593,10624,18078,1033,3743,1973,9820,21812,4428,1931,4987,1745,13983,9838,17693,17286,21925,9268,64574,6570,37970,1774,78,3200,825,21924,26443,35413,4331,94,1227,1895,14492,5937,72020,1001,932668,2399375,437441,18.23145611,723578,30.1569367,296290,12.34863246,141151,5.882823652,286137,11.92548059,288366,12.01837979,349414,14.56270904,377018,15.71317531,342446,14.27230008,295131,12.30032821,23422,0.976170878,2155983,89.85602501,1445880,60.26069289,710103,32.93639143,4695768,3233680,68.86370877,3207358,99.1860048,2949440,91.9585528,257918,8.041447197,26322,0.813995201,1462088,31.13629123,28.71941803,2.772298356,837401,86225,276513,130765,2399,341499
13,27,MN,Minnesota,2.06E+11,18924324242,5383661,67.61121689,961862,17.86631811,4585781,85.17960176,290545,5.396792257,264265,4.908648594,230798,4.287008413,56490,1.049285978,2166,0.040232845,78863,1.464858207,139018,2.582220537,4421799,82.13368189,285362,5.300519479,229592,4.2646073,52062,0.967037115,1862,0.03458613,6271,0.116482074,122448,2.274437414,1280022,23.77605128,349909,6.499461983,730382,13.56664173,4103639,76.22394872,2674354,49.67537889,2709307,50.32462111,4319213,1355909,31.39250137,2310899,53.50277933,224890,5.206735579,427515,9.89798373,2115337,75583,60828,591564,43.10713825,31642,210857,9.968009825,193479,9.146485879,467727,22.11122861,400082,18.913393,843192,39.86088269,5260351,605761,11.51560038,5260351,1425046,27.09032154,233337,11.03072466,3599228,35915,0.997852873,10150,0.282004919,17380,0.482881329,49485,1.374878168,112930,3.137617289,28389,0.788752477,41027,1.139883331,50652,1.407301788,44780,1.244155691,164848,4.580093287,277778,7.717710576,951353,26.43214045,242470,6.73672243,555349,15.42966992,1176185,32.67881335,378366,10.512421,1193912,33.17133563,801653,22.27291519,273587,7.601268939,73959,2.054857319,44713,1.242294181,5033752,4485551,89.10949526,548201,10.89050474,330464,6.564963868,112373,2.232390471,77109,1.531839471,28255,0.561310927,105364,2.093150398,217737,4.325540869,2115337,48480,2.291833405,1875419,88.65816652,82018,3.87730182,16995,0.803418084,65023,3.073883736,62782,2.967943169,7012,0.331483825,55770,2.636459344,55072,2.603462238,13459,0.636257958,41613,1.96720428,40046,1.893126249,11014,0.520673538,29032,1.372452711,5033752,4485551,193111,15072,1341,2419,2443,23258,202,2447,7416,1080,14106,2790,4351,4165,37,1537,2400,7147,2539,6779,3676,22266,3450,5070,7388,57513,1864,9664,21915,20476,5612,2116,48,6044,449,10703,1125,69415,4767,548201,2364149,523966,22.1629855,769072,32.53060615,409358,17.3152369,114608,4.847748598,245106,10.36762065,231818,9.805557941,369229,15.61783965,307810,13.01990695,322567,13.64410619,345043,14.59480769,18610,0.787175428,2115337,89.47562104,1525201,64.51374258,590136,27.89796614,4247699,2976014,70.0617911,2973943,99.93041027,2781933,93.54358843,192010,6.456411572,2071,0.069589726,1271685,29.9382089,35.10464966,25.53825843,403545,45064,153699,81971,1911,120900
14,28,MS,Mississippi,1.22E+11,3928587545,2984345,63.6005283,1265632,42.40903783,1769693,59.29920971,1113652,37.31646308,84073,2.817134078,28067,0.940474375,13056,0.437482932,365,0.012230489,25086,0.84058646,34426,1.153552957,1718713,57.59096217,1109239,37.16859143,27944,0.936352868,11893,0.398512907,363,0.012163473,2472,0.082832246,29648,0.993450824,743299,24.9066043,201453,6.750325448,403168,13.50943004,2241046,75.0933957,1448840,48.54800635,1535505,51.45199365,2365897,777676,32.87023907,1142427,48.28726694,166855,7.052504822,278939,11.78998917,1092627,30828,39464,384305,51.20141225,20956,208584,19.09013781,153950,14.08989527,289587,26.50373824,185625,16.98887177,254881,23.32735691,2887236,653726,22.64193159,2887236,1329647,46.05259148,232623,21.29024818,1929591,27127,1.405841963,12217,0.633139354,22235,1.152316734,57591,2.98462213,119170,6.175920182,45494,2.35770171,69371,3.595114198,77314,4.006755836,37141,1.924812046,229320,11.88438379,348490,18.06030397,583633,30.24646156,110225,5.712350441,329786,17.09097938,603704,31.28663017,163693,8.483300347,393764,20.4066043,248884,12.89827741,103269,5.351859539,24389,1.263946608,17222,0.892520747,2782892,2675205,96.13039241,107687,3.869607588,65308,2.34676732,18890,0.678790266,17649,0.634196368,5840,0.209853634,23489,0.844050003,42379,1.522840268,1092627,8589,0.786087109,1043823,95.53333388,28794,2.635300061,5690,0.520763261,23104,2.1145368,9726,0.890148239,808,0.073950214,8918,0.816198025,7269,0.665277354,1798,0.16455753,5471,0.500719825,3015,0.275940463,293,0.026816105,2722,0.249124358,2782892,2675205,65883,3996,200,865,680,3060,49,371,224,226,484,280,74,261,26,200,1454,1004,430,2119,255,4002,689,1768,126,18,178,424,6777,981,2597,567,0,4091,29,1994,32,856,417,107687,1284794,108829,8.470540803,206808,16.09658825,60818,4.73367715,48011,3.736863653,97979,7.626047444,156850,12.20818279,239777,18.66268055,197190,15.34798575,232021,18.05900401,233978,18.21132415,18170,1.4142345,1092627,85.04297187,752825,58.59499655,339802,31.09954266,2323223,1356974,58.40911527,1346038,99.1940892,1198828,89.06345883,147210,10.93654117,10936,0.805910799,966249,41.59088473,24.60952012,11.88541662,66971,6743,22277,1920,249,35782
15,30,MT,Montana,3.77E+11,3867840830,1006370,6.914455734,128657,12.78426424,899503,89.38094339,4563,0.453411767,31902,3.170007055,6651,0.66089013,65110,6.469787454,699,0.069457555,4945,0.491369973,24899,2.47413973,877713,87.21573576,4426,0.439798484,6484,0.644295836,62992,6.25932808,659,0.065482874,374,0.03716327,21820,2.168188638,223669,22.22532468,61102,6.07152439,158184,15.71827459,782701,77.77467532,505536,50.23361189,500834,49.76638811,820596,229155,27.92543468,438975,53.4946551,50152,6.111655431,102314,12.46825478,407797,9452,46766,113907,44.49353145,25977,54232,13.29877365,50835,12.46576115,110694,27.14438802,77734,19.06193523,114302,28.02914195,981707,150096,15.28928693,981707,354874,36.14866758,58188,14.26886417,683960,2850,0.416691035,861,0.125884555,1336,0.19533306,10270,1.501549798,15317,2.239458448,6258,0.914965787,9950,1.454763436,12018,1.757120299,8188,1.197146032,36414,5.323995555,51731,7.563454003,203825,29.80071934,47392,6.929060179,125515,18.35121937,229576,33.5657056,56669,8.285426048,198828,29.07012106,135759,19.84896778,42640,6.234282707,12095,1.768378268,8334,1.218492309,945268,905535,95.7966418,39733,4.203358201,31509,3.333340386,5648,0.597502507,2350,0.248606744,226,0.023908563,2576,0.272515308,8224,0.870017815,407797,1869,0.45831627,384132,94.19686756,9029,2.214091815,663,0.162580892,8366,2.051510923,8191,2.008597415,581,0.142472848,7610,1.866124567,2480,0.60814572,470,0.115253423,2010,0.492892297,3965,0.972297491,155,0.038009107,3810,0.934288384,945268,905535,13846,1979,75,584,180,6363,52,825,978,112,608,222,45,269,4,81,0,113,57,141,239,1241,752,520,8,0,178,38,147,209,870,269,216,7682,73,315,134,126,182,39733,486782,97370,20.00279386,143453,29.46965993,71252,14.63735307,26118,5.365440793,46083,9.466866071,43797,8.997251336,90451,18.58141838,55934,11.49056456,68647,14.10220592,78753,16.17828925,5747,1.180610622,407797,83.77405081,276201,56.74018349,131596,32.26997746,807917,519814,64.34002503,516403,99.34380375,481119,93.16735186,35284,6.832648145,3411,0.656196255,288103,35.65997497,36.0405366,45.07860264,20520,6705,5387,559,382,7487
16,31,NE,Nebraska,1.99E+11,1356441861,1855617,24.1540777,348738,18.79364114,1637794,88.26142464,86423,4.657372723,180448,9.724420503,35696,1.923672827,16163,0.871031037,1150,0.061973996,37075,1.997987731,41316,2.226537049,1506879,81.20635886,83932,4.523131659,35325,1.903679477,12907,0.695563794,1070,0.057662761,1409,0.075931617,33647,1.813251334,462653,24.9325696,130448,7.02989895,257663,13.88557014,1392964,75.0674304,921597,49.66525959,934020,50.33474041,1467464,427831,29.15444604,800584,54.55561431,85716,5.841097294,153333,10.44884236,731347,15958,52400,202880,42.6451423,27339,82225,11.24295307,78116,10.68111307,187383,25.62162694,144951,19.8197299,238672,32.63457702,1801893,231762,12.86213998,1801893,570403,31.65576424,90353,12.35432702,1205229,12149,1.008024201,6824,0.566199453,12396,1.028518232,18556,1.53962442,49925,4.142366305,14003,1.161853888,16303,1.352688991,18905,1.568581572,15124,1.254865258,64335,5.33798971,114260,9.480356015,335431,27.83130841,94442,7.836021204,194591,16.14556238,406495,33.72761525,117462,9.746031667,349043,28.96072033,235747,19.56034911,78898,6.546307797,20334,1.687148251,14064,1.166915167,1725169,1540977,89.32324891,184192,10.67675109,100595,5.831022932,35544,2.060319888,34401,1.994065509,13652,0.791342761,48053,2.78540827,83597,4.845728158,731347,19077,2.6084745,653617,89.37166625,47107,6.441128493,12422,1.698509736,34685,4.742618757,15583,2.130725907,1838,0.25131709,13745,1.879408817,10017,1.369664468,3218,0.440010009,6799,0.92965446,5023,0.686814877,1599,0.218637664,3424,0.468177213,1725169,1540977,122164,4716,77,1281,825,5000,120,491,414,302,1499,812,751,2480,0,715,353,1343,262,2193,1919,4133,1082,1407,124,95,855,715,7955,5618,1152,840,7,1431,12,4197,107,5895,850,184192,805256,221277,27.4790874,303091,37.6390862,181224,22.50514122,40053,4.973946174,81814,10.15999881,94156,11.6926791,133617,16.59310828,76924,9.552738508,89359,11.09696792,98550,12.23834408,9559,1.187075911,731347,90.82167658,486036,60.35794828,245311,33.54235404,1442692,1016841,70.48219578,1012293,99.55273243,957508,94.58802936,54785,5.411970645,4548,0.447267567,425851,29.51780422,24.19401766,21.61445601,120417,9455,31651,9448,604,69259
17,33,NH,New Hampshire,23187964254,1026252314,1321069,147.561763,110123,8.335900699,1239543,93.82878563,16293,1.23331938,40301,3.050635508,30560,2.31327811,2510,0.189997646,280,0.021194957,7805,0.590809413,24078,1.822614867,1210946,91.6640993,14488,1.096687607,30371,2.298971515,2139,0.161914328,280,0.021194957,2004,0.151695332,20540,1.554801452,275726,20.87143064,66576,5.039555088,193884,14.67629624,1045343,79.12856936,651809,49.33951217,669260,50.66048783,1098166,316341,28.80630069,591280,53.8424974,59773,5.44298403,130772,11.90821788,519580,14555,65986,154883,44.60556176,33821,43201,8.314600254,43320,8.337503368,109460,21.06701567,95561,18.39197044,228038,43.88891027,1280899,113374,8.851127216,1280899,289341,22.58890045,45886,8.831363794,919033,5525,0.601175366,1467,0.159624301,3510,0.381923174,13619,1.481883676,24121,2.624606516,10304,1.121178456,14369,1.563491191,13776,1.498966849,10920,1.188205429,49369,5.371841925,73490,7.996448441,267359,29.0913384,55059,5.990970944,118867,12.93392076,262392,28.55087902,88466,9.625987315,315792,34.36133414,197937,21.53752912,88205,9.597587899,16110,1.752929438,13540,1.473287684,1254493,1155256,92.0894736,99237,7.910526404,68867,5.489628081,18069,1.440342832,9735,0.776010707,2566,0.204544784,12301,0.980555491,30370,2.420898323,519580,7161,1.378228569,464999,89.49516918,13043,2.510296778,2064,0.397243928,10979,2.11305285,31446,6.052196004,2982,0.573925093,28464,5.478270911,7505,1.444435891,1732,0.333346164,5773,1.111089726,2587,0.497902152,383,0.073713384,2204,0.424188768,1254493,1155256,26192,22639,853,1846,2925,4132,15,503,408,2744,1808,1208,1677,574,153,189,945,1606,688,4014,1674,5124,755,1369,902,6,265,567,2067,3286,1370,1181,0,160,286,2356,310,1893,547,99237,617286,155257,25.1515505,200416,32.46728421,131398,21.28640533,23859,3.865145168,45159,7.315733712,53811,8.717353058,92566,14.99564221,126670,20.52047187,66071,10.70346646,73272,11.87002459,4480,0.72575759,519580,84.17168055,369160,59.80372145,150420,28.95030602,1080795,742731,68.72080274,741358,99.81514169,693329,93.52148355,48029,6.478516452,1373,0.184858313,338064,31.27919726,9.527982556,2.683566607,73409,18257,26293,4473,462,23924
18,35,NM,New Mexico,3.14E+11,755712514,2080085,17.14853055,1255794,60.3722444,1521876,73.1641255,42515,2.04390686,978189,47.02639556,28578,1.373886163,190350,9.151068346,1271,0.061103272,230398,11.07637428,65097,3.129535572,824291,39.6277556,37519,1.803724367,26991,1.297591204,177555,8.535949252,942,0.045286611,3718,0.178742696,30880,1.484554718,510877,24.56039056,140022,6.731551836,295267,14.19494876,1569208,75.43960944,1029757,49.50552501,1050328,50.49447499,1653950,551142,33.32277276,791721,47.86849663,97791,5.912572931,213296,12.89615768,764684,20777,44968,228904,45.95201722,23948,122774,16.05552097,97902,12.80293559,195223,25.52989209,129114,16.88462162,219671,28.72702973,2039574,426116,20.89240204,2039574,879706,43.13185008,144191,18.85628573,1360013,18614,1.368663388,15161,1.114768756,33006,2.426888567,30111,2.214022954,96892,7.124343664,27310,2.008069041,32057,2.357109822,39146,2.878354839,22580,1.660278247,121093,8.903811949,217985,16.02815561,358007,26.32379249,81840,6.017589538,242652,17.84188828,429250,31.5621983,104758,7.702720489,354771,26.08585359,201686,14.82971119,107547,7.907792058,21055,1.548146966,24483,1.80020338,1940063,1238084,63.81669049,701979,36.18330951,519840,26.79500614,88456,4.559439565,61661,3.178298849,32022,1.650564956,93683,4.828863805,182139,9.38830337,764684,41208,5.388892667,455501,59.56721992,247345,32.34604098,34258,4.480020505,213087,27.86602047,15651,2.046727799,1426,0.186482259,14225,1.860245539,8693,1.136809453,1864,0.243760821,6829,0.893048632,37494,4.903201845,3660,0.478629081,33834,4.424572765,1940063,1238084,558404,5132,39,1800,806,7292,63,823,454,545,1451,481,272,371,91,1236,599,1021,321,1159,905,4564,1974,1630,80,76,547,502,4174,1273,3177,512,62878,32922,213,2686,350,878,278,701979,907233,85405,9.413788961,178741,19.70177452,47662,5.253556694,37743,4.160232267,93336,10.28798556,91927,10.13267815,164535,18.13591437,155609,17.15204363,160274,17.6662445,147426,16.25007027,8721,0.961274557,764684,84.28749836,521278,57.45800693,243406,31.83092624,1625155,977579,60.15297002,969053,99.12784542,875947,90.39206318,93106,9.607936821,8526,0.872154578,647576,39.84702998,23.67452541,30.89291711,205881,15315,23334,2323,525,164384
19,37,NC,North Carolina,1.26E+11,13472722504,9750405,200.5517298,3455877,35.44342004,6784901,69.58583772,2093389,21.46976459,848597,8.703197457,231830,2.377644826,113798,1.167110494,6083,0.062387152,293865,3.013874808,226539,2.323380413,6294528,64.55657996,2062599,21.15398283,229891,2.357758473,106210,1.089288086,5512,0.056530985,18389,0.188597294,184679,1.894064913,2284224,23.42696534,618246,6.340721232,1346092,13.80549834,7466181,76.57303466,4750366,48.71967882,5000039,51.28032118,7844445,2408819,30.70732219,4103757,52.31417901,490931,6.258326752,840938,10.72017205,3742514,73870,46693,1138815,45.82806332,25608,539468,14.4145887,446287,11.92479173,997442,26.65165715,675570,18.05123508,1083747,28.95772735,9496939,1669147,17.57563147,9496939,3672028,38.66538471,601119,16.06190384,6495047,80704,1.242546821,43808,0.674483187,89297,1.374847634,142988,2.201492922,356797,5.493370564,148572,2.287466126,182784,2.814205963,169915,2.616070369,89334,1.375417299,590605,9.093159757,947402,14.58653032,1744316,26.85609511,419335,6.456227338,1005626,15.48296725,1998070,30.76297985,573109,8.823785263,1805259,27.79439471,1185011,18.24484103,442291,6.809665888,97856,1.506624971,80101,1.233262823,9132159,8122842,88.94766287,1009317,11.05233713,569962,6.241262335,194253,2.127131164,173383,1.89859813,71719,0.785345503,245102,2.683943633,439355,4.811074796,3742514,95937,2.563437304,3339033,89.21898489,245561,6.561391621,72124,1.92715378,173437,4.634237841,79635,2.127847752,7628,0.203820213,72007,1.924027539,58077,1.551817842,13425,0.358716093,44652,1.193101749,20208,0.5399579,2760,0.073747219,17448,0.466210681,9132159,8122842,673220,27173,2771,7017,5946,22652,117,3418,2427,5896,9802,3165,3244,4617,195,3737,9546,14433,6160,11577,6193,31303,5767,15501,4969,9352,2245,5294,23270,23911,14013,4650,179,1367,1740,17992,1396,21796,1266,1009317,4385668,412436,9.404177425,743153,16.94503551,242876,5.537947697,169560,3.866229728,330717,7.540858086,422767,9.639740172,632427,14.4203118,712627,16.24899559,903261,20.59574505,908670,20.7190786,62763,1.431093279,3742514,85.33509604,2461741,56.13149468,1280773,34.22226343,7717630,4879118,63.2204187,4793358,98.24230527,4287690,89.45065234,505668,10.54934766,85760,1.757694731,2838512,36.7795813,41.23952756,12.78222475,741235,79406,179899,45239,2772,433919
20,40,OK,Oklahoma,1.78E+11,3374301679,3818851,55.67250402,1230880,32.23168435,2799122,73.29749184,277007,7.253673945,357916,9.372347861,71396,1.869567574,274099,7.177525387,4390,0.114956043,96727,2.532882273,296110,7.753902941,2587971,67.76831565,272812,7.14382415,70171,1.837489863,262913,6.884610057,4231,0.110792487,2468,0.064626769,260369,6.817993161,941325,24.64942989,264867,6.93577728,534068,13.98504419,2877526,75.35057011,1891526,49.53128572,1927325,50.46871428,3029408,828297,27.3418767,1604282,52.95694736,197158,6.508136243,399671,13.1930397,1450117,47849,46235,438571,45.47939552,24695,206486,14.23926483,177996,12.27459577,387935,26.75197932,271794,18.74290143,405906,27.99125864,3704019,625508,16.88727839,3704019,1434447,38.72677219,230599,15.90209618,2489023,21963,0.882394417,12723,0.511164421,30138,1.210836541,46627,1.873305309,111451,4.477700688,47356,1.902593909,59283,2.38177791,73721,2.961844868,39391,1.582588831,219751,8.828805519,331202,13.30650621,789276,31.71027347,181729,7.301218189,416154,16.7195723,775679,31.16399487,177796,7.143204382,592866,23.81922546,396647,15.93585114,139633,5.609952178,34029,1.367162939,22557,0.906259203,3553984,3212248,90.38442492,341736,9.615575084,200505,5.641696755,66369,1.867453539,54124,1.522910627,20738,0.583514163,74862,2.10642479,141231,3.973878329,1450117,31183,2.150378211,1305733,90.04328616,88499,6.102886871,23230,1.601939706,65269,4.500947165,20152,1.389680971,1379,0.095095775,18773,1.294585196,21687,1.495534498,5408,0.372935425,16279,1.122599073,14046,0.968611498,1166,0.080407305,12880,0.888204193,3553984,3212248,230639,5615,344,879,1210,9790,60,874,325,662,2089,727,346,574,110,2315,799,1851,1835,2307,1187,8745,1931,4305,392,3308,1229,1733,15568,7028,3646,3583,232,14932,126,4345,635,4748,712,341736,1680457,241595,14.37674395,426189,25.36149393,142251,8.465018742,99344,5.911725203,184594,10.98474998,205795,12.24637108,331777,19.74326032,256542,15.26620437,195825,11.65308008,238049,14.16572992,26280,1.563860307,1450117,86.29301434,964573,57.39944551,485544,33.48309136,2977835,1843140,61.89530313,1824414,98.98401641,1699610,93.15922811,124804,6.840771886,18726,1.015983593,1134695,38.10469687,27.21111174,18.00500104,214781,16307,57164,8995,2034,130281
