OBJECTID,STATE,STUSAB,STATE_NAME,AREALAND,AREAWATER,TOTALPOP,POP_DEN,NUM_MINORITY,PCT_MINORITY,WHITE,PCT_WHITE,BLACK,PCT_BLACK,HISP,PCT_HISP,ASIAN,PCT_ASIAN,AMERIND,PCT_AMERIND,HAWPAC,PCT_HAWPAC,OTHER_RACE,PCT_OTHER_RACE,TWOMORE,PCT_TWOMORE,NHWHITE,PCT_NHWHITE,NHBLACK,PCT_NHBLACK,NHASIAN,PCT_NHASIAN,NHAMERIND,PCT_NHAMERIND,NHHAWPAC,PCT_NHHAWPAC,NHOTHER_RACE,PCT_NHOTHER_RACE,NHTWOMORE,PCT_NHTWOMORE,AGE_LT18,PCT_AGE_LT18,AGE_LT5,PCT_AGE_LT5,AGE_GT64,PCT_AGE_GT64,AGE_GT17,PCT_AGE_GT17,MALES,PCT_MALES,FEMALES,PCT_FEMALES,AGE_GT14,NEVER_MARRIED,PCT_NEVER_MARRIED,MARRIED,PCT_MARRIED,WIDOWED,PCT_WIDOWED,DIVORCED,PCT_DIVORCED,HSHOLDS,HSHLDS_PA,HSHOLD_MED_INC,FEMALE_HEAD_HH,PCT_FEMALE_HEAD_HH,PER_CAP_INC,INC_LT_15K,PCT_INC_LT_15K,INC_15_25K,PCT_INC_15_25K,INC_25_50K,PCT_INC_25_50K,INC_50_75K,PCT_INC_50_75K,INC_GT_75K,PCT_INC_GT_75K,POV_UNIVERSE,NUM_BPOV,PCT_BPOV,POV_UNIVERSE_FRT,LOWINC,PCT_LOWINC,HH_BPOV,PCT_HH_BPOV,EDU_UNIVERSE,EDU_NONE,PCT_EDU_NONE,EDU_LT5,PCT_EDU_LT5,EDU_5_6,PCT_EDU_5_6,EDU_7_8,PCT_EDU_7_8,EDU_LT9,PCT_EDU_LT9,EDU_9,PCT_EDU_9,EDU_10,PCT_EDU_10,EDU_11,PCT_EDU_11,EDU_12,PCT_EDU_12,EDU_HS,PCT_EDU_HS,EDU_LTHS,PCT_EDU_LTHS,EDU_HS_DG,PCT_EDU_HS_DG,EDU_COL_LT1,PCT_EDU_COL_LT1,EDU_COL_1_MORE,PCT_COL_1_MORE,EDU_COL,PCT_EDU_COL,EDU_COL_ASSC,PCT_EDU_COL_ASSC,EDU_COL_DG,PCT_EDU_COL_DG,EDU_COL_BACH_DG,PCT_EDU_COL_BACH_DG,EDU_COL_MAST_DG,PCT_EDU_COL_MAST_DG,EDU_PROF_DG,PCT_EDU_PROF_DG,EDU_COL_DR_DG,PCT_EDU_COL_DR_DG,LAN_UNIVERSE,LAN_ENG_ONLY,PCT_LAN_ENG_ONLY,LAN_NON_ENG,PCT_LAN_NON_ENG,LAN_ENG_VW,PCT_LAN_ENG_VW,LAN_ENG_W,PCT_LAN_ENG_W,LAN_ENG_NW,PCT_LAN_ENG_NW,LAN_ENG_NA,PCT_LAN_ENG_NA,LAN_ENG_LTW,PCT_LAN_ENG_LTW,LAN_ENG_LTVW,PCT_ENG_LTVW,HSHOLDS_LAN,LINGISO,PCT_LINGISO,HLI_ENGLISH,PCT_HLI_ENGLISH,HLI_SPANISH,PCT_HLI_SPANISH,HLI_SPANISH_LI,PCT_HLI_SPANISH_LI,HLI_SPANISH_NLI,PCT_HLI_SPANISH_NLI,HLI_IE,PCT_HLI_IE,HLI_IE_LI,PCT_HLI_IE_LI,HLI_IE_NLI,PCT_HLI_IE_NLI,HLI_API,PCT_HLI_API,HLI_API_LI,PCT_HLI_API_LI,HLI_API_NLI,PCT_HLI_API_NLI,HLI_OTHER,PCT_HLI_OTHER,HLI_OTHER_LI,PCT_HLI_OTHER_LI,HLI_OTHER_NLI,PCT_HLI_OTHER_NLI,LSP_UNIVERSE,ENGLISH,SPANISH,FRENCH,FR_CREOLE,ITALIAN,PORTUGUESE,GERMAN,YIDDISH,OTHER_WG,SCAN,GREEK,RUSSIAN,POLISH,SERBO_CROAT,OTHER_SLAV,ARMENIAN,PERSIAN,GUJARATHI,HINDI,URDU,OTHER_INDIC,OTHER_IE,CHINESE,JAPANESE,KOREAN,MK_CAMBODIAN,HMONG,THAI,LAOTIAN,VIETNAMESE,OTHER_ASIAN,TAGALOG,OTHER_PI,NAVAJO,OTHER_NATAM,HUNGARIAN,ARABIC,HEBREW,AFRICAN,OTHER,NON_ENGLISH,HSUNITS,HOME_PRE50,PCT_HOME_PRE50,HOME_PRE60,PCT_HOME_PRE60,HOME_PRE40,PCT_HOME_PRE40,HOME_40TO49,PCT_HOME_40TO49,HOME_50TO59,PCT_HOME_50TO59,HOME_60TO69,PCT_HOME_60TO69,HOME_70TO79,PCT_HOME_70TO79,HOME_80TO89,PCT_HOME_80TO89,HOME_90TO99,PCT_HOME_90TO99,HOME_00TO09,PCT_HOME_00TO09,HOME_AFTER09,PCT_HOME_AFTER09,OCCHU,PCT_OCCHU,OWNHU,PCT_OWNERS,RENTHU,PCT_RENTERS,EMP_STAT_UNIVERSE,EMP_STAT_IN_LF,PCT_EMP_STAT_IN_LF,EMP_STAT_IN_CIV_LF,PCT_EMP_STAT_IN_CIV_LF,EMP_STAT_EMPLOYED,PCT_EMP_STAT_EMPLOYED,EMP_STAT_UNEMPLOYED,PCT_EMP_STAT_UNEMPLOYED,EMP_STAT_IN_AF,PCT_EMP_STAT_IN_AF,EMP_STAT_NOT_IN_LF,PCT_EMP_STAT_NOT_IN_LF,Shape_Length,Shape_Area,FBPOP,EUROPE,ASIA,AFRICA,OCEANIA,AMERICAS
21,42,PA,Pennsylvania,1.16E+11,3396010541,12758729,285.1577597,2738290,21.46209078,10449680,81.90220201,1395718,10.93931849,784562,6.149217528,377735,2.960600543,22951,0.179884689,3740,0.029313265,249147,1.952757206,259758,2.035923798,10020439,78.53790922,1340926,10.50987132,374994,2.939117211,15199,0.119126286,2023,0.015855811,19180,0.150328454,201406,1.578574167,2740220,21.47721768,719941,5.642732909,2041558,16.0012647,10018509,78.52278232,6230805,48.83562461,6527924,51.16437539,10512604,3475117,33.05667178,5305405,50.46708694,741378,7.052277438,990704,9.423963844,4957736,175972,53115,1424280,44.45402987,28912,612067,12.3456957,536854,10.82861209,1190608,24.0151553,913230,18.42030314,1704977,34.39023377,12346333,1667858,13.50893419,12346333,3801366,30.78943359,639670,12.90246193,8764740,85128,0.97125528,26298,0.300043127,46423,0.529656328,157896,1.801490974,315745,3.602445709,116704,1.331516965,194475,2.218833645,207278,2.364907573,132586,1.512720286,651043,7.427978468,966788,11.03042418,3221188,36.75166634,479026,5.465376041,957687,10.92658767,2113963,24.11894705,677250,7.726983345,2462801,28.09896243,1502205,17.13918496,680881,7.7684107,163726,1.868007494,115989,1.323359278,12038788,10773301,89.48825247,1265487,10.51174753,779073,6.471357416,255670,2.123718766,169575,1.408572026,61169,0.50809932,230744,1.916671346,486414,4.040390112,4957736,114782,2.315210007,4387738,88.50285695,232362,4.686857065,49331,0.995030796,183031,3.691826269,218165,4.400496517,33924,0.684263946,184241,3.716232571,89610,1.807478252,26244,0.529354528,63366,1.278123724,29861,0.602311216,5283,0.106560737,24578,0.49575048,12038788,10773301,541221,39453,17263,43948,12685,48433,1706,64132,3355,14214,36081,22007,8589,18758,1979,4277,18112,21621,9586,26886,19251,78148,6528,29222,11908,1189,2157,2375,37423,36343,16056,4710,142,958,3630,30136,6424,23196,1385,1265487,5578393,1958193,35.10317398,2730384,48.94570892,1503201,26.94684652,454992,8.156327458,772191,13.84253494,570177,10.22116943,708026,12.69229328,542561,9.726116464,524690,9.405755385,469242,8.41177737,33313,0.597179152,4957736,88.87391046,3446230,61.77818594,1511506,30.48782751,10351296,6508402,62.87523804,6502948,99.91620063,5946480,91.44283485,556468,8.55716515,5454,0.083799372,3842894,37.12476196,17.3313099,12.53596483,782103,170793,301540,56071,3267,250432
22,45,SC,South Carolina,77857913931,5074749305,4727273,157.257603,1705454,36.07690946,3176381,67.19267112,1305347,27.61310802,248459,5.255863158,63199,1.336901846,15137,0.320205751,2326,0.049203843,73984,1.565046064,90899,1.922863351,3021819,63.92309054,1295991,27.41519265,62570,1.323596077,14156,0.299453829,2260,0.04780769,4426,0.093626918,77592,1.641369136,1080028,22.84674484,295468,6.250284255,695451,14.71146261,3647245,77.15325516,2298320,48.61830489,2428953,51.38169511,3827572,1211990,31.66472113,1947980,50.89336007,261197,6.824091095,406405,10.6178277,1795715,28517,45033,570647,47.38522526,24222,276938,15.42215775,227308,12.65835614,473455,26.36582086,323159,17.99611854,494855,27.55754672,4586819,840141,18.31641929,4586819,1832838,39.95880369,306891,17.09018413,3163095,38069,1.20353641,18936,0.598654166,37271,1.178307955,70662,2.233951241,164938,5.214449772,66974,2.117356576,92546,2.925805264,92082,2.911136087,57087,1.804782974,308689,9.7590809,473627,14.97353067,948245,29.97839142,189760,5.999187505,473790,14.97868385,939585,29.70460894,276035,8.726737578,801638,25.34346898,511586,16.17358947,213779,6.75853871,44602,1.410074626,31671,1.001266165,4431805,4127298,93.12905238,304507,6.870947616,176894,3.991466231,60962,1.375556912,48764,1.10031917,17887,0.403605303,66651,1.503924473,127613,2.879481385,1795715,28807,1.604207795,1662365,92.57398863,76944,4.284867031,20497,1.141439482,56447,3.143427548,33964,1.891391451,3073,0.171129606,30891,1.720261846,18027,1.003889815,4585,0.25533005,13442,0.748559766,4415,0.245863068,652,0.036308657,3763,0.209554411,4431805,4127298,196899,10786,717,2751,3559,12230,65,1286,966,2200,5043,1652,610,3241,72,717,4477,2352,1152,2864,2743,9928,2594,4651,1506,1381,976,735,5689,3435,6629,1124,6,252,624,4076,738,3192,589,304507,2160383,172489,7.984186137,327616,15.16471848,102524,4.745640009,69965,3.238546128,155127,7.180532341,204981,9.488178716,340316,15.75257721,368562,17.06003056,432745,20.03093896,455820,21.09903661,30343,1.404519476,1795715,83.12021526,1232154,57.03405368,563561,31.38365498,3768421,2306384,61.20292823,2274142,98.60205412,2031997,89.35224801,242145,10.64775199,32242,1.397945875,1462037,38.79707177,15.87542858,7.856526552,226453,37847,49672,8462,1076,129396
23,46,SD,South Dakota,1.96E+11,3379900654,834708,11.01038109,136726,16.38009939,712496,85.35871227,12642,1.514541612,26459,3.169851014,9433,1.130095794,72016,8.627687766,229,0.027434744,7199,0.86245729,20693,2.479070525,697982,83.61990061,12289,1.472251374,9408,1.127100735,69625,8.34124029,217,0.025997115,428,0.051275416,18300,2.192383444,206010,24.68048707,59303,7.104640186,122344,14.65710165,628698,75.31951293,419494,50.25637708,415214,49.74362292,662290,198671,29.99758414,352694,53.25371061,40355,6.093252201,70570,10.65545305,327101,9418,50338,92555,43.90758794,26311,39559,12.09381812,35348,10.80644816,87576,26.77338192,63866,19.52485624,100752,30.80149556,805676,114444,14.20471753,805676,268522,33.32878229,42585,13.01891465,544604,3101,0.569404558,1213,0.222730645,2428,0.445828529,15724,2.887235496,22466,4.125199227,5800,1.064994014,8128,1.492460577,8417,1.545526658,5847,1.073624138,28192,5.176605387,50658,9.301804614,171665,31.52106852,32989,6.057428884,86712,15.92202775,177014,32.50325007,57313,10.52379344,145267,26.6738768,101655,18.66585629,30412,5.584241027,7436,1.365395774,5764,1.058383706,775405,723464,93.30143602,51941,6.698563976,35308,4.553491401,8508,1.097233059,6436,0.830017862,1689,0.217821654,8125,1.047839516,16633,2.145072575,327101,4220,1.2901214,300614,91.90250106,8305,2.538971143,1718,0.525220039,6587,2.013751104,8035,2.456427831,982,0.300213084,7053,2.156214747,2680,0.819318804,829,0.25343854,1851,0.565880263,7467,2.282781159,691,0.211249736,6776,2.071531423,775405,723464,16722,960,8,258,180,6697,17,339,595,31,900,88,643,925,62,4,104,290,65,983,232,1545,229,588,189,34,176,171,609,1775,664,203,129,11486,44,687,38,2994,277,51941,369186,89546,24.25498258,123881,33.55517273,69828,18.91404333,19718,5.340939256,34335,9.300190148,33022,8.944542859,63377,17.16668563,37526,10.16452412,48368,13.10125519,56722,15.36407123,6290,1.703748246,327101,88.60059699,222589,60.29183122,104512,31.95098762,651429,450131,69.09901156,447180,99.34441307,425816,95.22250548,21364,4.777494521,2951,0.655586929,201298,30.90098844,23.39865152,22.57830596,24400,3605,7856,4808,96,8035
24,49,UT,Utah,2.13E+11,7000211755,2858111,34.78306221,578210,20.2304949,2515352,88.00749866,31163,1.09033554,379454,13.27639129,60631,2.121366175,31999,1.119585628,26491,0.92687093,122012,4.268973458,70463,2.46536961,2279901,79.7695051,28719,1.004824515,59852,2.094110411,28134,0.984356451,25754,0.901084667,4531,0.158531282,51766,1.811196276,888945,31.10253591,257214,8.99944054,271671,9.505264141,1969166,68.89746409,1436648,50.26564749,1421463,49.73435251,2103597,611631,29.07548356,1219837,57.98815077,79400,3.774487224,192729,9.16187844,896194,19102,59846,272651,40.48624898,24312,80214,8.95051741,79428,8.862813186,207581,23.16250723,191243,21.33946445,337728,37.68469773,2811097,358682,12.75950278,2811097,918444,32.67208495,106666,11.90211048,1642728,11768,0.716369356,6847,0.416806678,18849,1.147420632,11737,0.714482251,49201,2.995078918,17441,1.061709547,19717,1.200259568,31333,1.907376023,29867,1.818134226,98358,5.987479364,147559,8.982558281,382208,23.26666374,131581,8.009907909,321599,19.57713024,609487,37.10212525,156307,9.515087099,503474,30.64865273,336426,20.47971423,117949,7.180068764,26716,1.626319147,22383,1.362550587,2600897,2222250,85.44167647,378647,14.55832353,241841,9.298368986,68845,2.64697141,53384,2.052522649,14577,0.560460487,67961,2.612983136,136806,5.259954546,896194,24097,2.688815145,741205,82.70586502,94734,10.57070233,17169,1.915768238,77565,8.654934088,29579,3.300513059,2306,0.257310359,27273,3.043202699,23172,2.585600886,3874,0.432272477,19298,2.153328409,7504,0.837318706,748,0.083464071,6756,0.753854634,2600897,2222250,255339,6927,387,2779,7173,8512,0,1993,2265,1032,4019,984,3627,918,654,1744,353,1303,678,3347,1390,11994,4598,4310,1953,262,1312,1857,7125,3832,4006,13258,8156,2100,359,2937,319,4028,817,378647,999734,116706,11.67370521,192525,19.25762253,78239,7.825981711,38467,3.847723494,75819,7.583917322,73236,7.325548596,176027,17.60738356,130309,13.03436714,184106,18.41549852,225798,22.58580782,17733,1.773771823,896194,89.6432451,624605,62.47711891,271589,30.30471081,2057591,1399952,68.03840025,1395556,99.68598923,1299818,93.13979518,95738,6.860204822,4396,0.314010766,657639,31.96159975,20.00146519,22.97487576,239664,25555,46266,6816,9143,151884
25,50,VT,Vermont,23871896411,1034369068,626358,67.95934949,38475,6.142653243,595385,95.05506436,6435,1.027367735,10226,1.632612659,8200,1.309155467,2008,0.320583436,214,0.034165765,1924,0.307172575,12192,1.946490665,587883,93.85734676,6276,1.001982892,8141,1.299735934,1888,0.301425064,178,0.028418253,588,0.093876026,11178,1.784602416,125011,19.9583944,30738,4.907417164,98478,15.72231855,501347,80.0416056,308506,49.25394104,317852,50.74605896,525036,162224,30.89769083,270462,51.51303911,28874,5.49943242,63476,12.08983765,257252,11446,54447,78336,48.69461435,29535,29524,11.47668434,26542,10.31750968,62495,24.29329995,49710,19.32346493,88981,34.5890411,601671,72044,11.97398578,601671,178350,29.64244579,30755,11.95520346,434995,2247,0.516557662,774,0.17793308,1276,0.293336705,8333,1.915654203,12630,2.903481649,4709,1.082541179,6596,1.516339268,7386,1.697950551,5034,1.157254681,23725,5.454085679,36355,8.357567328,133021,30.57989172,23284,5.352705204,52698,12.11462201,112491,25.86029724,36509,8.392970034,153128,35.2022437,92347,21.22943942,43330,9.961034035,9864,2.267612271,7587,1.744157979,595620,564348,94.74967261,31272,5.25032739,22670,3.806117995,5377,0.902756791,2679,0.449783419,546,0.091669185,3225,0.541452604,8602,1.444209395,257252,1938,0.753346913,238688,92.78372957,3623,1.40834668,252,0.097958422,3371,1.310388257,12115,4.709390014,1043,0.405439025,11072,4.30395099,2065,0.802714848,554,0.215353039,1511,0.587361809,761,0.295818886,89,0.034596427,672,0.261222459,595620,564348,6313,8878,53,752,406,2191,76,470,496,184,718,687,1081,181,51,103,143,249,221,1291,414,1360,277,333,3,0,134,157,1088,494,542,87,0,114,39,421,84,989,192,31272,324332,97257,29.98686531,117253,36.15215273,86527,26.67852694,10730,3.308338369,19996,6.165287422,29005,8.942996682,51132,15.76532689,53037,16.35268799,36682,11.31001566,35002,10.79202792,2221,0.684792127,257252,79.31748949,182417,56.24391056,74835,29.09015285,517411,347486,67.15860312,346979,99.85409484,325336,93.76244672,21643,6.237553281,507,0.145905159,169925,32.84139688,9.571254373,2.797953513,26180,8003,7508,1839,141,8689
26,55,WI,Wisconsin,1.40E+11,29365430262,5724692,105.7039148,990981,17.31064309,4965198,86.73301551,357758,6.249384246,355292,6.206307693,137404,2.400198998,49563,0.865775836,1303,0.02276105,92690,1.619126409,120776,2.109737956,4733711,82.68935691,351201,6.134845333,136534,2.385001673,45617,0.796846363,1176,0.02054259,3674,0.064178125,97487,1.70292131,1316661,22.99968278,347284,6.066422438,823999,14.39377001,4408031,77.00031722,2842050,49.64546564,2882642,50.35453436,4636393,1448340,31.23850804,2423355,52.26811015,268222,5.785143753,496476,10.70823806,2293250,51408,52738,632272,43.0304643,27907,255831,11.15582688,249242,10.8685054,580445,25.31102148,449439,19.59834296,758293,33.06630328,5571083,738557,13.25697355,5571083,1717264,30.8245991,284442,12.40344489,3850995,32094,0.833395006,9840,0.255518379,20815,0.54050966,61650,1.600884966,124399,3.230308011,34988,0.908544415,56735,1.473255613,78327,2.033941877,61740,1.603222024,231790,6.01896393,356189,9.249271941,1247009,32.38147544,259943,6.750021748,551667,14.32531073,1191940,30.95148137,380330,9.876148891,1055857,27.41777125,697041,18.10028317,258609,6.71538135,60074,1.559960478,40133,1.042146251,5377408,4913456,91.37220014,463952,8.627799862,289814,5.389473888,90672,1.686165528,63731,1.185162071,19735,0.366998375,83466,1.552160446,174138,3.238325974,2293250,36006,1.570086122,2082962,90.83013191,104578,4.560252916,21060,0.918347324,83518,3.641905593,63520,2.769868091,6531,0.284792325,56989,2.485075766,33258,1.450256187,7250,0.316145209,26008,1.134110978,8932,0.389490897,1165,0.050801265,7767,0.338689633,5377408,4913456,244599,10838,214,4457,1606,36392,226,10430,3222,2185,5407,6661,5069,3256,328,869,1194,5642,3569,5506,4986,15191,2077,4256,925,42865,1000,3478,4050,8839,4858,1151,95,3998,582,6913,905,5133,980,463952,2635602,695902,26.40391076,994939,37.74997135,540672,20.51417475,155230,5.889736007,299037,11.3460606,256480,9.731363081,390810,14.82811138,260008,9.865222443,369051,14.00253149,345837,13.121746,18477,0.701054256,2293250,87.01048186,1551769,58.87721287,741481,32.33319525,4561244,3076311,67.44456118,3073680,99.91447549,2852018,92.78838396,221662,7.211616043,2631,0.085524513,1484933,32.55543882,28.34320679,16.49030805,268424,48788,90319,9766,1173,118378
27,56,WY,Wyoming,2.51E+11,1862600347,575251,5.924733677,87333,15.18172068,522535,90.83600029,5958,1.035721798,54181,9.418671154,5377,0.934722408,13144,2.284915628,332,0.057713937,12387,2.153320898,15518,2.697605045,487918,84.81827933,5770,1.003040412,5242,0.911254392,11238,1.953582002,312,0.054237194,163,0.028335457,10427,1.812600065,136864,23.79204904,38932,6.767828305,75223,13.07655267,438387,76.20795096,293467,51.01546977,281784,48.98453023,460282,122515,26.61737804,254353,55.2602535,24544,5.332383191,58870,12.78998527,225514,3607,58252,67436,45.77487256,29381,21756,9.647294625,22071,9.786975531,53186,23.5843451,43643,19.35267877,84858,37.62870598,561187,65271,11.6308824,561187,160818,28.65675791,24583,10.90087533,381098,1080,0.283391674,888,0.233010932,1648,0.432434702,4415,1.158494665,8031,2.107331972,3823,1.003154044,5977,1.568362993,6742,1.769098762,4793,1.257681751,21335,5.598297551,29366,7.705629523,112082,29.41028292,32853,8.620617269,71468,18.7531816,143909,37.7616781,39588,10.38787923,95741,25.12240946,64017,16.79804145,22240,5.835769277,4900,1.285758519,4584,1.202840214,536319,499332,93.10354472,36987,6.896455281,26708,4.979872054,5640,1.051612939,3777,0.704245048,862,0.16072524,4639,0.864970288,10279,1.916583228,225514,2422,1.073990972,205892,91.29898809,13182,5.845313373,1920,0.851388384,11262,4.993924989,3684,1.633601462,194,0.086025701,3490,1.54757576,1533,0.679780413,292,0.129481983,1241,0.550298429,1223,0.542316663,16,0.007094903,1207,0.53522176,536319,499332,26150,1102,2,331,359,1539,0,81,141,146,401,102,26,211,0,173,40,0,96,294,210,926,212,339,0,19,159,1,206,230,716,383,149,1532,73,200,9,353,76,36987,265195,43207,16.29253945,69112,26.06082317,30668,11.56432059,12539,4.728218858,25905,9.768283716,22259,8.393446332,57546,21.69950414,38185,14.39883859,31972,12.05603424,41606,15.68883275,4515,1.702520787,225514,85.03704821,156289,58.93361489,69225,30.69654212,453096,310018,68.42214453,307502,99.18843422,291552,94.81304187,15950,5.186958134,2516,0.81156578,143078,31.57785547,21.9965847,27.97188219,19336,2757,3805,885,339,11550
28,41,OR,Oregon,2.49E+11,6190902750,3900343,40.63364655,872746,22.37613461,3317668,85.06092926,70700,1.812661092,473729,12.14582923,152259,3.903733595,47155,1.208996234,14513,0.37209548,144234,3.697982459,153814,3.943601883,3027597,77.62386539,67305,1.725617465,149886,3.842892792,37699,0.966556018,13942,0.357455742,6134,0.15726822,124051,3.18051515,860089,22.05162469,231807,5.94324653,582273,14.92876396,3040254,77.94837531,1929053,49.45854762,1971290,50.54145238,3187791,951456,29.84687516,1639367,51.42642664,175492,5.505128787,421476,13.22156942,1522988,59842,50521,437743,45.30797495,27173,196772,12.92012806,171232,11.24316147,385861,25.33578728,283404,18.60841976,485719,31.89250342,3823874,638816,16.70598979,3823874,1414878,37.00116688,230495,15.13439371,2677376,27209,1.016256215,15033,0.561482586,31637,1.181642026,34662,1.294625783,108541,4.054006609,32753,1.223324628,41333,1.543787649,53083,1.982650177,45912,1.71481331,173081,6.464575764,281622,10.51858237,657123,24.54354562,226538,8.461194842,486771,18.18089801,933556,34.86831883,220247,8.226225976,805075,30.06955317,505798,18.89155651,208552,7.789417699,53369,1.993332278,37356,1.395246689,3668536,3121336,85.0839681,547200,14.9160319,322773,8.798414408,103360,2.817472692,82989,2.262183062,38078,1.037961737,121067,3.300144799,224427,6.117617491,1522988,43699,2.869293783,1301072,85.42890686,118209,7.761650125,25203,1.65483904,93006,6.106811085,47976,3.15012331,5357,0.351742758,42619,2.798380552,46105,3.027272703,11796,0.774530069,34309,2.252742635,9626,0.632047002,1343,0.088181916,8283,0.543865086,3668536,3121336,324212,10912,614,2656,2165,14176,174,2675,2584,848,22786,1141,1960,6601,478,3737,689,4784,1030,5750,7771,27401,9610,10805,3276,1502,2354,2127,24365,8829,9361,8499,276,2235,833,7316,1019,7636,2013,547200,1685814,293797,17.42760471,436105,25.86910537,198840,11.79489552,94957,5.632709184,142308,8.441500664,164086,9.733339502,334695,19.85361374,186335,11.05311737,290218,17.2153037,259743,15.40757165,14632,0.867948659,1522988,90.34140184,936806,55.56995018,586182,38.4889441,3139152,1961375,62.48104584,1958636,99.86035307,1752414,89.47114216,206222,10.52885784,2739,0.139646931,1177777,37.51895416,25.96067179,28.17852308,383986,58675,114040,11884,7052,192335
29,54,WV,West Virginia,62266581604,489443020,1853881,77.12225641,135010,7.282560207,1735816,93.63146826,59129,3.189471169,24061,1.29787187,13144,0.708999121,3075,0.165868252,645,0.034791877,5151,0.277849549,36921,1.991551777,1718871,92.71743979,58425,3.151496779,12991,0.700746164,2884,0.155565541,529,0.028534733,1388,0.074869962,34732,1.873475158,383727,20.69857774,103044,5.558285564,311625,16.80933134,1470154,79.30142226,914580,49.33326357,939301,50.66673643,1536633,415451,27.03644917,800127,52.07014297,121414,7.901301091,199641,12.99210677,742359,17006,41576,225882,46.88177131,23237,126687,17.06546294,106506,14.3469669,197409,26.59212052,130376,17.56239232,181381,24.43305732,1799412,326225,18.12953343,1799412,715784,39.77877218,131925,17.77105147,1298614,10946,0.84289866,4388,0.337898714,10891,0.838663375,45754,3.523294836,71979,5.542755584,31985,2.463010564,42268,3.254854791,40081,3.086444471,15858,1.221148086,130192,10.02545791,202171,15.5682135,531305,40.91323519,76068,5.85762975,162665,12.526047,321672,24.77040907,82939,6.386732316,243466,18.74814225,150406,11.58204054,66496,5.120536202,16266,1.252566198,10298,0.792999305,1750837,1709300,97.62759183,41537,2.372408168,27485,1.569820606,8050,0.459780094,5158,0.294601953,844,0.048205515,6002,0.342807469,14052,0.802587562,742359,2578,0.347271334,718224,96.74887756,10624,1.431113518,1123,0.151274518,9501,1.279839,7932,1.068485733,420,0.0565764,7512,1.011909332,4013,0.540574035,823,0.110862804,3190,0.429711231,1566,0.21094915,212,0.028557612,1354,0.182391538,1750837,1709300,17931,2756,185,1324,420,3000,2,307,74,383,657,340,270,254,0,579,314,258,355,720,235,2662,632,975,4,0,409,57,1029,734,1229,253,11,155,141,1786,154,682,260,41537,883197,212838,24.09858729,310420,35.14731142,144144,16.32070761,68694,7.77787968,97582,11.04872412,82058,9.291018878,151054,17.10309252,113954,12.90244419,119058,13.4803447,98857,11.19308603,7796,0.882702274,742359,84.05361431,541607,61.32346464,200752,27.04244173,1513749,821389,54.26190207,820262,99.86279339,753227,91.82761118,67035,8.172388822,1127,0.13720661,692360,45.73809793,20.1796644,6.493803926,27540,5072,12005,1828,171,8464
30,1,AL,Alabama,1.31E+11,4594951242,4817678,95.12581639,1611090,33.4412138,3327891,69.07665892,1269808,26.35726173,191838,3.981959774,58322,1.21058319,25181,0.522679183,1430,0.029682349,58618,1.216727228,76428,1.586407394,3206588,66.5587862,1263162,26.21931146,57780,1.199332957,23152,0.480563458,1284,0.026651843,4678,0.097100719,69196,1.436293584,1117918,23.2044981,299571,6.218161529,699261,14.51448187,3699760,76.7955019,2336020,48.48850421,2481658,51.51149579,3892591,1144267,29.3960244,1982870,50.93959268,278219,7.147398738,487235,12.51698419,1842174,33426,43511,574990,46.35588069,23936,311147,16.8902069,238066,12.92310064,476919,25.88892254,317172,17.21726612,498870,27.0805038,4699510,889710,18.93197376,4699510,1887965,40.1736564,335694,18.2227086,3217902,41671,1.294974179,16679,0.518319079,36719,1.141085092,79255,2.462940139,174324,5.417318489,76902,2.389817962,104999,3.262964503,108114,3.359766705,60029,1.865470111,350044,10.87801928,524368,16.29533777,999761,31.06872117,193151,6.002389134,514936,16.00222754,951960,29.5832502,243873,7.578633532,741813,23.05269085,465268,14.4587374,196935,6.11998128,47795,1.485284511,31815,0.98868766,4518107,4282398,94.78301421,235709,5.216985786,131161,2.90300783,45213,1.000706712,44884,0.993424901,14451,0.319846343,59335,1.313271244,104548,2.313977956,1842174,23020,1.249610515,1735425,94.20527051,61350,3.330304304,15719,0.853285303,45631,2.477019,23730,1.288151934,1875,0.101781916,21855,1.186370017,16864,0.915440127,4826,0.261973082,12038,0.653467045,4805,0.260833124,600,0.032570213,4205,0.228262911,4518107,4282398,150809,7701,353,1581,1459,9895,45,918,400,901,1529,435,446,494,34,896,2867,2889,1435,2959,702,9765,1586,7689,699,213,988,1193,6950,3485,3195,1214,130,727,119,4549,471,3150,838,235709,2190638,225113,10.27613873,423963,19.35340298,124279,5.673187446,100834,4.602951286,198850,9.077264249,256027,11.68732579,377352,17.22566668,331590,15.13668621,403300,18.41016179,367787,16.78903589,30619,1.397720664,1842174,84.09303591,1274196,58.16552073,567978,30.83194096,3828799,2253005,58.84364784,2239169,99.38588685,2010453,89.78567495,228716,10.21432505,13836,0.614113151,1575794,41.15635216,18.98561387,12.89186649,166477,17798,48983,6974,776,91946
