,birth_year,region,health,general_happy,past_week_happy,see_friends,see_relatives,income,work_hours,job_satisfaction,weekend_internet,weekday_internet,use_twitter,internet_per_week
0,1969.0,New england,Good,Pretty happy,,Sev times a year,Almost daily,170000.0,,Mod. satisfied,,,,
1,1955.0,New england,,Pretty happy,,Sev times a year,Sev times a year,54999.0,,Very satisfied,,,No,
2,1944.0,New england,Good,Very happy,Most of the time,,,,,,,,No,
3,1973.0,New england,Good,Pretty happy,,Sev times a week,Sev times a week,11249.0,,Very satisfied,,,,
4,1961.0,New england,Excellent,Very happy,Most of the time,,,1999.0,,Mod. satisfied,1.0,1.0,No,7.0
5,1963.0,New england,,Very happy,,Once a month,Sev times a year,,,Very satisfied,0.0,1.0,No,5.0
6,1966.0,New england,Poor,Pretty happy,,Sev times a week,Once a year,170000.0,,Mod. satisfied,,,,
7,1993.0,Middle atlantic,Good,Very happy,All or almost all of the time,,,16249.0,,Very satisfied,3.0,2.0,No,16.0
8,1971.0,Middle atlantic,Good,Pretty happy,,Never,Once a year,21249.0,,Mod. satisfied,,,,
9,1945.0,Middle atlantic,Good,Pretty happy,Most of the time,,,,,,5.0,6.0,No,40.0
10,1983.0,Middle atlantic,,,,Sev times a week,Almost daily,,,Mod. satisfied,4.0,7.0,No,43.0
11,1930.0,Middle atlantic,Poor,Not too happy,,Once a month,Sev times a mnth,,,,,,,
12,1984.0,Middle atlantic,,Very happy,,Never,Almost daily,4499.0,,A little dissat,12.0,12.0,No,84.0
13,1956.0,Middle atlantic,Good,Very happy,Some of the time,,,,,Very satisfied,3.0,2.0,No,16.0
14,1940.0,New england,,Pretty happy,,Sev times a week,Sev times a year,23749.0,30.0,Mod. satisfied,,,No,
15,1983.0,New england,Excellent,Pretty happy,Some of the time,,,27499.0,,Very satisfied,,,,
16,1960.0,New england,Excellent,Very happy,All or almost all of the time,,,21249.0,40.0,Very satisfied,,,,
17,1954.0,New england,,Pretty happy,,Once a month,Sev times a year,,,,,,,
18,1985.0,New england,,Pretty happy,,Sev times a year,Sev times a mnth,37499.0,,Mod. satisfied,2.0,3.0,Yes,19.0
19,1973.0,New england,Good,Pretty happy,,Never,Sev times a week,27499.0,,A little dissat,,,,
20,1958.0,New england,,Pretty happy,,Once a month,Almost daily,67499.0,,Very satisfied,,,No,
21,1984.0,Middle atlantic,Excellent,Pretty happy,Most of the time,,,,40.0,Very satisfied,2.0,1.0,No,9.0
22,1993.0,Middle atlantic,,Very happy,,Almost daily,Sev times a week,4499.0,,Mod. satisfied,3.0,3.0,No,21.0
23,1979.0,Middle atlantic,Excellent,Very happy,All or almost all of the time,,,54999.0,,Very satisfied,,,,
24,1991.0,Middle atlantic,Fair,Pretty happy,Most of the time,,,18749.0,,Mod. satisfied,8.0,10.0,No,66.0
25,1940.0,Middle atlantic,,Not too happy,,Sev times a mnth,Almost daily,,,,,,,
26,1945.0,Middle atlantic,Excellent,Very happy,,Sev times a year,Sev times a mnth,,,,,,,
27,1994.0,Middle atlantic,,Not too happy,,Sev times a year,Sev times a year,,,Mod. satisfied,3.0,3.0,Yes,21.0
28,1942.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Sev times a mnth,67499.0,,,1.0,1.0,No,7.0
29,1941.0,Middle atlantic,Good,Not too happy,Some of the time,,,,,,0.0,2.0,No,10.0
30,1984.0,Middle atlantic,,Not too happy,,Sev times a week,Sev times a year,,,,3.0,1.0,No,11.0
31,1948.0,Middle atlantic,Good,Pretty happy,Most of the time,,,54999.0,,Very satisfied,0.0,0.0,No,0.0
32,1961.0,Middle atlantic,Good,Pretty happy,,Never,Never,119999.0,,Very satisfied,,,,
33,1970.0,Middle atlantic,Fair,Pretty happy,Some of the time,,,,,,3.0,3.0,No,21.0
34,1958.0,Middle atlantic,Fair,Not too happy,,Sev times a mnth,Sev times a week,,,,,,,
35,1981.0,Middle atlantic,,Not too happy,,Sev times a week,Sev times a mnth,44999.0,,Mod. satisfied,2.0,2.0,Yes,14.0
36,1957.0,Middle atlantic,,Not too happy,,Once a month,Sev times a year,18749.0,,A little dissat,2.0,2.0,No,14.0
37,1973.0,Middle atlantic,Good,Pretty happy,,Once a month,Once a month,54999.0,,,,,,
38,1958.0,Middle atlantic,Excellent,Very happy,All or almost all of the time,,,119999.0,,Very satisfied,5.0,10.0,Yes,60.0
39,1937.0,Middle atlantic,,Pretty happy,,Sev times a week,Sev times a year,,,,,,,
40,1976.0,Middle atlantic,Good,Pretty happy,Some of the time,,,18749.0,,Very dissatisfied,,,,
41,1972.0,Middle atlantic,Good,Not too happy,,Once a year,Once a month,,,Mod. satisfied,,,,
42,1948.0,Middle atlantic,,Pretty happy,,Sev times a year,Sev times a week,,,Mod. satisfied,0.0,1.0,No,5.0
43,1980.0,Middle atlantic,Good,Not too happy,Some of the time,,,32499.0,,Mod. satisfied,6.0,6.0,No,42.0
44,1946.0,Middle atlantic,,Very happy,,Once a month,Sev times a week,,,,,,No,
45,1988.0,Middle atlantic,Fair,Very happy,All or almost all of the time,,,82499.0,,Very satisfied,8.0,10.0,Yes,66.0
46,1981.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Sev times a week,,,Very satisfied,4.0,5.0,No,33.0
47,1983.0,Middle atlantic,Good,Not too happy,,Sev times a week,Sev times a year,54999.0,,,,,,
48,1993.0,Middle atlantic,Excellent,Pretty happy,Most of the time,,,,,,4.0,4.0,Yes,28.0
49,1969.0,Middle atlantic,,Very happy,,Sev times a week,Sev times a year,119999.0,,Very satisfied,7.0,7.0,No,49.0
50,1991.0,Middle atlantic,,Very happy,,Sev times a year,Once a month,,,Mod. satisfied,10.0,3.0,Yes,35.0
51,1946.0,Middle atlantic,Excellent,Pretty happy,,Once a month,Sev times a week,,,,,,,
52,1996.0,Middle atlantic,,Very happy,,Sev times a mnth,Sev times a mnth,1999.0,,Very satisfied,4.0,4.0,Yes,28.0
53,1975.0,Middle atlantic,Good,Very happy,Most of the time,,,170000.0,,Very satisfied,1.0,2.0,Yes,12.0
54,1963.0,Middle atlantic,Excellent,Very happy,,Once a month,Once a month,5499.0,,Mod. satisfied,,,,
55,1974.0,Middle atlantic,,Pretty happy,,Once a year,Sev times a week,44999.0,,Very satisfied,2.0,2.0,No,14.0
56,1976.0,Middle atlantic,,Pretty happy,,Sev times a week,Sev times a mnth,23749.0,,A little dissat,1.0,1.0,No,7.0
57,1959.0,Middle atlantic,,Pretty happy,,Once a month,Almost daily,67499.0,,Very satisfied,2.0,2.0,No,14.0
58,1957.0,Middle atlantic,Excellent,Pretty happy,Some of the time,,,8999.0,,A little dissat,3.0,7.0,Yes,41.0
59,1981.0,Middle atlantic,Good,Pretty happy,,Once a month,Sev times a week,6499.0,,,,,,
60,1990.0,Middle atlantic,Excellent,Pretty happy,Most of the time,,,21249.0,,Mod. satisfied,0.0,2.0,No,10.0
61,1981.0,Middle atlantic,,Not too happy,,Sev times a year,Once a month,,,Very satisfied,4.0,6.0,No,38.0
62,1965.0,Middle atlantic,Fair,,Some of the time,,,,,,,,,
63,1977.0,Middle atlantic,,Not too happy,,Once a year,Sev times a year,21249.0,,,4.0,2.0,No,18.0
64,1989.0,Middle atlantic,Good,Pretty happy,,Sev times a week,Never,,,,,,,
65,1986.0,Middle atlantic,Fair,Pretty happy,Most of the time,,,27499.0,,A little dissat,20.0,3.0,No,55.0
66,1987.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Sev times a week,23749.0,,Mod. satisfied,15.0,24.0,No,150.0
67,1977.0,Middle atlantic,Fair,Not too happy,,Sev times a mnth,Never,,36.0,,,,,
68,1956.0,Middle atlantic,Fair,Pretty happy,,Sev times a mnth,Sev times a mnth,,,,,,,
69,1942.0,Middle atlantic,Fair,Not too happy,,Sev times a mnth,Sev times a week,,,,,,,
70,1942.0,Middle atlantic,Fair,Not too happy,,Sev times a week,Almost daily,,,,,,,
71,1959.0,Middle atlantic,Good,Very happy,,Sev times a year,Sev times a mnth,82499.0,,,,,,
72,1936.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Once a month,,,,,,,
73,1946.0,Middle atlantic,,Not too happy,,Sev times a year,Sev times a year,,,,,,,
74,1981.0,Middle atlantic,Excellent,Very happy,,Once a year,Sev times a week,44999.0,,Very satisfied,,,,
75,1967.0,Middle atlantic,,Not too happy,,Never,Sev times a year,,,Mod. satisfied,,,,
76,1980.0,Middle atlantic,Excellent,Pretty happy,,Sev times a week,Sev times a year,54999.0,,Very satisfied,,,,
77,1979.0,Middle atlantic,Good,Pretty happy,,Sev times a year,Sev times a year,67499.0,,,,,,
78,1938.0,Middle atlantic,Excellent,Very happy,All or almost all of the time,,,,,,1.0,4.0,No,22.0
79,1975.0,Middle atlantic,Good,Very happy,Most of the time,,,,,Very satisfied,,,No,
80,1974.0,Middle atlantic,Good,Pretty happy,,Sev times a week,Sev times a week,159999.0,,,,,,
81,1981.0,Middle atlantic,Excellent,Not too happy,Most of the time,,,67499.0,,Mod. satisfied,2.0,5.0,No,29.0
82,1983.0,Middle atlantic,Good,Very happy,,Once a month,Sev times a week,119999.0,,,,,,
83,1972.0,Middle atlantic,Good,Very happy,Most of the time,,,82499.0,,Very satisfied,,,,
84,1975.0,Middle atlantic,Good,Pretty happy,Most of the time,,,54999.0,,Very satisfied,1.0,1.0,No,7.0
85,1964.0,Middle atlantic,Good,Pretty happy,,Once a month,Sev times a mnth,44999.0,,Mod. satisfied,,,,
86,1971.0,Middle atlantic,,Pretty happy,,Sev times a year,Sev times a mnth,82499.0,,Very dissatisfied,3.0,1.0,Yes,11.0
87,1975.0,Middle atlantic,Fair,Pretty happy,,Once a year,Once a month,23749.0,,A little dissat,,,,
88,1975.0,Middle atlantic,Good,Very happy,Most of the time,,,18749.0,,Mod. satisfied,,,,
89,1948.0,Middle atlantic,Fair,Pretty happy,Some of the time,,,,,,,,,
90,1959.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Once a year,,,,4.0,1.0,No,13.0
91,1944.0,Middle atlantic,Fair,Very happy,All or almost all of the time,,,,,Very satisfied,,,,
92,1948.0,Middle atlantic,Good,Pretty happy,,Sev times a mnth,Sev times a year,,,,,,,
93,1966.0,Middle atlantic,Good,Pretty happy,Some of the time,,,99999.0,,Very satisfied,2.0,2.0,Yes,14.0
94,1976.0,Middle atlantic,Good,Pretty happy,Some of the time,,,139999.0,,Very satisfied,2.0,10.0,Yes,54.0
95,1958.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Sev times a year,54999.0,,,2.0,2.0,No,14.0
96,1973.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Never,21249.0,,A little dissat,,,,
97,1991.0,Middle atlantic,,Very happy,,Sev times a week,Sev times a year,6499.0,,Very dissatisfied,10.0,4.0,No,40.0
98,1983.0,Middle atlantic,Good,Pretty happy,Most of the time,,,8999.0,,Very satisfied,3.0,6.0,No,36.0
99,1989.0,Middle atlantic,Good,Pretty happy,Most of the time,,,67499.0,,Mod. satisfied,10.0,8.0,No,60.0
100,1958.0,Middle atlantic,Good,Pretty happy,Most of the time,,,32499.0,,Very satisfied,1.0,1.0,No,7.0
101,1950.0,Middle atlantic,,Pretty happy,,Once a month,Almost daily,,,,,,,
102,1950.0,Middle atlantic,Fair,Pretty happy,,Never,Sev times a year,,,,,,,
103,1927.0,Middle atlantic,Excellent,Pretty happy,Most of the time,,,,,,,,,
104,1987.0,Middle atlantic,Fair,Pretty happy,Most of the time,,,,,Very satisfied,,,,
105,1927.0,Middle atlantic,Fair,Pretty happy,,Sev times a mnth,Sev times a week,,,,,,,
106,1938.0,Middle atlantic,Good,Pretty happy,Most of the time,,,,,,,,,
107,1964.0,Middle atlantic,Fair,Not too happy,,Sev times a year,Sev times a mnth,,,Very satisfied,,,,
108,1966.0,Middle atlantic,Fair,Pretty happy,,Never,Never,,,,,,,
109,1991.0,Middle atlantic,Good,Very happy,All or almost all of the time,,,,,Mod. satisfied,0.0,0.0,No,0.0
110,1979.0,Middle atlantic,Fair,Pretty happy,,Sev times a mnth,Once a month,139999.0,,Mod. satisfied,,,,
111,1962.0,Middle atlantic,Excellent,Very happy,All or almost all of the time,,,,,Mod. satisfied,,,No,
112,1964.0,Middle atlantic,Good,Pretty happy,,Never,,,,,,,,
113,1968.0,Middle atlantic,,Pretty happy,,Sev times a year,Sev times a mnth,99999.0,,Mod. satisfied,,,,
114,1984.0,Middle atlantic,,Very happy,,Once a month,Once a month,,,Very satisfied,1.0,1.0,Yes,7.0
115,1987.0,Middle atlantic,Good,Pretty happy,Most of the time,,,,,Very satisfied,10.0,15.0,No,95.0
116,1941.0,Middle atlantic,Good,Very happy,Most of the time,,,,,,1.0,1.0,No,7.0
117,1957.0,Middle atlantic,,Very happy,,Sev times a year,Sev times a year,170000.0,,Very satisfied,0.0,0.0,No,0.0
118,1935.0,Middle atlantic,Good,Very happy,Most of the time,,,,,,0.0,1.0,No,5.0
119,1947.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Sev times a mnth,,,,2.0,2.0,No,14.0
120,1961.0,Middle atlantic,Excellent,Very happy,,Sev times a mnth,Almost daily,119999.0,,Mod. satisfied,,,,
121,1964.0,Middle atlantic,Excellent,Very happy,All or almost all of the time,,,18749.0,,Very satisfied,1.0,1.0,No,7.0
122,1983.0,Middle atlantic,Excellent,Pretty happy,Some of the time,,,,,Mod. satisfied,0.0,1.0,No,5.0
123,1960.0,Middle atlantic,Fair,Pretty happy,,Once a month,Once a month,119999.0,,Very satisfied,,,,
124,1945.0,Middle atlantic,,Pretty happy,,Once a month,Once a year,,,,1.0,1.0,No,7.0
125,1995.0,Middle atlantic,,Very happy,,Sev times a year,Sev times a week,,,,,,,
126,1967.0,Middle atlantic,Excellent,Very happy,,Once a month,Sev times a mnth,99999.0,,Very satisfied,,,,
127,1990.0,Middle atlantic,Good,Very happy,Most of the time,,,82499.0,,Very satisfied,3.0,1.0,Yes,11.0
128,1983.0,Middle atlantic,,Pretty happy,,Sev times a year,Sev times a mnth,67499.0,,Mod. satisfied,5.0,3.0,Yes,25.0
129,1980.0,Middle atlantic,Good,Pretty happy,,Once a year,Sev times a mnth,67499.0,,Very satisfied,,,,
130,1948.0,Middle atlantic,,Pretty happy,,Once a month,Sev times a week,,,,,,,
131,1989.0,Middle atlantic,Excellent,Pretty happy,,Sev times a mnth,Almost daily,67499.0,,A little dissat,,,,
132,1956.0,Middle atlantic,Good,Pretty happy,All or almost all of the time,,,4499.0,,Mod. satisfied,5.0,2.0,No,20.0
133,1968.0,Middle atlantic,Poor,Very happy,,Sev times a mnth,Sev times a mnth,54999.0,,Very satisfied,,,,
134,1969.0,Middle atlantic,Poor,Not too happy,Some of the time,,,44999.0,,Mod. satisfied,4.0,2.0,No,18.0
135,1980.0,Middle atlantic,Good,Pretty happy,,Sev times a mnth,Sev times a week,,,Very satisfied,,,,
136,1927.0,Middle atlantic,,Pretty happy,,Never,Sev times a year,,,,,,,
137,1952.0,New england,Fair,Not too happy,Some of the time,,,1999.0,,,12.0,5.0,Yes,49.0
138,1978.0,New england,Excellent,Very happy,,Sev times a mnth,Sev times a week,67499.0,,,,,,
139,1954.0,New england,Good,Pretty happy,Most of the time,,,,,,,,,
140,1954.0,New england,Poor,Very happy,,Once a month,Sev times a mnth,,,Very satisfied,,,,
141,1951.0,New england,Good,Very happy,All or almost all of the time,,,,,Very satisfied,,,,
142,1956.0,New england,Fair,Pretty happy,,Once a month,Sev times a week,,,,,,,
143,1969.0,New england,Good,Pretty happy,Some of the time,,,,,Mod. satisfied,1.0,2.0,No,12.0
144,1954.0,New england,,Pretty happy,,Once a month,Never,67499.0,,Mod. satisfied,3.0,3.0,No,21.0
145,1965.0,Pacific,,Very happy,,Once a month,Almost daily,139999.0,,A little dissat,0.0,1.0,No,5.0
146,1973.0,Pacific,Good,Pretty happy,Some of the time,,,170000.0,,A little dissat,0.0,1.0,No,5.0
147,1969.0,Pacific,,Pretty happy,,Sev times a year,Once a year,170000.0,,Mod. satisfied,,,,
148,1959.0,Pacific,,Pretty happy,,Sev times a year,Sev times a mnth,67499.0,,Mod. satisfied,0.0,0.0,No,0.0
149,1986.0,Pacific,Good,Pretty happy,,Sev times a mnth,Sev times a year,37499.0,,,,,,
150,1977.0,Pacific,Excellent,Pretty happy,All or almost all of the time,,,44999.0,,Very satisfied,1.0,1.0,Yes,7.0
151,1979.0,Pacific,,Very happy,,Sev times a week,Once a year,32499.0,,Mod. satisfied,1.0,1.0,No,7.0
152,1964.0,Pacific,Good,Very happy,All or almost all of the time,,,,,Very satisfied,0.0,0.0,No,0.0
153,1955.0,Pacific,Fair,Not too happy,,Sev times a year,Sev times a year,18749.0,,Very dissatisfied,,,,
154,1958.0,Pacific,Good,Pretty happy,Most of the time,,,54999.0,,Mod. satisfied,4.0,2.0,No,18.0
155,1985.0,Pacific,Excellent,Very happy,,Once a month,Sev times a mnth,,,,,,,
156,1964.0,Pacific,Good,Pretty happy,Most of the time,,,23749.0,,Mod. satisfied,10.0,10.0,No,70.0
157,1970.0,Pacific,Good,Very happy,,Once a year,Sev times a mnth,,,Very satisfied,,,,
158,1991.0,Pacific,,Pretty happy,,Once a year,Almost daily,44999.0,,Mod. satisfied,4.0,15.0,No,83.0
159,1962.0,Pacific,Excellent,Very happy,,Almost daily,Almost daily,67499.0,,Very satisfied,,,,
160,1983.0,Pacific,,Very happy,,Sev times a week,Almost daily,54999.0,,Very satisfied,2.0,1.0,No,9.0
161,1983.0,Pacific,Good,Very happy,,Sev times a year,Once a month,,,,,,,
162,1955.0,Pacific,Fair,Not too happy,None or almost none of the time,,,13749.0,,Very dissatisfied,,,,
163,1951.0,Pacific,Fair,Pretty happy,,Never,Never,,,,,,,
164,1963.0,Pacific,,Not too happy,,Never,Once a year,,,Very satisfied,,,,
165,1950.0,Pacific,Poor,Not too happy,,Sev times a mnth,Sev times a week,,,,,,,
166,1975.0,Pacific,Poor,Not too happy,Some of the time,,,,45.0,Very satisfied,4.0,2.0,No,18.0
167,1959.0,Pacific,,Pretty happy,,Once a month,Sev times a week,1999.0,,A little dissat,3.0,3.0,Yes,21.0
168,1966.0,Pacific,Excellent,Pretty happy,All or almost all of the time,,,82499.0,,Very satisfied,8.0,6.0,No,46.0
169,1941.0,Pacific,Good,Not too happy,All or almost all of the time,,,,,,,,,
170,1994.0,Pacific,,Not too happy,,Sev times a mnth,Almost daily,,,Very dissatisfied,12.0,12.0,No,84.0
171,1989.0,Pacific,Fair,Pretty happy,Most of the time,,,18749.0,,Mod. satisfied,5.0,3.0,Yes,25.0
172,1996.0,Pacific,,Pretty happy,,Never,Once a month,,,Very satisfied,2.0,0.0,No,4.0
173,1961.0,Pacific,Excellent,Pretty happy,Some of the time,,,99999.0,,Mod. satisfied,2.0,4.0,Yes,24.0
174,1967.0,Pacific,,Not too happy,,Once a year,Never,,40.0,Mod. satisfied,1.0,0.0,No,2.0
175,1965.0,Pacific,Good,Pretty happy,,Sev times a mnth,Sev times a week,67499.0,,Very satisfied,,,,
176,1960.0,Pacific,Excellent,Very happy,,Once a month,Almost daily,82499.0,,,,,,
177,1975.0,Pacific,Fair,Pretty happy,Some of the time,,,,,Very satisfied,1.0,3.0,No,17.0
178,1949.0,Pacific,Good,Pretty happy,Some of the time,,,44999.0,,Very satisfied,,,No,
179,1978.0,Pacific,Fair,Pretty happy,,Almost daily,Almost daily,5499.0,,,,,,
180,1940.0,Pacific,Fair,Not too happy,Most of the time,,,37499.0,,,1.0,0.0,No,2.0
181,1950.0,Pacific,Poor,Not too happy,,Sev times a mnth,Sev times a week,,,,,,,
182,1932.0,Pacific,Fair,Pretty happy,Some of the time,,,,,,,,,
183,1984.0,Pacific,,Not too happy,,Once a month,Once a month,,,Mod. satisfied,2.0,2.0,No,14.0
184,1970.0,Pacific,Good,Pretty happy,Most of the time,,,4499.0,,Very satisfied,,,No,
185,1991.0,Pacific,,Very happy,,Sev times a mnth,,,,,0.0,1.0,No,5.0
186,1949.0,Pacific,Excellent,Pretty happy,All or almost all of the time,,,,,,0.0,0.0,No,0.0
187,1982.0,Pacific,Good,Pretty happy,,Sev times a mnth,Once a year,44999.0,,,,,,
188,1987.0,Pacific,Fair,Not too happy,,Sev times a year,Sev times a week,,,,,,,
189,1965.0,Pacific,,Pretty happy,,Once a month,Sev times a week,,,Mod. satisfied,,,,
190,1977.0,Pacific,Good,Pretty happy,Some of the time,,,16249.0,,Mod. satisfied,1.0,1.0,No,7.0
191,1977.0,Pacific,,Pretty happy,,Never,Once a year,18749.0,,Mod. satisfied,,,,
192,1965.0,Pacific,Good,Very happy,All or almost all of the time,,,16249.0,,Very satisfied,,,,
193,1976.0,Pacific,Fair,Very happy,,Once a year,Sev times a week,23749.0,,Mod. satisfied,,,,
194,1984.0,Pacific,Good,Pretty happy,,Sev times a mnth,Once a month,18749.0,,,,,,
195,1978.0,Pacific,,Very happy,,Once a month,Sev times a week,54999.0,,Very satisfied,2.0,2.0,No,14.0
196,1937.0,Pacific,Good,Very happy,Most of the time,,,,,,,,,
197,1967.0,Pacific,Good,Very happy,,Sev times a week,Almost daily,99999.0,,,,,,
198,1994.0,Pacific,Good,Pretty happy,,Sev times a week,Sev times a year,3499.0,,Mod. satisfied,,,,
199,1986.0,Pacific,Excellent,Pretty happy,,Sev times a year,Sev times a mnth,99999.0,,,,,,
200,1969.0,Pacific,Good,Pretty happy,,Sev times a mnth,Never,170000.0,,Very satisfied,,,,
201,1961.0,Pacific,,Pretty happy,,Once a month,Once a month,99999.0,,Very satisfied,1.0,1.0,No,7.0
202,1986.0,Pacific,,Very happy,,Sev times a week,Once a month,82499.0,,Mod. satisfied,1.0,1.0,No,7.0
203,1987.0,Pacific,,Pretty happy,,Sev times a week,Sev times a mnth,54999.0,,Mod. satisfied,2.0,8.0,No,44.0
204,1979.0,Pacific,Good,Very happy,Most of the time,,,6499.0,,Very satisfied,4.0,15.0,Yes,83.0
205,1949.0,Pacific,,Pretty happy,,Once a month,Sev times a year,21249.0,,Very satisfied,,,No,
206,1978.0,Pacific,Good,Pretty happy,,Once a month,Once a month,44999.0,,,,,,
207,1935.0,Pacific,,Not too happy,,Never,Once a month,,,Very satisfied,,,,
208,1981.0,Pacific,,Pretty happy,,Sev times a mnth,Once a month,4499.0,,Mod. satisfied,2.0,0.0,Yes,4.0
209,1970.0,Pacific,Poor,Not too happy,,Sev times a year,Once a year,,,,,,,
210,1979.0,Pacific,,Very happy,,Sev times a mnth,Once a month,119999.0,,Very satisfied,24.0,24.0,No,168.0
211,1995.0,Pacific,Good,Pretty happy,,Sev times a week,Sev times a week,,,,,,,
212,1973.0,Pacific,Excellent,Very happy,,Sev times a mnth,Once a month,,,,,,,
213,1971.0,Pacific,Excellent,Very happy,All or almost all of the time,,,,,Mod. satisfied,,,No,
214,1940.0,Pacific,,Very happy,,Once a month,Sev times a week,,,,1.0,1.0,No,7.0
215,1939.0,Pacific,Good,Pretty happy,Most of the time,,,32499.0,,,0.0,1.0,No,5.0
216,1955.0,Pacific,,Pretty happy,,Once a month,Once a month,54999.0,,A little dissat,2.0,7.0,No,39.0
217,1971.0,Pacific,Good,Pretty happy,,Never,Sev times a year,23749.0,,,,,,
218,1969.0,Pacific,Fair,Very happy,,Once a month,Once a month,82499.0,,Very satisfied,,,,
219,1975.0,Pacific,Fair,Very happy,All or almost all of the time,,,119999.0,,Mod. satisfied,2.0,4.0,Yes,24.0
220,1997.0,Pacific,,Pretty happy,,Sev times a mnth,Sev times a week,,,,8.0,4.0,Yes,36.0
221,1966.0,Pacific,Excellent,Very happy,All or almost all of the time,,,21249.0,,A little dissat,,,,
222,1991.0,Pacific,Fair,Pretty happy,Some of the time,,,23749.0,,Mod. satisfied,3.0,4.0,No,26.0
223,1971.0,Pacific,Good,Very happy,All or almost all of the time,,,170000.0,,Very satisfied,2.0,1.0,No,9.0
224,1995.0,Pacific,,Pretty happy,,Almost daily,Once a year,,,Mod. satisfied,3.0,2.0,No,16.0
225,1968.0,Pacific,Good,Very happy,,Once a month,Sev times a mnth,37499.0,,Mod. satisfied,,,,
226,1991.0,Pacific,Good,Pretty happy,All or almost all of the time,,,54999.0,,Very satisfied,3.0,1.0,No,11.0
227,1985.0,Pacific,,Very happy,,Sev times a week,Sev times a mnth,67499.0,,Very satisfied,2.0,5.0,No,29.0
228,1983.0,Pacific,Fair,Pretty happy,All or almost all of the time,,,32499.0,,Mod. satisfied,2.0,2.0,No,14.0
229,1944.0,Pacific,,Pretty happy,,Sev times a year,Sev times a mnth,,,,,,,
230,1946.0,Pacific,Excellent,Pretty happy,,Once a year,Once a month,,,,,,,
231,1950.0,Pacific,Good,Very happy,All or almost all of the time,,,,,,1.0,1.0,No,7.0
232,1959.0,Pacific,,Very happy,,Sev times a year,Sev times a week,139999.0,,Very satisfied,4.0,2.0,No,18.0
233,1935.0,Pacific,Good,Pretty happy,Most of the time,,,,,,1.0,1.0,No,7.0
234,1993.0,Pacific,,Pretty happy,,Sev times a mnth,Sev times a week,1000.0,,Mod. satisfied,3.0,2.0,Yes,16.0
235,1968.0,Pacific,Good,Not too happy,,Once a month,Sev times a week,119999.0,,Very satisfied,,,,
236,1954.0,Pacific,Good,Pretty happy,Most of the time,,,11249.0,,Mod. satisfied,,,,
237,1973.0,Pacific,Fair,Pretty happy,Most of the time,,,13749.0,,A little dissat,4.0,9.0,No,53.0
238,1982.0,Pacific,Excellent,Very happy,,Sev times a week,Almost daily,13749.0,,Very satisfied,,,,
239,1980.0,Pacific,,Very happy,,Sev times a mnth,Almost daily,54999.0,,Very satisfied,1.0,3.0,No,17.0
240,1979.0,Pacific,,Pretty happy,,Once a month,Sev times a week,54999.0,,Very satisfied,0.0,0.0,No,0.0
241,1984.0,Pacific,Fair,Very happy,,Sev times a week,Almost daily,21249.0,,Very satisfied,,,,
242,1963.0,Pacific,,Very happy,,Once a year,Sev times a week,23749.0,,Very satisfied,,,,
243,1974.0,Pacific,,Very happy,,Sev times a year,Sev times a week,67499.0,,Very satisfied,0.0,1.0,No,5.0
244,1965.0,Pacific,Good,Very happy,,Sev times a week,Sev times a week,,,,,,,
245,1972.0,Pacific,Excellent,Pretty happy,,Once a month,Sev times a year,139999.0,,,,,,
246,1980.0,Pacific,Good,Pretty happy,Most of the time,,,,,Mod. satisfied,1.0,1.0,No,7.0
247,1967.0,Pacific,,Pretty happy,,Once a month,Sev times a mnth,82499.0,,Mod. satisfied,1.0,1.0,No,7.0
248,1967.0,Pacific,,Very happy,,Sev times a mnth,Sev times a week,32499.0,,Very satisfied,2.0,8.0,No,44.0
249,1981.0,Pacific,Excellent,Pretty happy,Most of the time,,,,,Very satisfied,1.0,0.0,No,2.0
250,1969.0,Pacific,,Pretty happy,,Once a month,Once a month,,,Mod. satisfied,1.0,2.0,Yes,12.0
251,1987.0,Pacific,,Pretty happy,,Once a month,Sev times a mnth,16249.0,,Mod. satisfied,,,No,
252,1980.0,Pacific,Good,Very happy,Most of the time,,,,,Very satisfied,1.0,6.0,No,32.0
253,1985.0,Pacific,,Pretty happy,,Once a month,Sev times a mnth,54999.0,,Mod. satisfied,3.0,1.0,Yes,11.0
254,1997.0,Pacific,Excellent,Not too happy,Most of the time,,,,,,,,,
255,1991.0,Pacific,,Pretty happy,,Sev times a week,Almost daily,32499.0,,,5.0,3.0,Yes,25.0
256,1986.0,Pacific,Good,Very happy,,Sev times a year,Sev times a week,37499.0,,Mod. satisfied,,,,
257,1954.0,Pacific,Poor,Very happy,,Once a month,Sev times a year,,,,,,,
258,1981.0,Pacific,Fair,Pretty happy,Most of the time,,,82499.0,,Mod. satisfied,6.0,4.0,Yes,32.0
259,1975.0,Pacific,Excellent,Very happy,,Sev times a year,Sev times a year,,,Very satisfied,,,,
