,birth_year,region,health,general_happy,past_week_happy,see_friends,see_relatives,income,work_hours,job_satisfaction,weekend_internet,weekday_internet,use_twitter,internet_per_week
565,1959.0,W. sou. central,Fair,Pretty happy,,Once a year,Sev times a mnth,,,,,,,
566,1961.0,W. sou. central,Excellent,Very happy,Most of the time,,,32499.0,,Mod. satisfied,,,,
567,1988.0,W. sou. central,Good,Very happy,,Once a month,Never,21249.0,,,,,,
568,1958.0,W. sou. central,,Pretty happy,,Once a month,Once a month,67499.0,,Mod. satisfied,0.0,1.0,No,5.0
569,1952.0,W. sou. central,Fair,Pretty happy,Most of the time,,,11249.0,,Mod. satisfied,1.0,1.0,No,7.0
570,1984.0,W. sou. central,,Not too happy,,Sev times a week,Sev times a week,16249.0,,A little dissat,1.0,2.0,No,12.0
571,1953.0,W. sou. central,Good,Very happy,,Sev times a mnth,Sev times a week,27499.0,,,,,,
572,1969.0,W. sou. central,Good,Pretty happy,,Once a month,Sev times a year,54999.0,,,,,,
573,1976.0,W. sou. central,,Not too happy,,Sev times a year,Sev times a mnth,6499.0,,Very satisfied,0.0,3.0,No,15.0
574,1978.0,W. sou. central,Fair,Not too happy,Most of the time,,,,,Mod. satisfied,4.0,2.0,Yes,18.0
575,1953.0,W. sou. central,,Pretty happy,,Sev times a year,Sev times a week,,,Very satisfied,0.0,0.0,No,0.0
576,1967.0,W. sou. central,Good,Pretty happy,,,,,,Very satisfied,,,,
577,1942.0,W. sou. central,Poor,Not too happy,Most of the time,,,,,,,,,
578,1950.0,W. sou. central,,Very happy,,Never,Sev times a year,,,Very satisfied,,,,
579,1982.0,W. sou. central,Excellent,Very happy,,Almost daily,Once a year,54999.0,,,,,,
580,1974.0,W. sou. central,Fair,Pretty happy,Most of the time,,,27499.0,,Very satisfied,,,,
581,1950.0,W. sou. central,,Pretty happy,,Never,Never,11249.0,,,,,,
582,1970.0,W. sou. central,Excellent,Pretty happy,,Almost daily,Almost daily,32499.0,,Mod. satisfied,,,,
583,1965.0,W. sou. central,Good,Not too happy,Some of the time,,,,,Very dissatisfied,,,,
584,1996.0,W. sou. central,,Pretty happy,,Never,Sev times a mnth,,,,4.0,2.0,No,18.0
585,1962.0,W. sou. central,Fair,Pretty happy,Some of the time,,,5499.0,,Very dissatisfied,,,,
586,1961.0,W. sou. central,,Pretty happy,,Once a month,Sev times a week,,,Very dissatisfied,,,,
587,1958.0,W. sou. central,,Not too happy,,Sev times a mnth,Almost daily,27499.0,,,,,,
588,1963.0,W. sou. central,Fair,Not too happy,,Sev times a mnth,Sev times a mnth,,,,,,,
589,1980.0,W. sou. central,Excellent,Pretty happy,,Sev times a week,Sev times a week,99999.0,,Very satisfied,,,,
590,1940.0,W. sou. central,Fair,Very happy,,Once a month,Almost daily,,,,,,,
591,1983.0,W. sou. central,Good,Pretty happy,Most of the time,,,16249.0,,Mod. satisfied,1.0,1.0,No,7.0
592,1947.0,W. sou. central,Good,Pretty happy,,Sev times a year,Sev times a week,,,,,,,
593,1984.0,W. sou. central,Fair,Very happy,,Once a month,Once a month,119999.0,,Very satisfied,,,,
594,1968.0,W. sou. central,Fair,Pretty happy,Most of the time,,,,,Mod. satisfied,3.0,6.0,No,36.0
595,1944.0,W. sou. central,Excellent,Pretty happy,All or almost all of the time,,,,,,3.0,3.0,Yes,21.0
596,1950.0,W. sou. central,,Very happy,,Sev times a week,Sev times a week,,,,0.0,1.0,No,5.0
597,1931.0,W. sou. central,Good,Pretty happy,,Sev times a week,Sev times a week,,,,,,,
598,1948.0,W. sou. central,Excellent,Very happy,,Sev times a mnth,Sev times a week,54999.0,,,,,,
599,1963.0,W. sou. central,,Pretty happy,,Once a month,Once a month,159999.0,,A little dissat,,,,
600,1941.0,W. sou. central,Good,Pretty happy,Most of the time,,,,,,,,,
601,1991.0,W. sou. central,,Pretty happy,,Sev times a year,Sev times a week,1999.0,,Mod. satisfied,1.0,1.0,No,7.0
602,1964.0,W. sou. central,Good,Pretty happy,,Once a month,Sev times a year,139999.0,,,,,,
603,1936.0,W. sou. central,Good,Not too happy,Most of the time,,,,,Very satisfied,,,,
604,1949.0,W. sou. central,Good,Very happy,Most of the time,,,,,,,,,
605,1995.0,W. sou. central,,Very happy,,Almost daily,Almost daily,5499.0,,Very satisfied,1.0,1.0,Yes,7.0
606,1985.0,W. sou. central,Good,Pretty happy,,Once a month,Sev times a mnth,23749.0,,,,,,
607,1947.0,W. sou. central,,Pretty happy,,Sev times a year,Sev times a year,,,,,,,
608,1969.0,W. sou. central,Fair,Pretty happy,,Sev times a week,Sev times a week,54999.0,,Very satisfied,,,,
609,1982.0,W. sou. central,,Pretty happy,,Once a month,Once a month,119999.0,,Very satisfied,0.0,0.0,No,0.0
610,1983.0,W. sou. central,Excellent,Very happy,,Once a month,Sev times a mnth,,,Very dissatisfied,,,,
611,1963.0,W. sou. central,Fair,Very happy,,Once a month,Sev times a mnth,11249.0,,,,,,
612,1969.0,W. sou. central,Fair,Pretty happy,Most of the time,,,6499.0,,Mod. satisfied,,,No,
613,1959.0,W. sou. central,Poor,Not too happy,Most of the time,,,82499.0,,,2.0,2.0,No,14.0
614,1958.0,W. sou. central,Good,Very happy,,,,170000.0,,Very satisfied,1.0,8.0,Yes,42.0
615,1961.0,W. sou. central,Good,Very happy,,Sev times a mnth,Almost daily,,,Mod. satisfied,,,,
616,1951.0,W. sou. central,,Very happy,,Once a year,Once a month,,,,2.0,2.0,No,14.0
617,1954.0,W. sou. central,Good,Pretty happy,,Once a month,Sev times a year,99999.0,,,,,,
618,1990.0,W. sou. central,Good,Pretty happy,,,,13749.0,,Mod. satisfied,3.0,3.0,Yes,21.0
619,1985.0,W. sou. central,,Pretty happy,,Once a month,Sev times a year,54999.0,50.0,Mod. satisfied,1.0,2.0,Yes,12.0
620,1972.0,W. sou. central,,Pretty happy,,Almost daily,Sev times a week,,,Mod. satisfied,,,No,
621,1948.0,W. sou. central,,Very happy,,Once a month,Sev times a mnth,,,,,,,
622,1943.0,W. sou. central,Poor,Not too happy,,Never,Never,,,,,,,
623,1959.0,W. sou. central,Good,Pretty happy,Some of the time,,,23749.0,,Mod. satisfied,,,,
624,1959.0,South atlantic,,Very happy,,Sev times a year,Sev times a year,67499.0,,Very satisfied,,,,
625,1968.0,South atlantic,Good,Pretty happy,Some of the time,,,,,Very satisfied,,,No,
626,1958.0,South atlantic,Good,Pretty happy,,Once a month,Sev times a mnth,7499.0,,Mod. satisfied,,,,
627,1980.0,Middle atlantic,,Pretty happy,,Once a month,Once a month,,,Mod. satisfied,1.0,1.0,No,7.0
628,1937.0,Middle atlantic,Excellent,Pretty happy,,Sev times a mnth,Sev times a mnth,,,,,,,
629,1961.0,Middle atlantic,Good,Not too happy,Some of the time,,,,,,5.0,5.0,Yes,35.0
630,1997.0,Middle atlantic,,Pretty happy,,Almost daily,Sev times a year,,,,1.0,1.0,No,7.0
631,1962.0,Middle atlantic,Excellent,Pretty happy,Some of the time,,,54999.0,,Mod. satisfied,2.0,2.0,No,14.0
632,1956.0,Middle atlantic,,Pretty happy,,Sev times a year,Sev times a year,170000.0,,Very satisfied,,,,
633,1964.0,Middle atlantic,Excellent,Very happy,,Sev times a mnth,Once a month,54999.0,,,,,,
634,1936.0,Middle atlantic,Good,Very happy,,Once a year,Never,,,,,,,
635,1958.0,Middle atlantic,,Pretty happy,,Sev times a week,Once a month,159999.0,,Very satisfied,0.0,1.0,No,5.0
636,1947.0,Middle atlantic,Excellent,Very happy,Most of the time,,,54999.0,,Mod. satisfied,4.0,1.0,No,13.0
637,1967.0,Middle atlantic,Excellent,Pretty happy,,Sev times a year,Sev times a year,82499.0,,Very satisfied,,,,
638,1941.0,Middle atlantic,Fair,Very happy,Most of the time,,,13749.0,,Very satisfied,2.0,2.0,No,14.0
639,1949.0,Middle atlantic,,Pretty happy,,Once a month,Sev times a week,44999.0,,Very satisfied,0.0,1.0,No,5.0
640,1965.0,Middle atlantic,Good,Pretty happy,Some of the time,,,18749.0,,Mod. satisfied,,,No,
641,1959.0,Middle atlantic,,Very happy,,Sev times a week,Sev times a week,54999.0,,Mod. satisfied,1.0,5.0,No,27.0
642,1982.0,Middle atlantic,Excellent,Pretty happy,,Sev times a mnth,Once a month,99999.0,,,,,,
643,1987.0,Middle atlantic,Fair,Not too happy,,Never,Never,,,A little dissat,,,,
644,1972.0,Middle atlantic,Poor,Pretty happy,Some of the time,,,,,Very satisfied,5.0,4.0,No,30.0
645,1967.0,Middle atlantic,,Not too happy,,Once a month,Once a month,,,,,,,
646,1964.0,Middle atlantic,,Pretty happy,,Sev times a year,Sev times a year,82499.0,,Mod. satisfied,,,No,
647,1962.0,Middle atlantic,Excellent,Very happy,,Sev times a mnth,Almost daily,170000.0,,,,,,
648,1968.0,Middle atlantic,Excellent,Pretty happy,Most of the time,,,,,A little dissat,1.0,5.0,No,27.0
649,1982.0,Middle atlantic,,Pretty happy,,Once a month,Sev times a week,99999.0,,Very satisfied,1.0,1.0,No,7.0
650,1972.0,Middle atlantic,,Very happy,,Sev times a week,Once a month,,,Mod. satisfied,,,,
651,1983.0,Middle atlantic,Excellent,Pretty happy,,Once a month,Once a year,7499.0,,,,,,
652,1985.0,Middle atlantic,Poor,Not too happy,,Never,Once a year,,,,,,,
653,1986.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Sev times a year,54999.0,,Mod. satisfied,1.0,1.0,No,7.0
654,1939.0,Middle atlantic,,Very happy,,Sev times a week,Sev times a mnth,,,,,,,
655,1938.0,Middle atlantic,Excellent,Pretty happy,,Sev times a mnth,Almost daily,,,,,,,
656,1969.0,Middle atlantic,Excellent,Pretty happy,Most of the time,,,,,Very satisfied,,,,
657,1958.0,Middle atlantic,Excellent,Very happy,Some of the time,,,,,Mod. satisfied,,,,
658,1964.0,Middle atlantic,,Pretty happy,,Sev times a year,Once a month,16249.0,,Very satisfied,4.0,2.0,Yes,18.0
659,1967.0,Middle atlantic,Good,Very happy,,Once a month,Almost daily,32499.0,,,,,,
660,1933.0,Middle atlantic,Good,Pretty happy,Most of the time,,,,,,,,,
661,1993.0,Middle atlantic,Fair,Not too happy,Some of the time,,,,,,2.0,2.0,No,14.0
662,1980.0,Middle atlantic,,Very happy,,Almost daily,Sev times a year,67499.0,,Very satisfied,2.0,2.0,No,14.0
663,1937.0,Middle atlantic,Good,Pretty happy,Most of the time,,,,,,0.0,1.0,No,5.0
664,1955.0,Middle atlantic,Good,Very happy,,Once a month,Almost daily,32499.0,,,,,,
665,1976.0,Middle atlantic,Poor,Very happy,All or almost all of the time,,,67499.0,,Mod. satisfied,1.0,1.0,No,7.0
666,1989.0,Middle atlantic,,Pretty happy,,Sev times a mnth,Once a month,,,Mod. satisfied,0.0,0.0,No,0.0
667,1959.0,Middle atlantic,Fair,Pretty happy,,Sev times a year,Once a month,,,,,,,
668,1989.0,Middle atlantic,Fair,Not too happy,Most of the time,,,32499.0,,Very satisfied,,,,
669,1950.0,Middle atlantic,,Pretty happy,,Once a year,Once a month,18749.0,,Very satisfied,,,,
670,1942.0,Middle atlantic,Fair,Pretty happy,,Sev times a mnth,Sev times a year,,,,,,,
671,1959.0,Middle atlantic,Good,Very happy,,Sev times a mnth,Sev times a mnth,44999.0,,,,,,
672,1989.0,Middle atlantic,Fair,Pretty happy,Most of the time,,,16249.0,,Very dissatisfied,2.0,1.0,No,9.0
673,1988.0,Middle atlantic,,Pretty happy,,Once a month,Sev times a week,13749.0,,A little dissat,4.0,4.0,No,28.0
674,1983.0,Middle atlantic,Poor,Pretty happy,,Once a month,Once a month,1999.0,,Very satisfied,,,,
675,1977.0,Middle atlantic,Good,Very happy,Most of the time,,,99999.0,,Mod. satisfied,1.0,1.0,Yes,7.0
676,1989.0,Middle atlantic,,Pretty happy,,Once a month,Sev times a week,23749.0,,Very satisfied,0.0,1.0,No,5.0
677,1982.0,Middle atlantic,Good,Pretty happy,,Sev times a week,Sev times a year,5499.0,,Mod. satisfied,,,,
678,1988.0,Middle atlantic,Good,Pretty happy,Most of the time,,,82499.0,,Mod. satisfied,0.0,0.0,No,0.0
679,1966.0,Middle atlantic,,Pretty happy,,Sev times a week,Sev times a week,67499.0,,Mod. satisfied,2.0,2.0,No,14.0
680,1986.0,Middle atlantic,Excellent,Very happy,Most of the time,,,44999.0,,Mod. satisfied,1.0,8.0,No,42.0
681,1948.0,Middle atlantic,Good,Pretty happy,Most of the time,,,,,,2.0,6.0,No,34.0
682,1946.0,Middle atlantic,,Very happy,,Never,Almost daily,,,,,,,
683,1961.0,W. sou. central,Poor,Not too happy,,Never,Sev times a year,,,,,,,
684,1957.0,W. sou. central,Good,Not too happy,,Never,Never,67499.0,,Mod. satisfied,,,,
685,1956.0,W. sou. central,Fair,Not too happy,Most of the time,,,23749.0,,A little dissat,,,,
686,1997.0,W. sou. central,,Very happy,,Never,Never,,,Mod. satisfied,,,,
687,1997.0,W. sou. central,Excellent,Very happy,,Never,Once a year,,,,,,,
688,1968.0,W. sou. central,Good,Not too happy,All or almost all of the time,,,23749.0,,Mod. satisfied,1.0,1.0,No,7.0
689,1989.0,W. sou. central,Good,Pretty happy,Most of the time,,,54999.0,,Mod. satisfied,,,,
690,1983.0,W. sou. central,Fair,Pretty happy,,Once a year,Almost daily,,,,,,,
691,1937.0,W. sou. central,,Pretty happy,,Never,Once a month,,,,,,,
692,1960.0,W. sou. central,Good,Very happy,,Once a year,Almost daily,21249.0,,Very satisfied,,,,
693,1963.0,W. sou. central,Good,Not too happy,,Once a year,Once a month,27499.0,,,,,,
694,1984.0,W. sou. central,Fair,Pretty happy,Some of the time,,,6499.0,,Mod. satisfied,,,,
695,1995.0,W. sou. central,Good,Pretty happy,Most of the time,,,,,Mod. satisfied,5.0,3.0,No,25.0
696,1974.0,W. sou. central,,Pretty happy,,Once a month,Sev times a mnth,99999.0,,Very satisfied,,,No,
697,1988.0,W. sou. central,,Not too happy,,Sev times a mnth,Once a month,16249.0,,Mod. satisfied,5.0,5.0,No,35.0
698,1994.0,W. sou. central,Fair,Not too happy,,Sev times a mnth,Once a year,4499.0,,,,,,
699,1976.0,W. sou. central,Good,Pretty happy,Most of the time,,,44999.0,,Very satisfied,4.0,2.0,Yes,18.0
700,1972.0,W. sou. central,,Not too happy,,Once a year,Sev times a mnth,,,Very satisfied,2.0,2.0,No,14.0
701,1994.0,W. sou. central,Excellent,Very happy,,Sev times a mnth,Almost daily,21249.0,,,,,,
702,1981.0,W. sou. central,Excellent,Pretty happy,,Once a month,Sev times a year,,,,,,,
703,1952.0,W. sou. central,Fair,Pretty happy,,Sev times a week,Sev times a week,,,,,,,
704,1976.0,W. sou. central,,Pretty happy,,Once a year,Almost daily,54999.0,,Mod. satisfied,7.0,7.0,Yes,49.0
705,1980.0,W. sou. central,,Pretty happy,,Sev times a mnth,Sev times a year,6499.0,,Mod. satisfied,,,No,
706,1965.0,W. sou. central,Good,Very happy,Most of the time,,,,,Very satisfied,,,,
707,1962.0,W. sou. central,,Not too happy,,Never,Once a year,37499.0,,Very satisfied,1.0,1.0,No,7.0
708,1980.0,W. sou. central,Fair,Very happy,,Sev times a week,Almost daily,54999.0,,,,,,
709,1972.0,W. sou. central,,Not too happy,,Once a year,Once a year,18749.0,,Very satisfied,,,,
710,1979.0,W. sou. central,Good,Pretty happy,Some of the time,,,5499.0,,Mod. satisfied,,,,
711,1966.0,W. sou. central,,Not too happy,,Once a year,Once a year,1999.0,,Mod. satisfied,,,,
712,1991.0,W. sou. central,Good,Very happy,,Once a month,Once a month,21249.0,,Very satisfied,,,,
713,1972.0,W. sou. central,Good,Very happy,All or almost all of the time,,,21249.0,,Very satisfied,,,,
714,1994.0,W. sou. central,,Pretty happy,,Sev times a week,Sev times a mnth,,,Mod. satisfied,1.0,2.0,No,12.0
715,1976.0,W. sou. central,Good,Not too happy,,Once a year,Once a year,37499.0,,,,,,
716,1988.0,W. sou. central,Good,Pretty happy,Most of the time,,,,,,,,,
717,1976.0,W. sou. central,,Pretty happy,,Sev times a year,Sev times a year,,,Very satisfied,1.0,1.0,No,7.0
718,1957.0,W. sou. central,Good,Pretty happy,,Once a month,Sev times a mnth,44999.0,,Very satisfied,,,,
719,1979.0,W. sou. central,,Pretty happy,,Sev times a mnth,Never,,,,,,,
720,1990.0,W. sou. central,Good,Very happy,,Sev times a week,Sev times a year,,,,,,,
721,1989.0,W. sou. central,Excellent,Very happy,Most of the time,,,67499.0,,Mod. satisfied,,,No,
722,1947.0,W. sou. central,Excellent,Very happy,,Sev times a week,Sev times a mnth,16249.0,,Very satisfied,,,,
723,1963.0,W. sou. central,Fair,Not too happy,All or almost all of the time,,,5499.0,,Mod. satisfied,,,,
724,1964.0,W. sou. central,Excellent,Very happy,,Almost daily,Almost daily,,,,,,,
725,1974.0,W. sou. central,,Very happy,,Once a month,Once a month,37499.0,,Very satisfied,,,,
726,1956.0,W. sou. central,Good,Very happy,All or almost all of the time,,,1999.0,,Very satisfied,,,,
727,1956.0,W. sou. central,Excellent,Pretty happy,Some of the time,,,139999.0,,Very satisfied,4.0,10.0,No,58.0
728,1957.0,W. sou. central,Good,Pretty happy,,Once a month,Sev times a year,82499.0,,Very satisfied,,,,
729,1959.0,W. sou. central,Good,Pretty happy,,Once a month,Sev times a year,,,,,,,
730,1986.0,South atlantic,,Not too happy,,Sev times a mnth,Almost daily,1000.0,,Very satisfied,24.0,5.0,No,73.0
731,1979.0,South atlantic,Fair,Not too happy,Most of the time,,,23749.0,,Very satisfied,,,No,
732,1976.0,South atlantic,Good,Not too happy,Some of the time,,,6499.0,,Mod. satisfied,1.0,1.0,No,7.0
733,1983.0,South atlantic,,Pretty happy,,Sev times a week,Sev times a week,4499.0,,Mod. satisfied,20.0,5.0,No,65.0
734,1965.0,South atlantic,Excellent,Very happy,All or almost all of the time,,,37499.0,45.0,Mod. satisfied,4.0,2.0,No,18.0
735,1970.0,South atlantic,,Very happy,,Sev times a mnth,Sev times a week,67499.0,,Very satisfied,,,,
736,1964.0,South atlantic,,Very happy,,Sev times a mnth,Sev times a week,67499.0,,Very satisfied,1.0,3.0,No,17.0
737,,South atlantic,Good,Pretty happy,Most of the time,,,,,,,,,
738,1939.0,South atlantic,Good,Very happy,,Sev times a year,Once a month,,,,,,,
739,1960.0,South atlantic,Good,Very happy,All or almost all of the time,,,32499.0,,Very satisfied,1.0,1.0,No,7.0
740,1991.0,South atlantic,Good,Pretty happy,,Once a month,Sev times a mnth,32499.0,,Mod. satisfied,,,,
741,1968.0,South atlantic,Good,Pretty happy,,Sev times a week,Once a month,67499.0,,,,,,
742,1955.0,South atlantic,Poor,Pretty happy,Most of the time,,,,,,6.0,4.0,No,32.0
743,1997.0,South atlantic,,Pretty happy,,Once a month,Sev times a week,,,Very satisfied,12.0,6.0,No,54.0
744,1980.0,South atlantic,Good,Very happy,,Almost daily,Almost daily,,,,,,,
745,1988.0,South atlantic,Excellent,Not too happy,Some of the time,,,11249.0,,Mod. satisfied,5.0,2.0,No,20.0
746,1993.0,South atlantic,Excellent,Pretty happy,,Almost daily,Never,23749.0,,Mod. satisfied,,,,
747,1987.0,South atlantic,Fair,Pretty happy,Most of the time,,,23749.0,,Very satisfied,10.0,12.0,Yes,80.0
748,1947.0,South atlantic,,Pretty happy,,Once a year,Once a year,82499.0,,Very satisfied,,,No,
749,1981.0,South atlantic,,Pretty happy,,Sev times a mnth,Sev times a mnth,27499.0,,Mod. satisfied,4.0,10.0,Yes,58.0
750,1978.0,South atlantic,Good,Pretty happy,All or almost all of the time,,,11249.0,,Very satisfied,,,,
751,1985.0,South atlantic,,Pretty happy,,Sev times a year,Sev times a week,44999.0,,Mod. satisfied,2.0,2.0,No,14.0
752,1974.0,South atlantic,,Pretty happy,,Once a month,Sev times a week,16249.0,,A little dissat,,,,
753,1938.0,South atlantic,Fair,Pretty happy,None or almost none of the time,,,,,,,,,
754,1985.0,South atlantic,,Pretty happy,,Sev times a mnth,Almost daily,16249.0,,Mod. satisfied,2.0,2.0,No,14.0
755,1949.0,South atlantic,Good,Very happy,,Sev times a week,Sev times a week,,,,,,,
756,1968.0,South atlantic,Excellent,Pretty happy,,,,67499.0,,Mod. satisfied,1.0,1.0,No,7.0
757,1948.0,South atlantic,Good,Very happy,,Sev times a mnth,Sev times a year,139999.0,,,,,,
758,1974.0,South atlantic,Good,Very happy,Most of the time,,,44999.0,,Very satisfied,0.0,2.0,No,10.0
759,1951.0,South atlantic,Excellent,Very happy,,Sev times a week,Never,18749.0,,Very satisfied,,,,
760,1972.0,South atlantic,,Pretty happy,,Once a month,Sev times a year,,,Very dissatisfied,2.0,1.0,No,9.0
761,1939.0,South atlantic,Good,Not too happy,,Once a month,Sev times a week,,,,,,,
762,1954.0,South atlantic,Good,Pretty happy,,Once a month,Sev times a year,119999.0,,Very satisfied,,,,
763,1965.0,South atlantic,Fair,Pretty happy,Some of the time,,,11249.0,,Very satisfied,,,,
764,1995.0,South atlantic,,Not too happy,,Sev times a week,Almost daily,,,,4.0,7.0,No,43.0
765,1988.0,South atlantic,Excellent,Very happy,Most of the time,,,37499.0,,Very satisfied,3.0,4.0,No,26.0
766,1996.0,South atlantic,,Very happy,,Sev times a mnth,Sev times a week,,,,3.0,2.0,No,16.0
767,1997.0,South atlantic,,Not too happy,,Sev times a week,Sev times a mnth,1000.0,,Very satisfied,6.0,6.0,No,42.0
768,1963.0,South atlantic,Fair,Pretty happy,All or almost all of the time,,,,,Mod. satisfied,0.0,0.0,No,0.0
769,1976.0,South atlantic,Fair,Pretty happy,,Once a month,Sev times a mnth,27499.0,,Mod. satisfied,,,,
770,1965.0,South atlantic,Good,Pretty happy,Most of the time,,,99999.0,,Mod. satisfied,,,No,
771,1951.0,South atlantic,Fair,Not too happy,Most of the time,,,,,,,,,
772,1965.0,South atlantic,Good,Pretty happy,,Sev times a mnth,Sev times a year,18749.0,,Mod. satisfied,,,,
773,1956.0,South atlantic,Good,Pretty happy,,Sev times a year,Sev times a mnth,99999.0,,,,,,
774,1959.0,South atlantic,Good,Pretty happy,Most of the time,,,18749.0,,Mod. satisfied,4.0,4.0,No,28.0
775,1946.0,South atlantic,,Not too happy,,Once a month,Sev times a week,,,,2.0,0.0,No,4.0
776,1963.0,South atlantic,Good,Very happy,None or almost none of the time,,,,,,4.0,4.0,No,28.0
777,1979.0,South atlantic,,Pretty happy,,Sev times a year,Once a year,6499.0,,Very satisfied,2.0,2.0,Yes,14.0
778,1960.0,South atlantic,Fair,Very happy,,Never,Sev times a week,32499.0,,,,,,
779,1957.0,South atlantic,,Pretty happy,,Once a month,Sev times a week,,,Very satisfied,,,,
780,1995.0,South atlantic,Excellent,Pretty happy,Most of the time,,,,,,5.0,0.0,No,10.0
781,1957.0,South atlantic,,Pretty happy,,Sev times a year,Once a year,44999.0,,Very satisfied,,,,
782,1950.0,South atlantic,,Very happy,,Never,Never,,,,,,,
783,1960.0,South atlantic,,Very happy,,Sev times a year,Almost daily,27499.0,,Very satisfied,5.0,3.0,No,25.0
784,1960.0,South atlantic,,Pretty happy,,Sev times a week,Almost daily,32499.0,,Very satisfied,,,,
785,1992.0,South atlantic,Excellent,Pretty happy,,Sev times a mnth,Almost daily,11249.0,,Mod. satisfied,,,,
786,1929.0,South atlantic,Excellent,Very happy,All or almost all of the time,,,,,,,,,
787,1994.0,South atlantic,Excellent,Pretty happy,,Sev times a mnth,Sev times a week,,,,,,,
788,1965.0,South atlantic,Good,Not too happy,Most of the time,,,27499.0,,Mod. satisfied,,,,
789,1960.0,South atlantic,,Pretty happy,,Sev times a mnth,Almost daily,32499.0,,A little dissat,3.0,3.0,No,21.0
790,1969.0,South atlantic,Fair,Pretty happy,,Never,Almost daily,,,Mod. satisfied,,,,
791,1998.0,South atlantic,,Not too happy,,Sev times a week,Almost daily,,,,0.0,1.0,No,5.0
792,1990.0,South atlantic,,Pretty happy,,Almost daily,Almost daily,5499.0,,Mod. satisfied,2.0,4.0,No,24.0
793,1989.0,South atlantic,Excellent,Not too happy,All or almost all of the time,,,1999.0,,,5.0,5.0,No,35.0
794,1996.0,South atlantic,Excellent,Very happy,,Almost daily,Almost daily,,,Mod. satisfied,,,,
795,1983.0,South atlantic,,Pretty happy,,Sev times a year,Almost daily,32499.0,,Mod. satisfied,,,,
796,1985.0,South atlantic,Excellent,Very happy,None or almost none of the time,,,16249.0,,Very satisfied,1.0,0.0,No,2.0
797,1946.0,South atlantic,,Pretty happy,,Sev times a week,Sev times a year,44999.0,,Very satisfied,,,No,
798,1965.0,South atlantic,Fair,Pretty happy,,Once a month,Almost daily,,,,,,,
799,1929.0,South atlantic,Fair,Pretty happy,,Sev times a mnth,Sev times a year,,,,,,,
800,1962.0,South atlantic,Excellent,Pretty happy,All or almost all of the time,,,,,Very satisfied,1.0,8.0,No,42.0
801,1935.0,South atlantic,Good,Very happy,,Sev times a mnth,Sev times a week,,,,,,,
802,1991.0,South atlantic,,Pretty happy,,Sev times a week,Once a year,,,Mod. satisfied,2.0,4.0,Yes,24.0
803,1969.0,South atlantic,Excellent,Very happy,,Once a month,Sev times a week,7499.0,,Very satisfied,,,,
804,1951.0,South atlantic,Good,Pretty happy,,Sev times a year,Once a year,,,,,,,
805,1941.0,South atlantic,Fair,Very happy,,Once a year,Sev times a year,,,,,,,
806,1970.0,E. nor. central,Good,Pretty happy,,Sev times a mnth,Sev times a week,159999.0,,Mod. satisfied,,,,
807,1965.0,E. nor. central,,Pretty happy,,Sev times a mnth,Sev times a year,,,,0.0,0.0,No,0.0
808,1963.0,E. nor. central,Excellent,Pretty happy,,Sev times a week,Sev times a week,139999.0,,Mod. satisfied,,,,
809,1971.0,E. nor. central,Good,Pretty happy,Most of the time,,,,,Mod. satisfied,2.0,3.0,No,19.0
810,1998.0,E. nor. central,,Pretty happy,,Sev times a week,Once a month,1999.0,,,3.0,4.0,Yes,26.0
811,1964.0,E. nor. central,Excellent,Very happy,,Once a month,Sev times a week,44999.0,,Very satisfied,,,,
812,1960.0,E. nor. central,Excellent,Very happy,Most of the time,,,,,Very satisfied,2.0,1.0,No,9.0
813,1982.0,E. nor. central,,Very happy,,Sev times a mnth,Almost daily,82499.0,,Very satisfied,0.0,2.0,No,10.0
814,1958.0,E. nor. central,Fair,Pretty happy,Most of the time,,,,,Very satisfied,,,,
815,1957.0,E. nor. central,,Pretty happy,,Once a month,Sev times a week,32499.0,,Mod. satisfied,,,,
816,1947.0,E. nor. central,Good,Pretty happy,,Sev times a week,Sev times a year,,,,,,,
817,1949.0,E. nor. central,Good,Not too happy,,Never,Almost daily,,,,,,,
818,1962.0,E. nor. central,Poor,Not too happy,Most of the time,,,,,,,,,
819,1963.0,E. nor. central,Good,Very happy,,Sev times a year,Sev times a week,54999.0,,Mod. satisfied,,,,
820,1969.0,E. nor. central,Fair,Pretty happy,Most of the time,,,13749.0,,Very satisfied,12.0,9.0,No,69.0
821,1969.0,E. nor. central,Good,Pretty happy,,Sev times a year,Sev times a week,82499.0,,,,,,
822,1953.0,E. nor. central,Fair,Not too happy,None or almost none of the time,,,,,Very satisfied,,,,
823,1984.0,E. nor. central,Good,Not too happy,Most of the time,,,44999.0,,Very satisfied,8.0,6.0,No,46.0
824,1988.0,E. nor. central,,Pretty happy,,Once a year,Almost daily,54999.0,,Mod. satisfied,1.0,1.0,No,7.0
825,1993.0,E. nor. central,Good,Pretty happy,All or almost all of the time,,,13749.0,,A little dissat,4.0,6.0,No,38.0
826,1963.0,E. nor. central,,Not too happy,,Sev times a year,Almost daily,67499.0,,A little dissat,,,,
827,1977.0,E. nor. central,,Not too happy,,Never,Never,4499.0,,Very satisfied,,,,
828,1978.0,E. nor. central,Good,Not too happy,Most of the time,,,44999.0,,Very satisfied,1.0,0.0,No,2.0
