,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
1.0 Valence,34.29233972362179,31.443425814655324,24.765670653289515,24.09765320243116,19.575426632301202,22.893586141217174,18.885963816241635,18.85497386622637,17.04153996979661,17.10841078266392,14.851723065671036,16.290866570939254,15.401779891300542,17.792349790903746,16.521703821405705,13.41269009712509,13.617554085329811,22.868876986486736,23.747126462808357,28.85345448408639,30.951145555827473
1.0 academics-oriented,0.5514927896893973,0.3744291365848078,0.1405755947530091,0.12067234773570346,0.2804933354599657,0.26756156822601124,0.12149800640131114,0.09813281611600466,0.39345500881813295,0.37518156241945066,0.12086792826726334,0.11563854435217959,0.12399200445032695,0.12447030475476512,0.14513329954442353,0.3678814535795981,0.25747150653100526,0.0637708250863818,0.23128955970439435,0.23657143707990957,0.2718943223831605
1.0 athletics-oriented,0.021256724151379202,0.025644811636991675,0.02117624285286942,0.025149076638988105,0.028681992618580517,0.025802151107655453,0.013221387243849435,0.025019163115050633,0.034439448677479854,0.02180244858364275,0.010752956105118944,0.015843439824276,0.011148990215792564,0.016029286545999454,0.012297555408807675,0.020842800249346573,0.021471026138262506,0.020749952523902892,0.0351248674467431,0.003011681540290305,0.007079846126889034
1.0 conservative,0.01927293120146561,0.022691338976472228,0.02993259997574399,0.03073293903211152,0.017595276872005166,0.04185351220419784,0.029329870602201442,0.022933899839101945,0.02717752775811842,0.023961453177788614,0.015556307129554206,0.015713609252986604,0.016132335158370176,0.017435989562361323,0.01863600839842639,0.019916760466205597,0.020961302765629058,0.02394056338296737,0.025201046854647177,0.005137241169894954,0.004202688287040306
1.0 diverse,0.20067052689074907,0.17901250921345221,0.15793697635876752,0.15406941671162955,0.18157668544749928,0.13484196613653965,0.09285435891176029,0.1638045391653712,0.09378594727679875,0.09969267507207827,0.1271318827742284,0.13370770986261984,0.13165873131566322,0.13775058605540813,0.12722929887623688,0.34236211760681984,0.23967991083123746,0.12630609341913512,0.10279609843633201,0.05426622323987684,0.02446245260533538
1.0 inclusive,0.10892863764611485,0.13947691851577604,0.03552342277919926,0.054009587908825346,0.0885263308000901,0.05153936534715574,0.06275016278676546,0.11217535738298944,0.06610511327424504,0.0905602099257415,0.13189319342124947,0.16899538925873367,0.13670849266937693,0.06773456295735229,0.11790992629274104,0.19024676593445458,0.06007592501669897,0.04683461343355858,0.023981371043060497,0.016671549439995943,0.029446094813005242
1.0 party-oriented,0.2714615541438637,0.047631730343559976,0.043961527235773304,0.0429255825587104,0.05434074577086438,0.04913231455679791,0.1099001418524797,0.10547404196347675,0.03761333211643967,0.04076366010304318,0.04988407769891897,0.051609713877774896,0.05172912332815813,0.057792137780342194,0.060238106186200534,0.07518970412677045,0.03168845952527831,0.024796616663128993,0.03272691079320525,0.030231184371410702,0.023977544570683903
1.0 prestigious,0.12050945630240316,0.10801152804663307,0.10988099559197352,0.22612578371474112,0.04772171480299061,0.04440400240494791,0.06498030360998298,0.031178985781820625,0.031274535188903684,0.06078873570470829,0.0580560680624261,0.03337683824370567,0.06018923233497404,0.030979854036813703,0.06802944759327212,0.0643710256190661,0.03572966215327109,0.05311751807717779,0.03590760448523617,0.013588637429888167,0.010120355709207487
1.0 safe,0.02675815658561877,0.02745956094136215,0.06480329068305328,0.07154494092809426,0.022964164097177376,0.02326267266410728,0.016445431009851547,0.0261577629636312,0.04947117187605797,0.04644559482694892,0.02684097867549707,0.02978133960292893,0.027601784676627644,0.0269174678371584,0.030183972208320267,0.051344524643644425,0.039145850829967965,0.030580185607714173,0.03186149761328553,0.030237263993410545,0.02641471804462186
1.0 service-oriented,0.5997846628213208,0.9530624581637077,0.8690643383657252,0.43692570608173903,0.6259770840593943,0.39819274501477836,0.36793312089108987,0.1858058588748278,1.03564877995187,0.674907823694768,0.7812009171942952,0.5228352462533172,0.8033205489366767,0.5737982661232566,0.8903009661166906,0.6517454512430915,1.1507742869501103,0.39424986935643197,0.5920994378699369,0.38535937799534814,0.7322929380396006
2.0 Valence,25.5031823310084,15.861670047204726,25.310513749801267,42.6577563796472,34.70151895836209,30.963211362530878,26.86571570412302,24.248442450062043,15.766656533687431,18.25962204859859,16.516384497575828,16.151523468888247,16.02244033608902,15.495256084661298,15.433154010168186,16.140791639258364,17.478916401534523,6.839920407680124,7.486613509214908,7.681194562706416,6.970675628870691
2.0 academics-oriented,0.020843538612460723,0.04754903023213816,0.16781638874677074,0.19858477700944513,0.40954345383677143,0.42127472941876565,0.37715191510521223,0.5510894749579714,0.48053458651368064,0.4737470183566422,0.9382295945460178,0.9573436524633684,0.8601550481563018,1.07764695631319,1.1437547692745191,1.1225461572303586,0.9383435164633098,0.6453225197341315,0.6181080024738557,0.6348304095482206,0.18874014373677173
2.0 athletics-oriented,0.08217585668545808,0.03179902927284699,0.13978355688177863,0.0921015318955308,0.07576200839878072,0.09918342315691228,0.06316937517700165,0.30871850001497136,0.24738763775767142,0.24497970163010999,0.6360930250409903,0.5720237935411747,0.5831206429797491,0.6107632483584019,0.716407723709942,0.635930543375295,0.6358160203345817,0.1309651326032485,0.5153055172240255,0.5543362041674982,0.22600600729832018
2.0 conservative,1.0207074089454828,1.4260402151105844,0.9397566675897298,0.8083001154834023,0.8324997319663296,0.7323138911579599,0.6604412109541887,0.9762026835491991,0.5165857303240787,0.502216697429977,0.5767640391437193,0.49604543678901897,0.5319324523543393,0.4603362519791452,0.5346429686601657,0.47950877144106435,0.5802802187822304,0.2501905124906418,0.4518982230102866,0.5267310526194843,0.6451443418858678
2.0 diverse,0.07367030199494416,0.018251646765414187,0.08911777529372952,0.11355451508167506,0.20367627195178256,0.3174355369341503,0.22095784007262662,0.43505417110851985,0.09843532580453535,0.07404117580875745,0.17750655936635107,0.1978855978092889,0.18454764466390394,0.1910094639664188,0.1778887512230268,0.19889494339521682,0.20116730488173137,0.17001093134254372,0.25487326031477175,0.17953084865128868,0.12884762149092704
2.0 inclusive,0.3136132105379787,0.6063506005968765,1.1395112839238466,0.7456153098260653,1.453895169578563,1.2935866001696563,1.229960081848974,2.966718702756623,0.932279720398206,0.4383446357700936,0.9983235062690667,1.2330446206316932,0.9441674462597228,1.6743853654496743,2.6154572793772286,1.744036161775593,1.029874432811596,0.4976471657095267,0.8989634243964819,0.5297796401614909,1.4783737152246152
2.0 party-oriented,0.04422350411171134,0.06703923900515425,0.0920525010170722,0.09871941794825569,0.11938948127583823,0.10866050494603438,0.10071380026055601,0.034358142145071886,0.21066873179367743,0.18936608373228353,0.1334612686991427,0.12859942037233765,0.12252835080437811,0.11868771891257485,0.1176274667722031,0.12361341405741222,0.13363659088363852,0.04522095765606069,0.11211699664345813,0.12307610711549138,0.09219696405815357
2.0 prestigious,0.15494169296292978,0.2879362781835927,0.09675306856420096,0.07724336060388662,0.0956284380774045,0.1618542215357549,0.2618459334364037,0.19173333807106208,0.35739301425967196,0.35625655355526664,0.29958771760348535,0.2853983787275022,0.2764428474706719,0.26338400829803965,0.26634255468789825,0.27435603132247083,0.3014511060965522,0.20618988363392532,0.17036177239562703,0.1943720513257516,0.2671948472831033
2.0 safe,0.0034824547996187235,0.00865055059215384,0.07060186849385891,0.061898897419189976,0.5291340676907489,0.5263533848949514,0.4639190902678427,1.547319199934649,0.1738885434442167,0.17167590758759332,0.27348982584217996,0.273538162645727,0.26990517068688963,1.400237491919438,1.5936011380865756,1.4579406836090862,0.29374218418949516,0.5312953500482493,0.9565410668167751,0.22097424259049692,0.5218886087733267
