,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
1.0 Valence,2.3089805520873665,2.1171567551872226,1.6675284439240614,1.6225493227874412,1.3180576116146923,1.5414767727614362,1.2716345256864863,1.269547902479318,1.147445309506694,1.151947872109809,1.0,1.0969007770280017,1.0370365662756622,1.1979990276030537,1.112443569567678,0.9031066656587347,0.9169006198887494,1.5398130496620235,1.5989475670805207,1.9427681459250752,2.0840104154223957
1.0 academics-oriented,4.5627719246575955,3.097836969265077,1.1630512474919579,0.9983818657739594,2.320659743912698,2.2136688537788016,1.0052129472481284,0.8119012009456573,3.255247396547781,3.1040621593997098,1.0,0.9567347269862976,1.02584702350615,1.0298042378912642,1.2007593877468021,3.0436647575040596,2.1301887955064793,0.5276074968818167,1.9135726327083769,1.957272210017553,2.249515866458366
1.0 athletics-oriented,1.9768260879684927,2.3849080556353672,1.9693415137060282,2.3388058495854818,2.667358848877515,2.399540261805062,1.229558375817734,2.3267241929073124,3.202788920628529,2.0275771955642687,1.0,1.4734031897269375,1.036830254564611,1.4906865041854596,1.1436441559501414,1.9383321242634255,1.9967556761476246,1.9296975009527733,3.2665312778522275,0.2800794042911227,0.6584092837055918
1.0 conservative,1.238914289937776,1.4586584584308402,1.9241456038674754,1.9755934860481394,1.1310702935774057,2.6904529369109484,1.885400587552037,1.4742509033864233,1.7470423752746542,1.5403047123096543,1.0,1.0101117908075723,1.0370285842275266,1.1208308898219204,1.1979712307827417,1.2803013144660347,1.3474472181001316,1.5389618618087435,1.6199890272653261,0.3302352625923098,0.27015976555618065
1.0 diverse,1.5784437586527122,1.408085094840905,1.2423081678043377,1.2118865334924607,1.4282545140148564,1.06064633980135,0.7303782252376373,1.2884615219320648,0.7377059572330239,0.7841673771883092,1.0,1.0517244529452092,1.035607500200984,1.0835251004662405,1.0007662602006884,2.692968200705527,1.885285623094888,0.9935044668805874,0.8085784320435658,0.42684983542835914,0.19241792122891693
1.0 inclusive,0.8258852092405644,1.0574989876111738,0.2693347689728167,0.40949488376042154,0.6711971141478748,0.39076592210900374,0.4757649819452753,0.850501488918508,0.5012018555280106,0.6866177668206435,1.0,1.2813048564150287,1.036509080743447,0.5135561676865085,0.893980373317312,1.4424305075913317,0.4554891989370853,0.35509499936039157,0.18182417470526444,0.12640189389265308,0.2232571222910518
1.0 party-oriented,5.441847713057878,0.9548483712788418,0.8812737302894144,0.8605066894850225,1.0893404925484267,0.9849297977070276,2.203110630125198,2.1143829219430965,0.7540147849071044,0.8171677614062925,1.0,1.0345929254074056,1.0369866641691792,1.1585287419595731,1.2075617905531797,1.5072886499092248,0.6352419647114178,0.4970847975338302,0.6560592538310971,0.6060287323316762,0.48066528793822955
1.0 prestigious,2.075742645416886,1.860469226584398,1.8926702971655176,3.8949551917913947,0.8219935726903992,0.7648468779732294,1.11926807616581,0.537049559544658,0.5386953721232901,1.0470694577411586,1.0,0.5749069710993254,1.0367431750674916,0.5336195693360066,1.1717887529021414,1.1087734282977915,0.6154337237384379,0.9149348181840695,0.6184987320640748,0.23406058803838864,0.17432037764468214
1.0 safe,0.9969143416534991,1.023046188939071,2.414341573253129,2.66551163402276,0.8555635908366185,0.8666849650062723,0.6126986354958979,0.9745457973002463,1.8431210155991755,1.730398708201678,1.0,1.1095474558875194,1.0283449426464135,1.00284971582393,1.1245481237193111,1.9129155186325772,1.4584360467341648,1.1393096346233678,1.1870467913441491,1.1265335872798825,0.9841190354484227
1.0 service-oriented,0.7677726044862622,1.2199965939449458,1.112472245279734,0.5593000423642228,0.8013010101263174,0.5097187372038664,0.470983984776326,0.23784644229829469,1.3257137276175142,0.8639362919832688,1.0,0.6692711628285007,1.0283149075423834,0.7345079268263905,1.139656836699874,0.8342865924733593,1.4730836352357959,0.5046715392659693,0.7579348984848591,0.4932909953298276,0.9373938533887685
2.0 Valence,1.5441141089172148,0.9603596991540614,1.5324488088489454,2.5827538942259576,2.101036032641124,1.8746966908572191,1.6266099707273225,1.4681447052544143,0.9546070168081618,1.105545953551676,1.0,0.9779091465967547,0.9700936871771599,0.9381748219130884,0.9344147935302286,0.9772593779000125,1.0582773974594724,0.41412940033480355,0.4532840410874272,0.4650651335850055,0.4220460979153036
2.0 academics-oriented,0.022215818743754622,0.050679525042210766,0.17886494917906767,0.2116590418420286,0.4365066463661676,0.44901027623479334,0.4019825395592058,0.5873716605844518,0.512171636140083,0.5049371935297721,1.0,1.0203724738896125,0.9167852444182449,1.1485962099017268,1.2190563758841448,1.1964514482977124,1.0001214222168584,0.6878087447735907,0.6588025000138055,0.6766258634757696,0.20116626552171127
2.0 athletics-oriented,0.1291884259855901,0.04999116170279942,0.2197533244021515,0.1447925511989315,0.11910523369423609,0.1559259719134962,0.0993083915248575,0.4853354585912608,0.38891738789578706,0.3851318784926518,1.0,0.899276946959626,0.9167222717811948,0.9601791315335424,1.1262625048651904,0.9997445630445565,0.9995645217043675,0.20588990516726544,0.8101103092441846,0.8714703389991996,0.3553033886572741
