Player Name,Season,Statistic,Variable,Value
Charles Howell III,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,599,578 "
Ryan Palmer,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,551,215 "
Tommy Gainey,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,540,749 "
D.A. Points,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,533,361 "
Ken Duke,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,511,628 "
John Rollins,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,489,155 "
Chris Kirk,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,462,562 "
Tim Clark,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,457,028 "
Jason Day,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,432,399 "
Michael Thompson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,408,374 "
"Ted Potter, Jr.",2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,383,170 "
Charlie Beljan,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,373,528 "
Rory Sabbatini,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,363,820 "
Brian Davis,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,318,032 "
Tom Gillis,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,298,658 "
J.J. Henry,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,297,802 "
Scott Stallings,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,293,739 "
Geoff Ogilvy,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,293,223 "
Greg Chalmers,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,285,627 "
Spencer Levin,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,283,616 "
Cameron Tringale,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,279,237 "
Charley Hoffman,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,276,663 "
William McGirt,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,272,447 "
Dicky Pride,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,259,712 "
Davis Love III,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,253,920 "
Troy Matteson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,252,453 "
J.B. Holmes,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,250,505 "
Brian Harman,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,248,948 "
Blake Adams,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,234,345 "
Aaron Baddeley,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,215,753 "
Pat Perez,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,214,053 "
Harris English,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,186,003 "
Bryce Molder,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,166,115 "
Sangmoon Bae,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,165,952 "
Greg Owen,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,151,622 "
John Mallinger,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,146,852 "
Charl Schwartzel,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,138,844 "
George McNeill,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,119,535 "
Daniel Summerhays,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,111,522 "
John Merrick,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,084,628 "
Bob Estes,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,063,269 "
Graham DeLaet,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,051,951 "
Martin Flores,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,035,569 "
Freddie Jacobson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,025,994 "
David Hearn,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,012,575 "
Josh Teater,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,011,430 "
Robert Allenby,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$993,677 "
Andres Romero,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$970,919 "
K.J. Choi,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$969,057 "
Brian Gay,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$960,658 "
Brendan Steele,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$922,215 "
Chris Stroud,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$903,570 "
Chad Campbell,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$895,199 "
David Lynn,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$894,000 "
Kevin Streelman,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$893,736 "
Ricky Barnes,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$876,408 "
Ryo Ishikawa,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$871,051 "
Boo Weekley,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$848,347 "
Colt Knost,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$848,197 "
Jhonattan Vegas,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$801,803 "
Jason Bohn,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$795,549 "
Henrik Stenson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$791,107 "
Troy Kelly,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$786,832 "
Will Claxton,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$780,969 "
Roberto Castro,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$755,095 "
Retief Goosen,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$751,174 "
Jason Kokrak,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$750,221 "
Jerry Kelly,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$743,201 "
David Mathis,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$736,765 "
Harrison Frazar,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$730,203 "
Trevor Immelman,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$723,796 "
Martin Kaymer,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$716,357 "
Nicolas Colsaerts,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$713,761 "
Gary Woodland,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$702,879 "
James Driscoll,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$687,338 "
Jeff Maggert,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$682,742 "
Tim Herron,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$660,279 "
Kevin Chappell,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$647,510 "
Rod Pampling,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$625,893 "
Billy Mayfair,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$619,961 "
Alexandre Rocha,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$619,658 "
Gary Christian,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$616,457 "
Justin Leonard,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$615,155 "
D.J. Trahan,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$611,142 "
Chez Reavie,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$605,617 "
Bill Lunde,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$593,598 "
Richard Lee,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$575,233 "
Stewart Cink,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$574,673 "
Tim Petrovic,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$563,862 "
Vaughn Taylor,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$552,129 "
Bobby Gates,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$550,293 "
Heath Slocum,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$523,198 "
Russell Knox,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$517,584 "
Billy Horschel,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$513,677 "
Francesco Molinari,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$500,961 "
Camilo Villegas,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$496,729 "
Nick O'Hern,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$489,375 "
John Daly,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$488,505 "
Brendon Todd,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$479,295 "
Billy Hurley III,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$479,130 "
Scott Brown,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$478,763 "
Thomas Bjorn,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$470,506 "
Chris DiMarco,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$468,298 "
Y.E. Yang,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$454,276 "
Kyle Reifers,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$453,960 "
Kenny Perry,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$451,544 "
Mark Anderson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$446,019 "
Joe Durant,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$427,678 "
Robert Karlsson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$418,340 "
Kris Blanks,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$417,559 "
J.J. Killeen,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$414,257 "
Paul Lawrie,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$410,640 "
Hunter Haas,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$399,364 "
Roland Thatcher,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$396,801 "
Miguel Angel Jimenez,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$386,803 "
Erik Compton,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$384,765 "
Stuart Appleby,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$377,559 "
Nathan Green,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$366,651 "
Danny Lee,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$364,112 "
Jamie Donaldson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$363,834 "
Jarrod Lyle,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$363,685 "
Kevin Kisner,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$351,216 "
Arjun Atwal,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$348,770 "
Brandt Jobe,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$344,332 "
Chris Couch,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$335,848 "
Matt Bettencourt,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$335,076 "
Mark Calcavecchia,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$334,176 "
Patrick Reed,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$327,977 "
John Peterson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$327,091 "
Matt Jones,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$325,254 "
Thomas Aiken,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$314,679 "
Garth Mulroy,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$312,382 "
Cameron Beckman,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$287,506 "
Luke Guthrie,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$284,672 "
Angel Cabrera,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$283,385 "
