rank,Game,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,Area Control,Dice Rolling,Variable Player Powers,Partnerships,Set Collection,Hand Management,Deck,Tile Placement,Simulation,Storytelling,Memory,Player Elimination,Role Playing,Press Your Luck,owned,category,Environmental,Medical,Card Game,Civilization,Economic,Fantasy,Puzzle,TV/Movie/Radio,War,Horror,Murder/Mystery,Party Game,Trivia,Racing,Territory Building,Adventure,Dice
263,Taj Mahal,3,5,100,75,100,2000,7.33143,7.08028,6248,12,"Auction/Bidding, Card Drafting, Hand Management, Route/Network Building, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,6825,"Bluffing, Political",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,"Labyrinth: The War on Terror, 2001 ? ?",1,2,180,180,180,2010,7.58623,7.07936,3206,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",1,1,1,0,0,1,0,0,0,0,0,0,0,0,6430,"Modern Warfare, Political, Religious, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
265,Secret Hitler,5,10,45,45,45,2016,7.61468,7.07737,3858,13,"Partnerships, Player Elimination, Voting",0,0,0,1,0,0,0,0,0,0,0,1,0,0,5832,"Bluffing, Card Game, Deduction, Party Game, Political, Print & Play, World War II",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
266,The Grizzled,2,5,30,30,30,2015,7.35267,7.0769,5939,10,"Co-operative Play, Hand Management, Press Your Luck, Variable Player Powers",0,0,1,0,0,1,0,0,0,0,0,0,0,0,10524,"Card Game, World War I",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
267,Zombicide,1,6,180,45,180,2012,7.3193,7.07652,11196,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Player Elimination, Variable Player Powers",0,1,1,0,0,1,0,0,0,0,0,1,0,0,16138,"Horror, Miniatures, Zombies",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
268,Paperback,2,5,45,45,45,2014,7.39769,7.07361,4798,8,"Card Drafting, Co-operative Play, Deck / Pool Building",0,0,0,0,0,0,1,0,0,0,0,0,0,0,8247,"Card Game, Print & Play, Word Game",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Deus,2,4,90,60,90,2014,7.3974,7.07172,4732,14,"Grid Movement, Hand Management, Modular Board, Route/Network Building",0,0,0,0,0,1,0,0,0,0,0,0,0,0,5466,"Civilization, Mythology",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Tales of the Arabian Nights,1,6,120,120,120,2009,7.28423,7.06967,8757,12,"Dice Rolling, Point to Point Movement, Role Playing, Storytelling, Variable Player Powers",0,1,1,0,0,0,0,0,0,1,0,0,1,0,12744,"Adventure, Arabian, Book, Exploration, Fantasy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
271,A Game of Thrones (first edition),3,5,180,180,180,2003,7.28882,7.06721,9347,12,"Area Movement, Auction/Bidding, Hand Management, Memory, Player Elimination, Simultaneous Action Selection, Variable Player Powers",0,0,1,0,0,1,0,0,0,0,1,1,0,0,8912,"Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
272,Vikings,2,4,60,60,60,2007,7.29332,7.06574,6827,10,"Auction/Bidding, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,6524,"Economic, Medieval, Nautical, Territory Building",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
273,Elysium,2,4,60,60,60,2015,7.36825,7.06546,5173,14,"Card Drafting, Set Collection",0,0,0,0,1,0,0,0,0,0,0,0,0,0,7225,"Ancient, Card Game, Mythology",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,San Juan (second edition),2,4,60,45,60,2014,7.65827,7.0648,2555,10,"Hand Management, Set Collection, Variable Phase Order",0,0,0,0,1,1,0,0,0,0,0,0,0,0,4391,"Card Game, City Building, Economic",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
275,Automobile,3,5,120,120,120,2009,7.37225,7.0647,4742,12,"Commodity Speculation, Variable Player Powers",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4697,"Economic, Industry / Manufacturing",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
276,Lost Cities,2,2,30,30,30,1999,7.14902,7.06267,27001,10,"Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,34825,"Card Game, Exploration",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Struggle of Empires,2,7,240,180,240,2004,7.51451,7.06231,3413,13,"Area Control / Area Influence, Area Movement, Auction/Bidding, Dice Rolling",1,1,0,0,0,0,0,0,0,0,0,0,0,0,4119,"Age of Reason, Civilization, Fighting, Political, Territory Building",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
278,Friday,1,1,25,25,25,2011,7.25095,7.06051,9135,13,"Deck / Pool Building, Hand Management",0,0,0,0,0,1,1,0,0,0,0,0,0,0,16466,"Card Game, Fighting, Novel-based, Pirates",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Wallenstein (first edition),3,5,150,150,150,2002,7.52748,7.05836,3290,12,"Action / Movement Programming, Action Point Allowance System, Area Control / Area Influence, Area Movement, Simultaneous Action Selection, Variable Phase Order",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,"Economic, Renaissance, Territory Building",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
280,Citadels,2,8,60,20,60,2000,7.14499,7.05695,37949,10,"Card Drafting, Set Collection, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",0,0,1,0,1,0,0,0,0,0,0,0,0,0,50010,"Bluffing, Card Game, City Building, Fantasy, Medieval",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,Carson City,2,5,90,90,90,2009,7.31387,7.05417,5758,12,"Area Control / Area Influence, Dice Rolling, Tile Placement, Worker Placement",1,1,0,0,0,0,0,1,0,0,0,0,0,0,5140,"American West, City Building, Economic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
282,Euphoria: Build a Better Dystopia,2,6,60,60,60,2013,7.34263,7.05106,5819,13,"Dice Rolling, Hand Management, Set Collection, Variable Player Powers, Worker Placement",0,1,1,0,1,1,0,0,0,0,0,0,0,0,7804,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Freedom: The Underground Railroad,1,4,120,60,120,2012,7.63808,7.05098,2523,13,"Co-operative Play, Pick-up and Deliver, Point to Point Movement, Variable Player Powers",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4151,"American Civil War, Economic, Educational, Political, Puzzle",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
284,Evolution,2,6,70,50,70,2014,7.28738,7.05028,7251,12,"Action Point Allowance System, Hand Management, Press Your Luck, Secret Unit Deployment, Simulation, Simultaneous Action Selection",0,0,0,0,0,1,0,0,1,0,0,0,0,0,10425,"Animals, Card Game, Educational, Environmental, Prehistoric, Print & Play",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Last Will,2,5,75,45,75,2011,7.26749,7.04988,6819,13,"Action Point Allowance System, Hand Management, Worker Placement",0,0,0,0,0,1,0,0,0,0,0,0,0,0,7901,"Card Game, Economic, Humor",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286,Star Wars: X-Wing Miniatures Game ? The Force Awakens Core Set,2,2,45,30,45,2015,8.13796,7.04954,1433,14,"Action / Movement Programming, Dice Rolling, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,4956,"Aviation / Flight, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
287,Spyfall,3,8,15,15,15,2014,7.19652,7.04744,10656,12,"Role Playing, Voting",0,0,0,0,0,0,0,0,0,0,0,0,1,0,15605,"Bluffing, Deduction, Humor, Party Game, Spies/Secret Agents",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,Francis Drake,3,5,120,90,120,2013,7.51208,7.04509,3217,14,"Dice Rolling, Press Your Luck, Secret Unit Deployment, Set Collection, Worker Placement",0,1,0,0,1,0,0,0,0,0,0,0,0,0,4366,"Bluffing, Exploration, Nautical, Pirates, Renaissance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Ginkgopolis,1,5,45,45,45,2012,7.4332,7.04436,3778,13,"Area Control / Area Influence, Card Drafting, Simultaneous Action Selection, Tile Placement",1,0,0,0,0,0,0,1,0,0,0,0,0,0,3601,"City Building, Environmental, Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Stockpile,2,5,45,45,45,2015,7.64631,7.04394,2617,13,"Auction/Bidding, Card Drafting, Stock Holding, Variable Player Powers",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3678,Economic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
291,Ingenious,1,4,45,45,45,2004,7.17358,7.04372,12986,10,"Hand Management, Partnerships, Pattern Building, Tile Placement",0,0,0,1,0,1,0,1,0,0,0,0,0,0,14458,Abstract Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,The Republic of Rome,1,6,300,300,300,1990,7.54844,7.04353,3383,14,"Dice Rolling, Hand Management, Simulation, Variable Player Powers, Voting",0,1,1,0,0,1,0,0,1,0,0,0,0,0,5123,"Ancient, Negotiation, Political, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,51st State: Master Set,1,4,90,60,90,2016,7.91427,7.04292,1830,14,"Card Drafting, Hand Management, Variable Phase Order, Worker Placement",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3261,"Card Game, City Building, Economic, Science Fiction",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
294,Shadows over Camelot,3,7,80,60,80,2005,7.15731,7.04289,20417,10,"Co-operative Play, Hand Management, Partnerships, Player Elimination, Set Collection, Variable Player Powers",0,0,1,1,1,1,0,0,0,0,0,1,0,0,24391,"Adventure, Deduction, Fantasy, Medieval, Mythology",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
295,PitchCar,2,8,30,30,30,1995,7.24698,7.04255,7623,6,Modular Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7635,"Action / Dexterity, Children's Game, Party Game, Racing, Sports",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
296,RoboRally,2,8,120,45,120,1994,7.15182,7.0401,19467,12,"Action / Movement Programming, Grid Movement, Modular Board, Simultaneous Action Selection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22635,"Miniatures, Racing, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
297,Warhammer Quest: The Adventure Card Game,1,4,60,30,60,2015,7.61933,7.03898,3068,14,"Co-operative Play, Dice Rolling, Role Playing, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,1,0,6563,"Adventure, Card Game, Fantasy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
298,Nexus Ops,2,4,90,90,90,2005,7.25671,7.03847,7608,12,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board",1,1,0,0,0,1,0,0,0,0,0,0,0,0,9954,"Exploration, Fighting, Science Fiction, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
299,Madeira,2,4,150,60,150,2013,7.65366,7.03418,2407,12,"Area Control / Area Influence, Dice Rolling, Worker Placement",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3852,"Dice, Economic, Farming, Nautical",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
300,Hero Realms,1,4,30,20,30,2016,7.87603,7.03284,1986,12,"Card Drafting, Deck / Pool Building, Hand Management",0,0,0,0,0,1,1,0,0,0,0,0,0,0,4787,"Card Game, Fantasy, Fighting",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,AquaSphere,2,4,100,100,100,2014,7.38664,7.03158,4273,12,"Area Control / Area Influence, Area Movement, Modular Board",1,0,0,0,0,0,0,0,0,0,0,0,0,0,7335,"Nautical, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Sushi Go!,2,5,15,15,15,2013,7.14628,7.03059,18043,8,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,31058,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Cry Havoc,2,4,120,90,120,2016,7.6252,7.02959,2737,10,"Area Control / Area Influence, Area Movement, Deck / Pool Building, Hand Management, Variable Player Powers",1,0,1,0,0,1,1,0,0,0,0,0,0,0,5111,"Fighting, Miniatures, Science Fiction, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304,Abyss,2,4,60,30,60,2014,7.33205,7.02765,5407,14,"Auction/Bidding, Card Drafting, Hand Management, Press Your Luck, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,6638,"Card Game, Mythology, Science Fiction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Dixit: Journey,3,6,30,30,30,2012,7.49218,7.02717,3433,8,"Acting, Simultaneous Action Selection, Singing, Storytelling, Voting",0,0,0,0,0,0,0,0,0,1,0,0,0,0,6347,"Card Game, Humor, Party Game",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
306,StarCraft: The Board Game,2,6,240,180,240,2007,7.3401,7.02517,6076,12,"Area Control / Area Influence, Area Movement, Deck / Pool Building, Modular Board, Variable Player Powers",1,0,1,0,0,0,1,0,0,0,0,0,0,0,7266,"Civilization, Fighting, Miniatures, Science Fiction, Space Exploration, Territory Building, Video Game Theme, Wargame",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
307,Gears of War: The Board Game,1,4,180,60,180,2011,7.49155,7.0248,3799,13,"Area Movement, Campaign / Battle Card Driven, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",0,1,1,0,0,1,0,0,0,0,0,0,0,0,6193,"Fighting, Miniatures, Science Fiction, Video Game Theme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Smash Up: Awesome Level 9000,2,2,45,45,45,2013,7.37281,7.02371,5079,12,"Area Control / Area Influence, Hand Management, Take That, Variable Player Powers",1,0,1,0,0,1,0,0,0,0,0,0,0,0,13413,"Card Game, Fantasy, Horror, Humor, Pirates, Prehistoric, Science Fiction, Spies/Secret Agents",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
309,Defenders of the Realm,1,4,90,90,90,2010,7.38962,7.02327,4569,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",0,1,1,0,0,1,0,0,0,0,0,0,0,0,6006,"Adventure, Fantasy, Fighting, Miniatures",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
310,Belfort,2,5,120,120,120,2011,7.32685,7.02107,4988,12,"Area Control / Area Influence, Card Drafting, Hand Management, Worker Placement",1,0,0,0,0,1,0,0,0,0,0,0,0,0,5902,"City Building, Economic, Fantasy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
311,Ashes: Rise of the Phoenixborn,2,4,120,30,120,2015,7.62153,7.01967,3032,14,"Dice Rolling, Hand Management, Variable Player Powers",0,1,1,0,0,1,0,0,0,0,0,0,0,0,5810,"Card Game, Dice, Fantasy, Fighting",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
312,Up Front,2,3,60,60,60,1983,7.8406,7.01934,1878,12,"Campaign / Battle Card Driven, Hand Management, Simulation, Variable Player Powers",0,0,1,0,0,1,0,0,1,0,0,0,0,0,3125,"Card Game, Wargame, World War II",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
313,Snowdonia,1,5,90,30,90,2012,7.47023,7.01672,3236,10,"Card Drafting, Hand Management, Worker Placement",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4050,Trains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Thurn and Taxis,2,4,60,60,60,2006,7.12892,7.01511,15226,13,"Card Drafting, Hand Management, Route/Network Building, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,16657,"Renaissance, Transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,The Manhattan Project: Energy Empire,1,5,120,60,120,2016,7.98807,7.01439,1574,13,"Dice Rolling, Worker Placement",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2683,"Civilization, Dice, Economic, Environmental, Industry / Manufacturing",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
316,Millennium Blades,2,5,120,80,120,2016,7.99798,7.01248,1677,12,"Card Drafting, Commodity Speculation, Hand Management, Set Collection, Simulation, Trading",0,0,0,0,1,1,0,0,1,0,0,0,0,0,3031,"Card Game, Real-time",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Conflict of Heroes: Awakening the Bear! ? Russia 1941-42,1,4,120,120,120,2008,7.56547,7.01047,2821,10,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Modular Board, Simulation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,3682,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
318,DVONN,2,2,30,30,30,2001,7.43004,7.00994,3610,9,Grid Movement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4529,Abstract Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Napoleon's Triumph,2,2,180,180,180,2007,7.9747,7.0082,1526,12,"Area Movement, Secret Unit Deployment, Simulation",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2610,"Napoleonic, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
320,Trains,2,4,45,45,45,2012,7.25679,7.00789,5930,12,"Deck / Pool Building, Hand Management, Route/Network Building",0,0,0,0,0,1,1,0,0,0,0,0,0,0,7957,"Card Game, Territory Building, Trains",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
321,Coup,2,6,15,15,15,2012,7.12137,7.0076,21155,9,"Memory, Player Elimination, Take That, Variable Player Powers",0,0,1,0,0,0,0,0,0,0,1,1,0,0,33838,"Bluffing, Card Game, Deduction, Party Game, Political",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
322,Summoner Wars,2,4,60,30,60,2009,7.33815,7.00703,5051,9,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Take That, Variable Player Powers",0,1,1,0,0,1,0,0,0,0,0,0,0,0,4709,"Card Game, Fantasy, Fighting",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,1989: Dawn of Freedom,2,2,150,150,150,2012,7.89515,7.0053,1631,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management",1,1,0,0,0,1,0,0,0,0,0,0,0,0,2899,Political,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,The Duke,2,2,30,30,30,2013,7.56393,7.00126,2726,13,"Grid Movement, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,4839,"Abstract Strategy, Medieval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Tajemnicze Domostwo,2,7,60,30,60,2013,7.38405,7.00017,3907,8,"Co-operative Play, Hand Management",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3880,"Deduction, Murder/Mystery",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
326,TZAAR,2,2,60,30,60,2007,7.67705,6.99915,2132,13,Grid Movement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165,Abstract Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Chicago Express,2,6,60,60,60,2007,7.23608,6.99671,5980,12,"Auction/Bidding, Route/Network Building, Stock Holding",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6320,"Economic, Post-Napoleonic, Trains, Transportation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328,Specter Ops,2,5,90,60,90,2015,7.42481,6.99436,3536,13,"Dice Rolling, Grid Movement, Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",0,1,1,1,0,0,0,0,0,0,0,0,0,0,6208,"Deduction, Fighting, Miniatures, Science Fiction, Spies/Secret Agents",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Lords of Vegas,2,4,60,60,60,2010,7.32648,6.99393,4455,12,"Area Control / Area Influence, Dice Rolling, Tile Placement, Trading",1,1,0,0,0,0,0,1,0,0,0,0,0,0,6047,"City Building, Economic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
330,One Night Ultimate Werewolf Daybreak,3,7,10,10,10,2015,7.56417,6.99088,2643,8,"Role Playing, Variable Player Powers, Voting",0,0,1,0,0,0,0,0,0,0,0,0,1,0,6542,"Bluffing, Card Game, Deduction, Horror, Party Game",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
331,Star Trek: Fleet Captains,2,4,75,75,75,2011,7.58243,6.99016,2748,14,"Action Point Allowance System, Dice Rolling, Modular Board, Tile Placement",0,1,0,0,0,0,0,1,0,0,0,0,0,0,4394,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Space Exploration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Time's Up!,4,18,90,90,90,1999,7.35155,6.98598,3949,12,"Acting, Memory, Partnerships",0,0,0,1,0,0,0,0,0,0,1,0,0,0,3907,"Humor, Party Game",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
333,King of New York,2,6,40,40,40,2014,7.18494,6.9859,8698,10,"Area Movement, Card Drafting, Dice Rolling, Player Elimination, Press Your Luck",0,1,0,0,0,0,0,0,0,0,0,1,0,0,13934,"Dice, Fighting, Movies / TV / Radio theme, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,Thebes,2,4,60,60,60,2007,7.18235,6.98418,7684,8,"Point to Point Movement, Time Track",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8965,"Ancient, Exploration, Travel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Quantum,2,4,60,60,60,2013,7.35182,6.98389,4328,13,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",1,1,1,0,0,0,0,0,0,0,0,0,0,0,5477,"Dice, Fighting, Science Fiction, Space Exploration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
336,Colosseum,3,5,90,60,90,2007,7.20648,6.98357,6964,10,"Auction/Bidding, Dice Rolling, Roll / Spin and Move, Set Collection, Trading",0,1,0,0,1,0,0,0,0,0,0,0,0,0,7533,"Ancient, Negotiation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Pax Porfiriana,1,6,120,120,120,2012,7.70681,6.98263,1981,12,"Card Drafting, Simulation",0,0,0,0,0,0,0,0,1,0,0,0,0,0,3336,"Card Game, Civil War, Economic, Political, Post-Napoleonic, Wargame",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
338,Bohnanza,2,7,45,45,45,1997,7.06666,6.98185,28635,13,"Hand Management, Set Collection, Trading",0,0,0,0,1,1,0,0,0,0,0,0,0,0,39970,"Card Game, Farming, Negotiation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Chinatown,3,5,60,60,60,1999,7.23639,6.98138,5908,12,"Set Collection, Tile Placement, Trading",0,0,0,0,1,0,0,1,0,0,0,0,0,0,6989,"City Building, Economic, Negotiation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340,Evolution: Climate,2,6,75,60,75,2016,7.96782,6.98125,1594,12,"Action Point Allowance System, Hand Management, Press Your Luck, Secret Unit Deployment, Simulation",0,0,0,0,0,1,0,0,1,0,0,0,0,0,4167,"Animals, Card Game, Educational, Environmental, Fighting, Prehistoric",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Marvel Dice Masters: Avengers vs. X-Men,2,2,60,60,60,2014,7.32295,6.98111,4751,14,"Deck / Pool Building, Dice Rolling, Variable Player Powers",0,1,1,0,0,0,1,0,0,0,0,0,0,0,8932,"Collectible Components, Comic Book / Strip, Dice, Fighting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,Pandemic: Reign of Cthulhu,2,4,40,40,40,2016,7.58228,6.98087,2829,14,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",0,0,1,0,1,1,0,0,0,0,0,0,0,0,5799,"Horror, Mythology",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
343,Combat Commander: Pacific,2,2,180,180,180,2008,8.09546,6.97858,1251,12,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2505,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
344,Fire in the Lake,1,4,180,180,180,2014,8.08748,6.97816,1359,0,"Area Control / Area Influence, Variable Phase Order, Variable Player Powers",1,0,1,0,0,0,0,0,0,0,0,0,0,0,3239,"Modern Warfare, Political, Vietnam War, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
345,Fury of Dracula (second edition),2,5,180,180,180,2005,7.19639,6.97641,8225,10,"Dice Rolling, Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",0,1,1,1,0,0,0,0,0,0,0,0,0,0,8855,"Adventure, Deduction, Fighting, Horror, Novel-based",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
346,Advanced Squad Leader: Starter Kit #1,2,2,120,120,120,2004,7.77749,6.97269,1955,13,"Dice Rolling, Hex-and-Counter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4088,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
347,Arboretum,2,4,30,30,30,2015,7.37103,6.97233,3745,8,"Hand Management, Set Collection, Tile Placement",0,0,0,0,1,1,0,1,0,0,0,0,0,0,5838,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Luna,1,4,100,60,100,2010,7.3952,6.97221,3284,12,"Area Control / Area Influence, Modular Board, Point to Point Movement, Tile Placement, Worker Placement",1,0,0,0,0,0,0,1,0,0,0,0,0,0,4193,"Fantasy, Religious",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349,Camel Up,2,8,30,20,30,2014,7.1118,6.96924,12441,8,"Betting/Wagering, Dice Rolling, Roll / Spin and Move",0,1,0,0,0,0,0,0,0,0,0,0,0,0,16501,"Animals, Dice, Racing",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
350,The Battle of Five Armies,2,2,240,90,240,2014,7.99683,6.96757,1457,13,"Area Movement, Dice Rolling, Hand Management",0,1,0,0,0,1,0,0,0,0,0,0,0,0,3674,"Adventure, Fantasy, Miniatures, Novel-based, Wargame",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
