Summons Number,Issue Date,Violation Code,Violation Location,Violation Precinct,Violation Time,House Number,Street Name,Intersecting Street,City & State
8535588668,1/14/2019,21,81,81,1112A,691,Madison St,,"Brooklyn, NY"
8535588656,1/14/2019,21,81,81,1111A,689,Madison St,,"Brooklyn, NY"
8535588619,1/14/2019,21,81,81,1006A,888,Macon St,,"Brooklyn, NY"
8535588590,1/14/2019,21,81,81,0957A,381,Macon St,,"Brooklyn, NY"
8535588589,1/14/2019,20,81,81,0949A,931,Putnam Ave,,"Brooklyn, NY"
8535588577,1/14/2019,46,81,81,0945A,862,Jefferson Ave,,"Brooklyn, NY"
8535588553,1/14/2019,21,81,81,0940A,753,Jefferson Ave,,"Brooklyn, NY"
8535588530,1/14/2019,21,81,81,0933A,581,Hancock St,,"Brooklyn, NY"
8535588486,1/14/2019,21,81,81,0912A,828,Macon St,,"Brooklyn, NY"
8535588462,1/14/2019,21,81,81,0910A,806,Macon St,,"Brooklyn, NY"
8535588413,1/14/2019,21,81,81,0844A,252,Patchen Ave,,"Brooklyn, NY"
8535588401,1/14/2019,21,81,81,0842A,280,Patchen Ave,,"Brooklyn, NY"
8535588310,1/14/2019,21,81,81,0813A,155,Saratoga Ave,,"Brooklyn, NY"
8535588309,1/14/2019,21,81,81,0811A,140,Saratoga Ave,,"Brooklyn, NY"
8535588255,1/14/2019,71,81,81,0746A,746,Madison St,,"Brooklyn, NY"
8535588243,1/14/2019,18,81,81,0711A,975,Fulton St,,"Brooklyn, NY"
8535588231,1/14/2019,82,81,81,0634A,848,Greene Ave,,"Brooklyn, NY"
8535588220,1/14/2019,20,81,81,0632A,829A,Greene Ave,,"Brooklyn, NY"
1455648279,1/14/2019,21,88,88,1152A,350,CARLTON AVE,,"Brooklyn, NY"
1455648267,1/14/2019,21,88,88,1150A,356,CARLTON AVE,,"Brooklyn, NY"
1453678980,1/14/2019,21,83,83,0343A,,,,"Brooklyn, NY"
1453678979,1/14/2019,21,83,83,0341A,1447,BROADWAY,,"Brooklyn, NY"
1453678967,1/14/2019,21,83,83,0336A,1235,BROADWAY,,"Brooklyn, NY"
1453678955,1/14/2019,21,83,83,0334A,,,,"Brooklyn, NY"
1453678104,1/14/2019,21,83,83,1221A,259,TROUTMAN STREET,,"Brooklyn, NY"
1453678049,1/14/2019,21,83,83,1147A,157,ST NICHOLAS AVENUE,,"Brooklyn, NY"
1453677999,1/14/2019,21,83,83,1022A,636,KOSCIUSZKO STREET,,"Brooklyn, NY"
1453677975,1/14/2019,21,83,83,1010A,1143,DEKALB AVENUE,,"Brooklyn, NY"
1453677951,1/14/2019,21,83,83,1003A,1171,DEKALB AVENUE,,"Brooklyn, NY"
1455648255,1/14/2019,21,88,88,1147A,365,CARLTON AV,,"Brooklyn, NY"
1455648243,1/14/2019,21,88,88,1145A,383,CARLTON AVE,,"Brooklyn, NY"
1455648231,1/14/2019,71,88,88,1141A,415,CARLTON AVE,,"Brooklyn, NY"
1455648220,1/14/2019,21,88,88,1140A,415,CARLTON AVE,,"Brooklyn, NY"
1455648218,1/14/2019,21,88,88,1137A,770,FULTON ST,,"Brooklyn, NY"
1453701928,1/14/2019,21,81,81,1112A,98,PATCHEN AVE,,"Brooklyn, NY"
1453701916,1/14/2019,21,81,81,1112A,98,PATCHEN AVE,,"Brooklyn, NY"
1453701904,1/14/2019,21,79,79,0332A,10,ST ANDREWS PL,,"Brooklyn, NY"
1453701898,1/14/2019,21,79,79,0832A,10,ST ANDREWS PL,,"Brooklyn, NY"
1453701886,1/14/2019,21,79,79,0832A,20,ST ANDREWS PL,,"Brooklyn, NY"
1453701874,1/14/2019,21,81,81,0832A,20,ST ANDREWS PL,,"Brooklyn, NY"
1453701850,1/14/2019,21,81,81,0825A,575,HERKIMER ST,,"Brooklyn, NY"
1453701813,1/14/2019,21,81,81,0815A,39,TROY AVE,,"Brooklyn, NY"
1453701801,1/14/2019,21,81,81,0805A,384,STUYVESANT AVE,,"Brooklyn, NY"
1453700973,1/14/2019,21,79,79,0825A,77,TOMPKINS AVE,,"Brooklyn, NY"
1453700961,1/14/2019,21,79,79,0826A,44,TOMPKINS AVE,,"Brooklyn, NY"
1453700936,1/14/2019,21,79,79,0856A,111,HART ST,,"Brooklyn, NY"
1453700924,1/14/2019,21,79,79,0902A,562,WILLOUGHBY AVE,,"Brooklyn, NY"
1453700912,1/14/2019,21,79,79,0905A,117,VERNON AVE,,"Brooklyn, NY"
1453700900,1/14/2019,21,79,79,0913A,93,VERNON AVE,,"Brooklyn, NY"
1453700894,1/14/2019,21,79,79,0915A,76,VERNON AVE,,"Brooklyn, NY"
1453700869,1/14/2019,21,79,79,0941A,272,PUTNAM AVE,,"Brooklyn, NY"
1453700857,1/14/2019,21,79,79,0945A,194,PUTNAM AVE,,"Brooklyn, NY"
1453700821,1/14/2019,21,79,79,1003A,202,MADISON ST,,"Brooklyn, NY"
1453700808,1/14/2019,21,79,79,1010A,223,MONROE ST,,"Brooklyn, NY"
1453699594,1/14/2019,21,79,79,1228P,5,STUYVESANT AVE,,"Brooklyn, NY"
1453699557,1/14/2019,21,79,79,1130A,93,LEWIS AVE,,"Brooklyn, NY"
1453699545,1/14/2019,21,79,79,1135A,86,LEWIS AVE,,"Brooklyn, NY"
1453699533,1/14/2019,21,79,79,1140A,22,LEWIS AVE,,"Brooklyn, NY"
1453699521,1/14/2019,21,79,79,1144A,22,LEWIS AVE,,"Brooklyn, NY"
1453699508,1/14/2019,21,79,79,1221P,744,WILLOUGHBY AVE,,"Brooklyn, NY"
1453699405,1/14/2019,21,79,79,1019A,16,MONROE ST,,"Brooklyn, NY"
1453699338,1/14/2019,21,81,81,1142A,738,PUTNAM AVE,,"Brooklyn, NY"
1453689783,1/14/2019,21,83,83,0836A,787,HART STREET,,"Brooklyn, NY"
1453689746,1/14/2019,21,83,83,0852A,250,CENTRAL AVENUE,,"Brooklyn, NY"
1453689734,1/14/2019,21,83,83,0855A,310,CENTRAL AVENUE,,"Brooklyn, NY"
1453689709,1/14/2019,21,83,83,0906A,15,HIMROD STREET,,"Brooklyn, NY"
1453689692,1/14/2019,21,83,83,0907A,46,STOCKHOLM STREET,,"Brooklyn, NY"
1453689680,1/14/2019,21,83,83,0915A,120,STOCKHOLM STREET,,"Brooklyn, NY"
1453689643,1/14/2019,21,83,83,0926A,247,STANHOPE STREET,,"Brooklyn, NY"
1453689606,1/14/2019,21,83,83,0941A,255,HIMROD STREET,,"Brooklyn, NY"
1453689485,1/14/2019,21,83,83,1109A,50,IRVING AVENUE,,"Brooklyn, NY"
1453689461,1/14/2019,21,83,83,1106A,18,IRVING AVENUE,,"Brooklyn, NY"
1453689412,1/14/2019,21,83,83,0957A,1303,GREENE AVENUE,,"Brooklyn, NY"
1453689400,1/14/2019,21,83,83,0955A,1289,GREENE AVENUE,,"Brooklyn, NY"
1453698190,1/14/2019,21,79,79,1159A,590,DEKALB AV,,"Brooklyn, NY"
1453698152,1/14/2019,21,79,79,1146A,872,BEDFORD AVE,,"Brooklyn, NY"
1453698139,1/14/2019,21,79,79,1137A,560,DEKALB  AVE,,"Brooklyn, NY"
1453698115,1/14/2019,21,79,79,1124A,138,NOSTRAND AVE,,"Brooklyn, NY"
1453698103,1/14/2019,21,79,79,1122A,138,NOSTRAND AVE,,"Brooklyn, NY"
1453698097,1/14/2019,21,79,79,1120A,132,NOSTRAND AVE,,"Brooklyn, NY"
1453698085,1/14/2019,21,79,79,1117A,132,NOSTRAND AVE,,"Brooklyn, NY"
1453698050,1/14/2019,21,79,79,1109A,51,NOSTRAND AVE,,"Brooklyn, NY"
1453698036,1/14/2019,21,79,79,1106A,40,NOSTRAND AVE,,"Brooklyn, NY"
1453698024,1/14/2019,21,79,79,0920A,263,CLASSON AVE,,"Brooklyn, NY"
1453698012,1/14/2019,21,79,79,0922A,263,CLASSON AVE,,"Brooklyn, NY"
1453698000,1/14/2019,21,79,79,0920A,263,CLASSON AVE,,"Brooklyn, NY"
1453697822,1/14/2019,21,79,79,1215P,88,KUSCIUSZKO ST,,"Brooklyn, NY"
1453697809,1/14/2019,21,79,79,1204P,64,KUSCIUSZKO ST,,"Brooklyn, NY"
1450384742,1/14/2019,66,88,88,0410P,29,RYERSON ST,,"Brooklyn, NY"
1453093382,1/14/2019,21,88,88,1032A,52,PUTNAM AVE,,"Brooklyn, NY"
1453093369,1/14/2019,21,88,88,1006A,318,GRAND AVE,,"Brooklyn, NY"
1453093357,1/14/2019,21,88,88,1005A,318,GRAND AVE,,"Brooklyn, NY"
1453093345,1/14/2019,21,88,88,1001A,282,GRAND AVE,,"Brooklyn, NY"
1453093333,1/14/2019,21,88,88,0948A,378,LAFAYETTE AVE,,"Brooklyn, NY"
1453093321,1/14/2019,21,88,88,0943A,325,LAFAYETTE AVE,,"Brooklyn, NY"
1453093308,1/14/2019,21,88,88,0936A,286,LAFAYETTE AVE,,"Brooklyn, NY"
1453093291,1/14/2019,21,88,88,0921A,28,ST JAMES PL,,"Brooklyn, NY"
1453093280,1/14/2019,21,88,88,0916A,274,HALL ST,,"Brooklyn, NY"
1453093278,1/14/2019,21,88,88,0914A,274,HALL ST,,"Brooklyn, NY"
1453093266,1/14/2019,21,88,88,0912A,266,HALL ST,,"Brooklyn, NY"
1453093254,1/14/2019,21,88,88,0910A,216,HALL ST,,"Brooklyn, NY"
1453093242,1/14/2019,21,88,88,0907A,216,HALL ST,,"Brooklyn, NY"
1453093205,1/14/2019,21,88,88,0856A,187,WASHINGTON AVE,,"Brooklyn, NY"
1453093187,1/14/2019,21,88,88,0851A,223,WASHINGTON AVE,,"Brooklyn, NY"
1453093140,1/14/2019,21,88,88,0842A,319,WASHINGTON AVE,,"Brooklyn, NY"
1452644846,1/14/2019,66,90,90,0424P,568,MESEROLE ST,,"Brooklyn, NY"
1452644834,1/14/2019,66,90,90,0422P,568,MESEROLE ST,,"Brooklyn, NY"
1453092330,1/14/2019,21,88,88,0138A,817,ATLANTIC AVE,,"Brooklyn, NY"
1453092316,1/14/2019,21,88,88,0132A,860,ATLANTIC AVE,,"Brooklyn, NY"
1453092298,1/14/2019,21,88,88,0126A,1006,ATLANTIC AVE,,"Brooklyn, NY"
1453091464,1/14/2019,21,83,83,0845A,200,CENTRAL AVENUE,,"Brooklyn, NY"
1453091452,1/14/2019,21,83,83,0806A,168,CENTRAL AVENUE,,"Brooklyn, NY"
1453091440,1/14/2019,21,83,83,0736A,184,WYCKOFF AVENUE,,"Brooklyn, NY"
1453091361,1/14/2019,21,83,83,0829A,306,SUYDAM STREET,,"Brooklyn, NY"
1453091350,1/14/2019,21,83,83,0827A,296,SUYDAM STREET,,"Brooklyn, NY"
1453091324,1/14/2019,21,83,83,0819A,245,SUYDAM STREET,,"Brooklyn, NY"
1453091312,1/14/2019,21,83,83,0817A,215,SUYDAM STREET,,"Brooklyn, NY"
1453091282,1/14/2019,21,83,83,0737A,218,WYCKOFF AVENUE,,"Brooklyn, NY"
1452643684,1/14/2019,66,94,94,0155A,157,LOMBARDY ST,,"Brooklyn, NY"
1452643672,1/14/2019,51,94,94,0159A,151,LOMBARDY ST,,"Brooklyn, NY"
1450076919,1/14/2019,14,81,81,0729A,1926,ATLANTIC AVE,,"Brooklyn, NY"
1450076907,1/14/2019,14,81,81,0726A,1875,ATLANTIC AVE,,"Brooklyn, NY"
1450076890,1/14/2019,14,81,81,0724A,1875,ATLANTIC AVE,,"Brooklyn, NY"
1452639322,1/14/2019,66,90,90,0413P,568,MESEROLE ST,,"Brooklyn, NY"
1452639310,1/14/2019,40,90,90,0412P,568,MESEROLE ST,,"Brooklyn, NY"
1449796620,1/14/2019,46,83,83,0943A,1091,WILLOUGHBY AVE,,"Brooklyn, NY"
1449796618,1/14/2019,46,83,83,1130A,10,STOCKHOLM ST,,"Brooklyn, NY"
1449782103,1/14/2019,91,83,83,0140P,454,TROUTMAN STREET,,"Brooklyn, NY"
1453079890,1/14/2019,21,79,79,1150A,910,BEDFORD AVE,,"Brooklyn, NY"
1451702280,1/14/2019,21,90,90,0736A,169,DIVISION AVE,,"Brooklyn, NY"
1450076889,1/14/2019,14,81,81,0722A,1875,ATLANTIC AVE,,"Brooklyn, NY"
8723264238,1/14/2019,20,83,83,0312P,322,Stockholm St,,"Brooklyn, NY"
8723264214,1/14/2019,71,83,83,0140P,269,Stanhope St,,"Brooklyn, NY"
8723264202,1/14/2019,70,83,83,1254P,200,Starr St,,"Brooklyn, NY"
8723264196,1/14/2019,46,83,83,1253P,204,Starr St,,"Brooklyn, NY"
8723264184,1/14/2019,71,83,83,1248P,223,Knickerbocker Ave,,"Brooklyn, NY"
8723264160,1/14/2019,48,83,83,1244P,242,Troutman St,,"Brooklyn, NY"
8723264147,1/14/2019,48,83,83,1242P,232,Troutman St,,"Brooklyn, NY"
8723264100,1/14/2019,21,83,83,1236P,75,Wilson Ave,,"Brooklyn, NY"
8723264081,1/14/2019,20,83,83,1227P,256,Melrose St,,"Brooklyn, NY"
8723264070,1/14/2019,20,83,83,1226P,260,Melrose St,,"Brooklyn, NY"
8723264068,1/14/2019,21,83,83,1222P,313,Melrose St,,"Brooklyn, NY"
8723264044,1/14/2019,21,83,83,1219P,51,Wilson Ave,,"Brooklyn, NY"
8723264020,1/14/2019,21,83,83,1216P,233,Jefferson St,,"Brooklyn, NY"
8723263982,1/14/2019,21,83,83,1209P,316,Troutman St,,"Brooklyn, NY"
8723263970,1/14/2019,21,83,83,1208P,316,Troutman St,,"Brooklyn, NY"
8723263957,1/14/2019,71,83,83,1144A,278,Troutman St,,"Brooklyn, NY"
8723263945,1/14/2019,21,83,83,1132A,358,Suydam St,,"Brooklyn, NY"
8723263933,1/14/2019,21,83,83,1132A,354,Suydam St,,"Brooklyn, NY"
8723263921,1/14/2019,21,83,83,1131A,352,Suydam St,,"Brooklyn, NY"
8728704757,1/14/2019,16,79,79,1233P,1275,Fulton St,,"Brooklyn, NY"
8728704745,1/14/2019,16,79,79,1232P,1270,Fulton St,,"Brooklyn, NY"
8728704733,1/14/2019,21,79,79,1157A,533,Lafayette Ave,,"Brooklyn, NY"
8728704710,1/14/2019,21,79,79,1153A,503,Lafayette Ave,,"Brooklyn, NY"
8728704708,1/14/2019,21,79,79,1146A,260,Skillman St,,"Brooklyn, NY"
8728704691,1/14/2019,21,79,79,1144A,272,Skillman St,,"Brooklyn, NY"
8728704678,1/14/2019,71,79,79,1138A,183,Clifton Pl,,"Brooklyn, NY"
8728704654,1/14/2019,21,79,79,1136A,203,Clifton Pl,,"Brooklyn, NY"
8728704642,1/14/2019,21,79,79,1134A,222,Clifton Pl,,"Brooklyn, NY"
8728704617,1/14/2019,21,79,79,1128A,256,Clifton Pl,,"Brooklyn, NY"
8728704605,1/14/2019,21,79,79,1126A,302,Clifton Pl,,"Brooklyn, NY"
8728704540,1/14/2019,21,79,79,1118A,310,Nostrand Ave,,"Brooklyn, NY"
8728704496,1/14/2019,20,79,79,1047A,1381,Fulton St,,"Brooklyn, NY"
8728704459,1/14/2019,21,79,79,0953A,180,MacDonough St,,"Brooklyn, NY"
8728704447,1/14/2019,21,79,79,0949A,326,Macon St,,"Brooklyn, NY"
8728704411,1/14/2019,21,79,79,0938A,263,Halsey St,,"Brooklyn, NY"
8728704400,1/14/2019,21,79,79,0934A,209,Halsey St,,"Brooklyn, NY"
8728704381,1/14/2019,21,79,79,0932A,205,Halsey St,,"Brooklyn, NY"
8723758363,1/14/2019,74,90,90,0400P,48,Grattan St,,"Brooklyn, NY"
8723758351,1/14/2019,70,90,90,0359P,48,Grattan St,,"Brooklyn, NY"
8723758340,1/14/2019,70,90,90,0358P,48,Grattan St,,"Brooklyn, NY"
8723758338,1/14/2019,71,90,90,0336P,1033,Flushing Ave,,"Brooklyn, NY"
8723758326,1/14/2019,20,81,81,0312P,891,Lexington Ave,,"Brooklyn, NY"
8723758314,1/14/2019,46,83,83,0229P,164,Covert St,,"Brooklyn, NY"
8723758284,1/14/2019,20,83,83,0206P,831,Knickerbocker Ave,,"Brooklyn, NY"
8723758272,1/14/2019,46,83,83,0131P,110,Covert St,,"Brooklyn, NY"
8723758247,1/14/2019,71,83,83,1257P,123,Cooper St,,"Brooklyn, NY"
8723758235,1/14/2019,70,83,83,1257P,123,Cooper St,,"Brooklyn, NY"
8723758223,1/14/2019,21,83,83,1256P,123,Cooper St,,"Brooklyn, NY"
8723758211,1/14/2019,21,83,83,1253P,182,Cooper St,,"Brooklyn, NY"
8723758170,1/14/2019,21,83,83,1236P,123,Schaefer St,,"Brooklyn, NY"
8723758168,1/14/2019,21,83,83,1234P,185,Schaefer St,,"Brooklyn, NY"
8723758156,1/14/2019,21,83,83,1230P,258,Schaefer St,,"Brooklyn, NY"
8723758132,1/14/2019,21,83,83,1225P,340,Eldert St,,"Brooklyn, NY"
8723758120,1/14/2019,21,83,83,1219P,173,Eldert St,,"Brooklyn, NY"
8723758107,1/14/2019,21,83,83,1211P,227,Covert St,,"Brooklyn, NY"
8723758090,1/14/2019,21,83,83,1208P,301,Covert St,,"Brooklyn, NY"
8723758089,1/14/2019,21,83,83,1207P,307,Covert St,,"Brooklyn, NY"
8723758077,1/14/2019,21,83,83,1146A,1499,Jefferson Ave,,"Brooklyn, NY"
8723758065,1/14/2019,21,83,83,1142A,1418,Jefferson Ave,,"Brooklyn, NY"
8723758041,1/14/2019,21,83,83,1136A,1354,Jefferson Ave,,"Brooklyn, NY"
8723758030,1/14/2019,21,83,83,1132A,1243,Jefferson Ave,,"Brooklyn, NY"
8723758028,1/14/2019,21,83,83,1120A,393,Cornelia St,,"Brooklyn, NY"
8723757991,1/14/2019,21,83,83,1106A,1301,Putnam Ave,,"Brooklyn, NY"
8723757980,1/14/2019,21,94,94,1010A,651,Humboldt St,,"Brooklyn, NY"
8723757966,1/14/2019,21,94,94,0951A,143,Russell St,,"Brooklyn, NY"
8723757942,1/14/2019,21,94,94,0947A,91,Russell St,,"Brooklyn, NY"
8723757929,1/14/2019,21,94,94,0941A,157,Monitor St,,"Brooklyn, NY"
8723757917,1/14/2019,21,94,94,0940A,160,Monitor St,,"Brooklyn, NY"
8723757899,1/14/2019,21,94,94,0918A,147,Franklin St,,"Brooklyn, NY"
8723757863,1/14/2019,21,94,94,0850A,37,Greenpoint Ave,,"Brooklyn, NY"
8723757826,1/14/2019,21,94,94,0839A,76,Calyer St,,"Brooklyn, NY"
8723757814,1/14/2019,14,94,94,0814A,193,Banker St,,"Brooklyn, NY"
8723757796,1/14/2019,21,94,94,0810A,39,Norman Ave,,"Brooklyn, NY"
8723757772,1/14/2019,14,79,79,0726A,166,Nostrand Ave,,"Brooklyn, NY"
8723757760,1/14/2019,71,79,79,0714A,118,Skillman St,,"Brooklyn, NY"
8723757759,1/14/2019,68,79,79,0714A,118,Skillman St,,"Brooklyn, NY"
1450766134,1/14/2019,66,94,94,0208A,419,VANDERVOORT AVE,,"Brooklyn, NY"
1450766122,1/14/2019,66,94,94,0210A,419,VANDERVOORT AVE,,"Brooklyn, NY"
1449630716,1/14/2019,19,83,83,1118P,1430,GATES AVE,,"Brooklyn, NY"
1449630698,1/14/2019,20,83,83,0957P,506,WILSON AVE,,"Brooklyn, NY"
1449630686,1/14/2019,71,83,83,0730P,359,WEIRFIELD ST,,"Brooklyn, NY"
1453031595,1/14/2019,21,94,94,1200P,73,ENGERT AVE,,"Brooklyn, NY"
1453031571,1/14/2019,21,94,94,1149A,135,ENGERT AVE,,"Brooklyn, NY"
1453031560,1/14/2019,21,94,94,1145A,160,NEWTON ST,,"Brooklyn, NY"
1453031558,1/14/2019,21,94,94,0810A,2,HAVEMEYER ST,,"Brooklyn, NY"
1453031480,1/14/2019,21,94,94,1212P,234,SKILLMAN AVE,,"Brooklyn, NY"
1453031479,1/14/2019,21,94,94,1143A,161,NEWTON ST,,"Brooklyn, NY"
1453031455,1/14/2019,21,94,94,1140A,151,NEWTON ST,,"Brooklyn, NY"
1453031420,1/14/2019,21,90,90,0946A,231,BOERUM ST,,"Brooklyn, NY"
1453031418,1/14/2019,21,90,90,0946A,226,BOERUM ST,,"Brooklyn, NY"
1453109274,1/14/2019,21,83,83,0952A,1237,DEKALB AVENUE,,"Brooklyn, NY"
1453109249,1/14/2019,21,83,83,0938A,27,CEDAR STREET,,"Brooklyn, NY"
1453109183,1/14/2019,21,83,83,0908A,79,SUYDAM STREET,,"Brooklyn, NY"
1453109146,1/14/2019,21,83,83,0844A,11:00 AM,TROUTMAN STREET,,"Brooklyn, NY"
1453109092,1/14/2019,21,83,83,0806A,9,BEAVER STREET,,"Brooklyn, NY"
1453109080,1/14/2019,21,83,83,0750A,317,KNICKERBOCKER AVENUE,,"Brooklyn, NY"
1453109079,1/14/2019,21,83,83,0747A,325,KNICKERBOCKER AVENUE,,"Brooklyn, NY"
1453109055,1/14/2019,21,83,83,0736A,1443,MYRTLE AVENUE,,"Brooklyn, NY"
1453029795,1/14/2019,21,94,94,0135A,6,BOX ST,,"Brooklyn, NY"
1453029266,1/14/2019,21,79,79,0906A,68,TAAFFE PL,,"Brooklyn, NY"
1453029175,1/14/2019,21,79,79,0806A,741,MYRTLE AVE,,"Brooklyn, NY"
1453029140,1/14/2019,21,79,79,0745A,684,MYRTLE AVE,,"Brooklyn, NY"
1453029138,1/14/2019,21,79,79,0739A,664,MYRTLE AVE,,"Brooklyn, NY"
1453103820,1/14/2019,21,79,79,0812A,1125,FULTON ST,,"Brooklyn, NY"
1453103788,1/14/2019,21,79,79,0915A,213,PUTNAM AVE,,"Brooklyn, NY"
1453103740,1/14/2019,21,79,79,0949A,488,CLASSON AVE,,"Brooklyn, NY"
1453103739,1/14/2019,21,79,79,1003A,476,CLASSON AVE,,"Brooklyn, NY"
1453103727,1/14/2019,21,79,79,1117A,815,PUTNAM AVE,,"Brooklyn, NY"
1453103715,1/14/2019,21,79,79,1122A,711,PUTNAM ST,,"Brooklyn, NY"
8730300083,1/14/2019,38,90,90,0625P,724,Broadway,,"Brooklyn, NY"
8730300060,1/14/2019,38,90,90,0510P,256,Graham Ave,,"Brooklyn, NY"
8730300058,1/14/2019,14,90,90,0408P,178,Bushwick Ave,,"Brooklyn, NY"
8730300046,1/14/2019,14,90,90,0406P,138,Bushwick Ave,,"Brooklyn, NY"
8730300034,1/14/2019,40,90,90,0330P,259,Meserole St,,"Brooklyn, NY"
8730300009,1/14/2019,20,90,90,0312P,293,Meserole St,,"Brooklyn, NY"
8721815872,1/14/2019,19,81,81,0312P,1880,Fulton St,,"Brooklyn, NY"
8721815768,1/14/2019,48,83,83,1132A,1284,Hancock St,,"Brooklyn, NY"
8721815720,1/14/2019,21,83,83,1126A,1347,Hancock St,,"Brooklyn, NY"
8721815719,1/14/2019,21,83,83,1124A,1401,Hancock St,,"Brooklyn, NY"
8721815707,1/14/2019,21,83,83,1123A,1429,Hancock St,,"Brooklyn, NY"
8721815689,1/14/2019,21,83,83,1118A,426,Irving Ave,,"Brooklyn, NY"
8721815677,1/14/2019,21,83,83,1116A,336,Irving Ave,,"Brooklyn, NY"
8721815641,1/14/2019,21,83,83,1113A,328,Irving Ave,,"Brooklyn, NY"
8721815630,1/14/2019,21,83,83,1111A,275,Linden St,,"Brooklyn, NY"
8721815628,1/14/2019,21,83,83,1110A,247,Linden St,,"Brooklyn, NY"
8721815616,1/14/2019,21,83,83,1109A,220,Linden St,,"Brooklyn, NY"
8721815604,1/14/2019,21,83,83,0941A,1084,Madison St,,"Brooklyn, NY"
8721815598,1/14/2019,21,83,83,0940A,1054,Madison St,,"Brooklyn, NY"
8721815574,1/14/2019,21,83,83,0933A,952,Madison St,,"Brooklyn, NY"
8721815562,1/14/2019,21,83,83,0931A,33,Woodbine St,,"Brooklyn, NY"
8721815549,1/14/2019,21,83,83,0928A,117,Woodbine St,,"Brooklyn, NY"
8721815525,1/14/2019,21,83,83,0925A,143,Woodbine St,,"Brooklyn, NY"
8721815513,1/14/2019,21,83,83,0925A,143,Woodbine St,,"Brooklyn, NY"
8721815495,1/14/2019,21,83,83,0913A,1091,Gates Ave,,"Brooklyn, NY"
8721815483,1/14/2019,70,83,83,0912A,1116,Gates Ave,,"Brooklyn, NY"
8721815471,1/14/2019,21,83,83,0911A,1116,Gates Ave,,"Brooklyn, NY"
8721815460,1/14/2019,21,83,83,0907A,1210,Gates Ave,,"Brooklyn, NY"
8721815458,1/14/2019,21,83,83,0838A,640,Furman Ave,,"Brooklyn, NY"
8721815446,1/14/2019,21,83,83,0838A,644,Furman Ave,,"Brooklyn, NY"
8721815434,1/14/2019,21,83,83,0836A,542,Furman Ave,,"Brooklyn, NY"
8721815422,1/14/2019,21,83,83,0831A,27,Furman Ave,,"Brooklyn, NY"
8721815409,1/14/2019,21,83,83,0829A,27,Furman Ave,,"Brooklyn, NY"
8721815380,1/14/2019,21,83,83,0823A,23,Granite St,,"Brooklyn, NY"
8721815367,1/14/2019,21,83,83,0817A,64,Pilling St,,"Brooklyn, NY"
8721815320,1/14/2019,21,83,83,0812A,742,Chauncey St,,"Brooklyn, NY"
8721815276,1/14/2019,17,83,83,0758A,75,Schaefer St,,"Brooklyn, NY"
8721815264,1/14/2019,17,83,83,0757A,85,Schaefer St,,"Brooklyn, NY"
8721815252,1/14/2019,14,83,83,0752A,155,Eldert St,,"Brooklyn, NY"
8721815227,1/14/2019,17,83,83,0723A,191,Woodbine St,,"Brooklyn, NY"
8721815203,1/14/2019,17,83,83,0712A,409,Irving Ave,,"Brooklyn, NY"
8721815197,1/14/2019,17,83,83,0711A,405,Irving Ave,,"Brooklyn, NY"
8721815161,1/14/2019,17,83,83,0706A,371,Irving Ave,,"Brooklyn, NY"
8725068507,1/14/2019,21,90,90,1138A,606,Wythe Ave,,"Brooklyn, NY"
8725068477,1/14/2019,21,90,90,1112A,108,Division Ave,,"Brooklyn, NY"
8725068465,1/14/2019,21,90,90,1112A,125,Division Ave,,"Brooklyn, NY"
8725068453,1/14/2019,21,90,90,1111A,125,Division Ave,,"Brooklyn, NY"
8725068441,1/14/2019,21,90,90,1110A,133,Division Ave,,"Brooklyn, NY"
8725068430,1/14/2019,21,90,90,1109A,139,Division Ave,,"Brooklyn, NY"
8725068428,1/14/2019,21,90,90,1108A,141,Division Ave,,"Brooklyn, NY"
8725068416,1/14/2019,21,90,90,1108A,143,Division Ave,,"Brooklyn, NY"
8725068404,1/14/2019,70,90,90,1107A,143,Division Ave,,"Brooklyn, NY"
8725068398,1/14/2019,71,90,90,1056A,114,Division Ave,,"Brooklyn, NY"
8725068386,1/14/2019,21,90,90,1012A,60,Moore St,,"Brooklyn, NY"
8725068349,1/14/2019,21,90,90,0941A,214,Scholes St,,"Brooklyn, NY"
8725068325,1/14/2019,21,90,90,0938A,140,Scholes St,,"Brooklyn, NY"
8725068301,1/14/2019,21,90,90,0936A,90,Scholes St,,"Brooklyn, NY"
8728704370,1/14/2019,21,79,79,0922A,272,Putnam Ave,,"Brooklyn, NY"
8728704344,1/14/2019,21,79,79,0912A,1164,Bedford Ave,,"Brooklyn, NY"
8728704332,1/14/2019,21,79,79,0909A,179,Putnam Ave,,"Brooklyn, NY"
8728704320,1/14/2019,21,79,79,0906A,137,Putnam Ave,,"Brooklyn, NY"
8725068295,1/14/2019,21,90,90,0915A,37,Ten Eyck St,,"Brooklyn, NY"
8725068283,1/14/2019,21,90,90,0914A,33,Ten Eyck St,,"Brooklyn, NY"
8725068260,1/14/2019,21,90,90,0908A,65,Ten Eyck St,,"Brooklyn, NY"
8725068258,1/14/2019,21,90,90,0907A,65,Ten Eyck St,,"Brooklyn, NY"
8725068210,1/14/2019,21,90,90,0846A,112,Maujer St,,"Brooklyn, NY"
8725068179,1/14/2019,21,90,90,0841A,133,Manhattan Ave,,"Brooklyn, NY"
